,Unnamed: 0,author,date,section,word_count,abstract,headline,source
874,874,Anonymous,"Jan 06, 2011",News,817,"U.S. Rep. Lou Barletta's newly named chief of staff is Patrick Rothwell, who grew up in Norfolk, Mass., not far from Gillette Stadium, home of the New England Patriots. It is a region known for its love of the Boston Red Sox. Naturally, this raised a (faux) concern because Barletta is a huge New York Yankees fan. He's such a Yankee fan, his Washington congressional office is painted in Yankee blue with white trim. ""(He's a) real good (guy) aside from the fact that he's a Boston Red Sox fan,"" Barletta said. ""In the interests of full disclosure, I am a Red Sox fan and I am a Patriots fan,"" Rothwell recalled saying. ""If that is going to be a problem, tell me now and I will withdraw my name from consideration.""",Congress Notebook,Standard - Speaker
875,875,"Light, Mia","Jun 10, 2012",News,542,"""Unfortunately, we weren't hit hard enough,"" [Diane Minneci] said. ""I used to love the sound of the rain. I would lay in bed and listen to it hitting the roof,"" [Davis] said. ""Now when it starts raining I think, 'Oh, God, I hope it doesn't flood again.'"" ""It's very doubtful that we're going to get the president's signature to declare it a disaster,"" Minneci said.","Flash Flood Victims Won't Get State, Federal Help",Citizens' Voice
876,876,Anonymous,"Jul 15, 2011",News,442,HUD is currently contacting State and local officials to explore streamlining the Department's CDBG and HOME programs in order to expedite the repair and replacement of damaged housing; - Granting immediate foreclosure relief - HUD granted a 90-day moratorium on foreclosures and forbearance on foreclosures of Federal Housing Administration (FHA)-insured home mortgages; - Making mortgage insurance available - HUD's Section 203(h) program provides FHA insurance to disaster victims who have lost their homes and are facing the daunting task of rebuilding or buying another home.,HUD Secretary Announces Disaster Assistance For Pennsylvania Storm Victims,The Daily Review
877,877,Anonymous,"Jul 17, 2011",Opinion,914,"Speaker John Boehner and his colleagues have said that they will not approve of any tax increase on Americans. They really mean they won't approve of any tax increase on the richest, top 2 percent of Americans. The Republicans refer over and over again to ""job-killing"" tax increases and hurting the people who ""will create jobs."" Nonsense! These people have had this tax break for over 10 years. When will they be making that investment in jobs if they haven't already? I pray that we, the middle and low income, won't be thrown under the bus again by the Republicans and Democrats in their efforts to ""compromise"" on the debt ceiling. Mr. [Eric Cantor]'s hypocrisy is almost unbelievable. He regards voting for a debt limit increase as a mortal sin. Yet, under President Bush, he had no problem voting for it over and over, as a matter of routine. So, our country's economic future is being risked by the stubbornness of the extremists in the GOP, and for the personal ambition of a politician.","Letters To The Editor, 7/18/11",The Times - Tribune
878,878,"Krawczeniuk, Borys","Oct 28, 2012",News,1923,"""This was a manufactured event. Again, it just shows that they don't deal with issues directly. Here's a situation where they've kicked the can down the road,"" he said. ""Now you've got this so-called fiscal cliff and it didn't have to be this way."" ""I believe there's a consensus that all of the departments can find and eliminate any kind of waste or duplicative waste or just run more efficiently,"" he said. ""We need to rebuild our (military) forces (because) we had a decade of wars and the world is no safer than it was. I believe we need to make sure that we're prepared and that we're not breaking the backs of our soldiers and we're providing (them) with equipment and what the Department of Defense needs."" ""He did that to force the hand of the Republican Congress,"" [Laureen Cummings] said. ""You don't try to force the hand, you try to work together, which he's always saying he does, but obviously he doesn't know the definition of the word compromise.""",Congressional Candidates Say Automatic Budget Cuts Must Be Thwarted,Citizens' Voice
879,879,"KRAWCZENIUK, BORYS","Nov 25, 2011",News,238,"""We're waiting for confirmation from them,"" he said. ""They have not confirmed anything."" Clinton won the Pennsylvania primary, easily defeating [Barack Obama] statewide and clobbering him by a 3 to 1 margin in Lackawanna County. Obama won the presidency, but has not been back to the city itself since the primary.",Obama Headed For Scranton High,Republican & Herald
880,880,,"Mar 4, 2012",Opinion,205,State contributions of about $500 million a year to the state-related schools are used primarily to help reduce tuition for in-state students - money invested in human capital for economic development.,Pa. Needs A Bit Of 'snob' Appeal,The Daily Review
881,881,,"Jan 6, 2012",Opinion,726,"One of these reforms was the nationalization of Iran's oil industry. During the 1930s and 1940s Great Britain controlled Iran's oil industry and took most of the profit. Naturally Great Britain got upset with this move. It approached President Harry Truman with a plan to overthrow Iran's democratically elected government. President Truman refused. When Mr. [Dwight Eisenhower] was elected in 1952, Great Britain tried again. This time President Eisenhower agreed. He authorized the CIA to embark on one of its first covert operations against a foreign government. In 1953 the CIA and British intelligence orchestrated a coup that toppled the democratically elected government of Iran. Great Britain and the United States got control of Iran's oil industry and the Iranian people got 26 years of repressive rule from the shah of Iran.",Letters To The Editor - 1/7/2012,The Times - Tribune
882,882,,"Sep 16, 2012",News,894,"Numerous examples exist of damaging conventions in each party. For Democrats the most recent, if not most egregious, bad convention was the 1968 edition held in Chicago. There, the party, amidst rioting in the streets, fist fights on the convention floor and acrimonious debate among delegates, nominated a fatally damaged candidate (Hubert Humphrey) who went on to lose to Richard Nixon in November. Democrats staged an encore convention four years later in 1972 when a badly divided, poorly managed party nominated George McGovern. He eventually lost by one of the most lopsided tallies in modern times. The first dates back to 1860 when Democrats met for their Charleston convention, only to adjourn in deadlock unable to nominate a candidate. This contentious convention led to a split of the party into northern and southern wings, each of which eventually nominated different candidates at later conventions. Most historians believe the Democrats' schism contributed significantly to the outbreak of the Civil War. It also guaranteed the election of Republican Abraham Lincoln. Perhaps the most famous example of a party convention gone awry occurred in 1912. This time it was Republicans battling the forces of party discord. A raging battle between incumbent William Howard Taft and former president Teddy Roosevelt ripped the GOP apart at their Chicago convention. The Taft forces eventually renominated their candidate, but the outraged Roosevelt bolted the convention with his supporters to run as a third party candidate. The Republican split led to Democrat Woodrow Wilson's victory in the only election in American history in which an incumbent president came in third.",Madonna,Citizens' Voice
883,883,"Hong, Christopher","Sep 7, 2012",News,248,"[Pat Toomey]'s bill would create an online search tool that pairs veterans' military skills with jobs posted in a database. The experimental program would be available at the Labor Department's One-Stop Centers for a year. When reporters asked if Pennsylvania, which has voted Democrat in the last five elections, was a lock for President Barack Obama, Toomey warned not to count out Republican presidential nominee Mitt Romney's chances.",Toomey: Bill Helps Veterans Find Jobs,Standard - Speaker
884,884,"Falchek, David","Mar 13, 2012",News,455,"On Tuesday, the U.S. Secretary of Agriculture Thomas Vilsack spoke with a Times Shamrock reporter about fuel prices, the administration's ""all of the above"" energy policy and the impact of energy prices on agriculture. ""This is not a circumstance where we set oil prices,"" Vilsack said. ""We have a worldwide pricing system for oil. Nations compete for that oil."" - Milk pricing. The current regulated milk pricing mechanism permits too many peaks and valleys in pricing for diary farmers, Vilsack said. He said the bill before Congress, ""Dairy Security Act of 2011,"" introduced by Rep. Collin Peterson, D-Minn., offers a ""solid starting point in the conversation.""",Ag Secretary: Many Factors Determine Gas Prices,Standard - Speaker
885,885,"Galski, Sam","Mar 03, 2011",News,598,"""A week after President (Barack) Obama called on Congress to work together, (former House speaker Nancy) Pelosi's gang attacked [Lou Barletta] for trying to fix the budget mess Nancy Pelosi created,"" the Crossroads ad said. ""We stand with Lou Barletta, not Nancy Pelosi's politics of spend and smear."" Barletta spokeswoman Megan Sweeney called the DCCC ad campaign ""misleading,"" and pledged that Barletta will continue to ""cut government spending, grow our economy and keep our taxes low."" ""After taking more than $30,000 from oil and gas companies (during the last election) Congressman Lou Barletta voted to block the enforcement of a vital mercury pollution law,"" the ad said. ""They buried it in a spending bill and passed it in the middle of the night. Congressman Barletta should stop playing politics with our kids' health and start looking out for Pennsylvania families.""",Dems Make Barletta An Early Target,Standard - Speaker
886,886,,"Sep 15, 2012",Opinion,953,"Editor: The Federal Communications Commission's plan to subsidize rural broadband through the Universal Service Fund is great news for Pennsylvanians who still lack an on-ramp to the information superhighway (""FCC now offering rural aid for Web,"" Sept. 2). And that's not the only good news. The party that promotes smaller government will decide who lives and who dies. They have made themselves the real ""death panel."" I don't care if they want to play God with their lives, but don't infringe on Americans' right to make their own personal choices. Editor: In his Sept. 4 letter Stephen George Bettum makes reference to the biblical passage that tells each person to be his brother's keeper. Mr. Bettum appears to be saying that the Bible actually commands the government to be its brother's keeper.",Letters To The Editor - 9/15/2012,The Times - Tribune
887,887,"Orlando, Anthony W","Aug 31, 2011",News,667,"The [Barack Obama] administration can't pretend that it doesn't know this fact. In 2004, the Pentagon concluded that ""American direct involvement in the Muslim World has paradoxically elevated the stature of and support for radical Islamists, while diminishing support for the United States to single-digits in some Arab societies. Muslims do not 'hate our freedom,' but rather, they hate our policies. [In] the eyes of the Muslim world, American occupation of Afghanistan and Iraq has not led to democracy there, but only more chaos and suffering."" Firsthand accounts confirm these conclusions. British journalist Johann Hari interviewed former Islamic militants who had since rejected jihad. He probed them, in independent interviews, about what made them join the cause in the first place. ""Every one of them said the Bush administration's response to 9/11-from Guantanamo to Iraq-made jihadism seem more like an accurate description of the world."" One of them put it this way: ""You'd see Bush on the television building torture camps and bombing Muslims and you think-anything is justified to stop this. What are we meant to do, just stand still and let him cut our throats?""",Afghanistan: A Recipe For More Terrorism,Standard - Speaker
888,888,,"Aug 3, 2012",Opinion,596,"I cringe seeing Mitt Romney as a serious presidential candidate who's offering us the Bush agenda on steroids - tax giveaways to the wealthy, tax increases for the working class, abolishing Medicare and eliminating basic efforts to rein in the out-of-control financial sector. After Romney's overseas trip, it looks like the world is cringing at his shocking inability to engage in diplomacy with our allies. Romney says Israel is better off economically than the Palestinians because of their culture. It's more factual to say it's because Israel leeches off the US and uses our military and economic aid to steal more and more land, force the Palestinians into concentration camps and brutally oppress them.","Sound Off: Friday August 3, 2012",The News - Item
889,889,Anonymous,"Jan 01, 2011",News,265,"Congress already has reauthorized some of the targeted tax cuts that actually constituted about half of the $787 billion stimulus package, separately from the ""Bush-era"" tax cuts that recently were extended by the lame-duck Congress.",Renewal Of Bond Program Key To Job Creation,Citizens' Voice
890,890,,"Feb 2, 2012",Opinion,492,"TransCanada's vice president told CNN that the 20,000 jobs were temporary and mostly Canadian, and that merely ""hundreds"" of permanent U.S. positions might be created. [...] estimates from the US State Department state that permanent US jobs would be between 500 and 6,000.","Letter To The Editor, Feb. 3, 2012",The Daily Review
891,891,"KRAWCZENIUK, BORYS","Jul 21, 2011",News,597,"""It's a big discussion about what gets cut, when it gets cut, how quickly we get there,"" [Pat Toomey] said. ""But I just think we can't continue with business as usual."" ""It will at least give the American people and markets a?[broken bar] the confidence that we pay our bills,"" [Bob Casey] said. ""But what that will also mean is we've got a heck of a lot of work after that to complete work on deficit reduction."" White House Communications Director Dan Pfeiffer has described the Republican ""cut, cap and balance"" plan as ""extreme, radical and unprecedented.""",GOP Reps Blast Obama On Debt Limit,Standard - Speaker
892,892,"RANDOM, RODERICK","Jan 6, 2012",Opinion,816,"A while back, Mr. [Chris Carney] told us he might try another run against Mr. [Tom Marino], but said he also hasn't ruled out actually running against 11th Congressional District Rep. Lou Barletta, the former Hazleton mayor. With Wyoming County moving into the 11th District, Mr. Carney's Dimock Twp. home isn't that far from the 11th now. For Mr. Carney, it's either run in the 10th, a district he already lost to the incumbent, one that will be more Republican next year because of the recent redistricting, or run in the 11th, a district he doesn't live in, one that also will be more Republican and one with a well-known incumbent, Mr. Barletta. Keep in mind, Mr. Barletta pounded a longtime Democratic incumbent, Mr. [Paul Kanjorski], in a 2-to-1 Democratic 11th. The only other announced contender for Mr. Barletta's seat right now is attorney Bill Vinsko, an assistant city solicitor, whose Wilkes-Barre home is in Mr. [Tim Holden]'s district.","Politically, Unseasonably Cool",The Times - Tribune
893,893,"KRAWCZENIUK, BORYS","Jan 25, 2012",News,600,"""I think the voters are looking for an alternative,"" said G. Terry Madonna, Ph.D., director of the poll. ""I don't know that they've found one yet."" ""It has improved slightly, not dramatically. The president is now in a position where he can win the state or he could lose the state. He's in that kind of middle ground where he's done better, he leads in the polls, but there's still nagging problems that the voters have."" ""This state looks like it's going to be close, even though he has a big lead right now, that's the nature of what's going on"" with the Republican presidential candidates regularly ""chewing each other up,"" Dr. Madonna said.",New Poll Shows Mixed Results For Obama,The Times - Tribune
894,894,"KRAWCZENIUK, BORYS","Aug 31, 2011",News,581,"""That's a meteoric rise from kind of a generic thing about concern about the economy to specific about the fact that people are concerned about employment,"" he said. ""Now people are beginning to feel it at home, concern about jobs, concern about finances ... What matters most is what people cite in their personal lives, their fears."" [Barack Obama] is in the ""danger area"" largely ""because of the failure of the economy to recover,"" he said. ""I still think the presidential race in our state is very unsettled,"" [G. Terry Madonna, Ph.D.] said. ""I don't think people have taken a tough, hard look at it yet and that will come.""",Pennsylvanians Down On Political Leaders,The News - Item
895,895,Anonymous,"Mar 05, 2011",News,654,"Pottsville: Jim Clark recently addressed the Pottsville Kiwanis Club, focusing on a Presidents Day theme, ""My Favorite Presidential Places."" He began, according to the Kiwanis Bulletin, by ""rattling off"" all of the American presidents from George Washington to Barack Obama from memory and showed photos of the many presidential places he has visited. Finally, he challenged the attendees' knowledge by asking a multiple-choice question which, if correctly answered, would bring a reward of a $1 bill or a Abraham Lincoln Dollar coin. ""Fortunately,"" according to the bulletin, ""those in attendance all demonstrated their amazing presidential knowledge by answering at least one question correctly and winning a prize."" Attorney Glenn T. Roth Jr., who provided the bulletin, said he's sure ""the fact that the answer to each question was C had nothing to do with our success rate."" The club's sale of ""Skook"" and ""Coal Region Pride"" T-shirts will run through Tuesday, when all orders will be due. Shirts will be available at the club's March 15 meeting. Questions should be directed to Martina Stevenosky at 621-7200.",Around The Region,Republican & Herald
896,896,"Galski, Sam","Jul 2, 2012",News,478,"At a Monday afternoon press conference in his hometown Hazleton, [Lou Barletta] criticized the [Obama] administration and Department of Homeland Security Secretary Janet Napolitano for improperly using ""prosecutorial discretion"" in granting indefinitely renewable two-year work permits to illegal immigrants. Barletta said the development effectively grants ""de facto amnesty"" to as many as 1.4 million illegal immigrants and has asked leaders of the House Homeland Security and Judiciary committees to hold investigative hearings on the Obama Administration's ability to use prosecutorial discretion when deciding not to deport illegals. ""By using prosecutorial discretion, the president is actually ordering federal immigration officers to break the law by not enforcing the law,"" Barletta said. ""The 1996 law is very specific that federal immigration officials must enforce the immigration laws and it is not their discretion whether they can or cannot.""",Barletta Calls For Hearings On 'de Facto Amnesty',Standard - Speaker
897,897,,"Oct 12, 2012",Opinion,428,"Regarding the TV industry: We purchased a TV set, pay monthly cable fees and for every 10 minutes of programming we tolerate three or four prolonged, hideous, consecutive commercials and station identification. I'm in health care. Elderly people have numerous impairments and need help to manage the remote or suffer the blasting volume. This becomes so tiring that they call in and say please turn off the TV. I'm tired of the noise. Greed supersedes human decency again and again. Who is responsible for these slum landlords coming into this town and renting out properties? They don't know where the people are from or how many people are living in the house. People are afraid to go to bed at night. This town was never like this. I think they should step on the slum landlords and start arresting them for all this trouble that's being caused.","Thunder/Enlightning, Oct. 12, 2012",Republican & Herald
898,898,"KRAWCZENIUK, BORYS","Oct 14, 2011",News,628,"""I'm the first to admit I've lived the American dream, but I'm concerned that that dream won't be there for them if we don't get this government out of our economy in the way they've gotten accustomed in the last several years,"" Mr. [Steve Welch], 35, of Charlestown Twp., said in an interview. ""I grew up with my wife; she's my best friend. I'm pretty sure we disagreed at least 5 percent of the time,"" Mr. Welch said. ""How does anybody vote with somebody 98 percent of the time? It's clear that he is an institutionalized politician that is voting on party lines, that is not thinking for himself and is not thinking about how Pennsylvania is. He's worrying about politics."" He criticized Mr. [Bob Casey] for supporting the Wall Street and automobile industry bailouts, the president's economic stimulus package, the nation's huge deficits and ""massive job-killing regulations.""","Welch, Kelly Plan To Challenge Casey",The Times - Tribune
899,899,,"Oct 7, 2012",News,209,"Also on Monday, [Jill Biden] will attend another Obama-Biden canvass kickoff event at a campaign field office in Harrisburg, followed by an event in Allentown where she will thank supporters for canvassing for the Obama-Biden campaign, according to the release.",More Details Released On Jill Biden Visits,Citizens' Voice
900,900,"Light, Mia","Apr 09, 2011",News,877,"""The government is saying, 'We're giving you $2.72 for every free lunch, so paying students should pay the same amount,'"" [Francine Holley] said. Weatherly's elementary school has a water fountain in the cafeteria, which will satisfy the requirement, Holley said. In the high school cafeteria, where there is no water fountain, Holley said a portable water cooler with a supply of drinking cups would satisfy the new law. ""The changes they're making, from a nutritional standpoint, it's a good thing,"" Holley said. ""Parents will just have to understand it's not coming from the school district or the food service. It's coming from the federal government and the district is required to do that.""",Changes Coming To School Lunches,Standard - Speaker
901,901,"G Terry Madonna; Young, Michael L","Jun 26, 2011",Opinion,792,"Let's put it this way. If one were to construct a list of the 10,000 or so most eligible, most likely, and most promising people to run for president, [Rick Santorum] wouldn't be on it. It's very unlikely Santorum could even win statewide office in Pennsylvania again, maybe not even a congressional seat. It's possible his time might come around again. Few, however, believe that time is now. Maybe instead, Santorum is actually running for vice president. There are some pretty compelling reasons to suspect that's so. First of all, Rick Santorum is no dummy. Yes, he says and sometimes does dumb things. But he is one of the shrewdest, most tenacious and ambitious politicians of his generation. He may tilt at the odd windmill once in a while, but he's always known it's really a windmill. Except Santorum will be there to make sure that won't happen. Most social conservatives like him or at least tolerate him well. He's a true believer, strong on the hot button social issues, and the perfect balance to a ticket likely to need a lot of balancing. True, there are other social conservatives who could do the job beside Santorum. But Palin isn't going to run for vice president again, and Michelle Bachmann seems unlikely to give up her base to be second banana to a Romney, [Pawlenty], or Huntsman.",Santorum For Vice President? Stranger Things Have Happened,The News - Item
902,902,"KRAWCZENIUK, BORYS","Jul 29, 2011",News,677,"""Today is day one of changing the way Washington works. Today is day one of changing the culture of Washington,"" Mr. [Lou Barletta] said in a statement. ""This is the beginning of changing America's broken system. No more budget gimmicks. Today, I voted for a plan with real solutions that restores spending discipline to Washington."" ""The bill I voted for Friday is a realistic approach to our fiscal crisis because it imposes spending controls on politicians in Washington,"" he said. ""The American people have had enough. They've had enough of the bickering. They've had enough of the games. And they've had enough of the empty promises. Today, we put people before politics and voted for a responsible plan that will restore some common sense and peace of mind for the American people."" ""While the Budget Control Act has shortcomings, it certainly warrants debate. I therefore am extremely disappointed that the other side of the aisle refused to even consider the measure and have an open debate, and instead, killed the bill immediately upon its reaching the Senate,"" Mr. [Pat Toomey] said. ""It is long past time for this administration and Sen. [Harry Reid] to stop avoiding making the tough choices and start putting our government on a path toward a balanced budget.""",Area's Republican Congressmen Vote For House GOP Plan,The Times - Tribune
903,903,"Wellock, Bill","May 9, 2012",News,421,"""It's very exciting,"" [John Dawe] said from his Public Square office soon after the president's address. ""As the leader of the nation, the president is setting an example and direction for the marriage equality movement. I think the president's coming to publicly support civil marriage equality comes out of the realization that the struggles, triumphs, and ups and downs of LGBT couples are the same as those who currently enjoy the rights of marriage."" ""It's not that I want to run out tomorrow and get married, but I want the same rights for my partner should something happen to me,"" [Beth Hartman] said. ""That's basically what it all comes down to. It's not that people want to get married - "" that is, want the title of ""married"" - ""it's that we want the same rights,"" she said.",Region's Gay Rights Advocates Celebrate President's Support,Standard - Speaker
904,904,,"Oct 2, 2012",Opinion,382,"When Sen. John Kerry was a candidate for president, a Catholic priest from the Midwest said any Catholic who votes for Sen. Kerry should go to confession afterward for they have sinned. Kerry was and still is pro-abortion. The same reasoning would apply in spades to any Catholic who votes for Barack Obama, since Obama is pro-abortion, pro-gay marriage and has attacked the Catholic Church itself by forcing it to provide contraception services against their conscientious objections. There are over 60 million Catholics in America and, if there are enough Catholics, they will stand with their church and vote against Obama.","Thunder/Enlightning, Oct. 2, 2012",Republican & Herald
905,905,"MROZINSKI, JOSH","Apr 5, 2012",News,722,"Surrounded by trucks that service the natural gas industry and other vehicles that hid a makeshift stage from drivers traveling on nearby state Route 92, people stood and chatted in a parking lot as they waited for Romney to appear.","For Romney Supporters, Former Governor Best Chance To Beat Obama",The Daily Review
906,906,,"Jan 15, 2012",News,204,"[Obama] would begin by consolidating the Small Business Administration, the Office of the United States Trade Representative, the Export-Import Bank, the Overseas Private Investment Corporation and the Trade and Development Agency. Doing so would save $3 billion over 10 years while eliminating 2,000 positions by attrition. Better yet from the perspective of pro-business Republicans, it would eliminate redundancy and red tape for private enterprise.",Consolidation Will Lead To Savings,Citizens' Voice
907,907,,"Oct 8, 2012",Opinion,975,"Editor: Secretary of Veterans Affairs Eric K. Shinseki should order a stand-down for all employees of the Wilkes-Barre VA Medical Center to remind them that the VA exists for veterans and not for the employees. Persistent recitation of the mantra ""patient-centric"" will not change their behavior. The Times-Tribune's accounts of the lawsuit Sgt. Stanley Laskowski filed against the Wilkes-Barre VA Medical Center and the letter to the editor by Eugene W. Long (Oct. 3) clearly demonstrate the need. Sgt. Laskowski had the guts to stand up to the VA bureaucracy and according to Mr. Long's letter he was blamed for what happened to him by a team of VA lawyers at the trial. What message does that send to the rest of us veterans, especially the ones who are now old and forgotten?",Letters To The Editor - 10/8/2012,The Times - Tribune
908,908,,"Sep 6, 2012",News,402,"Cinemark 20 and XD, Moosic: Celeste and Jesse Forever (R): 12:45, 3:25, 7:20, 9:40; Lawless (R): 12:05, 2:35, 5:10, 7:45, 10:20; The Avengers (PG-13): 12:15, 6:35; in 3D: 3:25, 10:10; Oogieloves in the Big Balloon Adventure (G): 12:30, 2:40, 4:50; The Possession (PG-13): 1:50, 4:10, 6:30, 8:50; in XD: 12:40, 3:05, 5:20, 7:40, 10; 2016: Obama's America (PG): 12:10, 2:30, 4:45, 7, 9:15; The Apparition (PG-13): 1:25, 3:35, 5:45, 7:55, 10:05; The Bourne Legacy (PG-13): 12:20, 3:20, 6:25, 9:30; Brave (PG): 11:45 a.m., 4:55, 9:45; in 3D: 2:20, 7:15; The Campaign (R): 12:40, 2:50, 5, 7:10, 9:20; The Dark Knight Rises (PG-13): 11:40 a.m., 3:15, 6:45, 10:15; The Expendables 2 (R): 12:55, 3:30, 5:55, 8:40; Hit and Run (R): 12:35, 3, 5:25, 7:50, 10:15; Hope Springs (PG-13): 2, 4:35, 7:05, 9:35; Ice Age: Continental Drift...",Movie Times,The Times - Tribune
909,909,Staff; Wire Reports,"Aug 12, 2012",News,276,"""Quite simply, President [Obama] has failed,"" [Rob Gleason] added. ""He promised his massive $831 billion stimulus would create millions of jobs and bring unemployment down to around 5.5 percent by today. Most staggering of all, the real unemployment is 15 percent. That is this President's legacy and the reason Pennsylvanians are going to vote for the [Romney-Ryan] ticket.""","State, County GOP Chairs Laud Choice",The News - Item
910,910,"Haggerty, James","Jun 21, 2011",News,349,"The Business Roundtable, an association of chief executives based in Washington, D.C., cites data from the Obama administration indicating the approval of a trade pact with South Korea would increase U.S. exports by $11 billion annually and support 70,000 new jobs nationally. South Korea is the nation's seventh-largest trading partner. ""If you expand exports, it creates growth in the economy,"" Mr. [Lawrence Meyer] said, citing Mr. Obama's goal of doubling exports by 2015.","Free Trade Could Improve Job Outlook, Group Says",The Times - Tribune
911,911,"KRAWCZENIUK, BORYS","Jan 19, 2012",News,1629,"""I'm going to tell you there wasn't anybody that I talked to, Democrat or Republican, that when I explained (the bill), they didn't think this was a great idea,"" said [Lou Barletta], R-11, Hazleton. ""When I talk about the fact that we gave Pakistan $215 million for flood disaster relief, zero interest, no payback, but yet we're going to charge Americans 6 percent interest? How is that fair?"" ""I still, in my (Washington) office, have the pictures of the homes and the total destruction and watching people take their life's memories out to the sidewalk and dump them. Photos of their children, standing there while senior citizens told me they just can't do it any more, they don't even want to go back in their home again,"" Barletta said. ""I never thought I was going to be a flood congressman, but this was the turn that it took."" ""And that's where the system is broken,"" Barletta said. ""In a perfect world, if you and I were trying to negotiate on something, that's exactly what we would do. If I gave you something and said, 'Take a look at this' and you don't like it, well, then change it, amend it, send me something back, give me another opportunity to find the common ground where we could pass something. But if you're going to take it and throw it in a drawer, we're not going to get anywhere.""",Barletta Describes Frustrating First Year,The News - Item
912,912,,"Jan 7, 2012",Opinion,778,"The Houdini honor: What pocket(s) did the MF Global $1.2 billion disappear into? ""I simply do not know where all the money is,"" Jon Corzine, the former Democratic New Jersey governor who led MF Global into bankruptcy, told Congress. Al DiLascia adds that Corzine gave the New Jersey economy 40 whacks. When he saw how well he had done, Corzine gave MF Global 41. Corzine did apologize, explaining he had spent so much time in Congress and as New Jersey governor that he bankrupted the business out of habit. For losing so much money, Corzine was awarded a lifetime pass to the Senate's dining room. Charlatan medal: If Wall Street is really as evil as Obama says it is, Obama should not only refund, but refuse, any campaign funds from financiers, provided Wall Street is dumb enough to keep giving. If not, the ""H"" in Barack H. Obama not only means Hussein, but hypocrite.",Iranian Hiker Earns Top Left-wing Behavior Award,The News - Item
913,913,Anonymous,"Jan 26, 2011",News,211,"They say regulations need to be in place ""to address the full range of risks stemming from natural gas exploration, production and distribution."" Besides regulations, the groups state there need to be adequate resources for oversight and enforcement. The groups state that ""in certain places, drilling will never be appropriate,"" and ask for protection for natural resources including drinking water and wildlife habitat.",Groups Appeal To Obama On Natural Gas Drilling,Citizens' Voice
914,914,"KRAWCZENIUK, BORYS","Jan 28, 2011",News,353,"Mr. [Bob Casey], a committee member since he took office in January 2007, retains his other committee posts. He is chairman of the Near Eastern and South and Central Asian Affairs Subcommittee on Foreign Relations. He also is a member of the Agriculture, Nutrition and Forestry Committee, the Health, Education, Labor and Pensions Committee and the Special Committee on Aging. Mr. [Pat Toomey] also was appointed to the banking; budget; and commerce, science and transportation committees. Mr. Toomey, who has a financial background, was on the House Banking Committee when he was the Allentown area's representative and said that would allow him to ""hit the ground running.""",Casey To Chair Congressional Economic Panel,The Times - Tribune
915,915,,"Mar 4, 2012",Opinion,895,"Rather, if it became law employers would be allowed to deny virtually any health service. They could object to medical care for inmates because they don't deserve it, prenatal care for single mothers because they should have known better than to allow themselves to become pregnant, coverage of HIV/AIDS screenings, screenings for diabetes, obesity programs and mental health treatment because they believe that they are the result of unhealthy habits, substance-abuse counseling because addicts should just say ""no,"" vaccinations because they think they cause autism, smoking cessation programs because they themselves smoke, heart surgery because it interferes with God's will, any medical care that addresses women's needs, and treatments that hit their bottom line. I am getting the feeling that his hiring smells of this area's ""It's not what you know, but who you know"" mentality. Mr. [Joseph Refice]'s fraudulent history is an insult to all of us who have worked so hard to accomplish our goals. I have been under-employed for almost two years and his actions do not motivate me to seek employment. I seriously question if an employer, especially those who operate with public funding, possess a policy of verifying an applicant's credentials.",Letters To The Editor 3/5/2012,The Times - Tribune
916,916,Anonymous,"Jan 01, 2011",Opinion,757,"Foremost political booby prize: The Green Party, which was sabotaged by Chicago's political machine when their governor candidate's last name Whitney was misspelled as ""Whitey"" on ballots sent to black voting districts. President Obama had to be alarmed initially. Could you imagine if ""Whitey"" carried Southside Chicago? Don't think Hillary Clinton wasn't zeroed in. The nothing quite compares to medal: As we manifest into the malaise that notoriously colored Jimmy Carter's one term as president, you have Jimmuh telling Leslie Stahl on ""60 Minutes"" that he had a successful administration, and only hopes that Barack Obama has an equally successful one. Worst prediction of the year nominees: ""We are going to maintain our majority."" That was former majority leader of the U.S. House of Representatives Steny Hoyer's call in May. Then there was former House Speaker Nancy Pelosi pontificating that, ""With the early returns and the overwhelming number of Democrats who are coming out, we're on pace to maintain the majority in the House of Representatives."" All you need to be a winner in picking the upcoming winner of college football's national championship is find out who this dynamic duo likes in the game and bet on the other team.",2010 Rearview Awards,The News - Item
917,917,"Brown, Rebekah","Oct 22, 2012",News,336,"""I feel very blessed to be in a position where I am called in to pump people up,"" he said. ""I met people from ages 13 to ages 60 plus in the room. It just inspires me."" ""They're really just determined by who does not come out and vote,"" he said, adding that in a swing state like Pennsylvania voter participation is key. ""If people would just listen to these simple issues and vote in their self-interests, the election wouldn't be as competitive as it is."" ""You can't let other people decide,"" Mr. [Patrick Joyce] said. ""You have to get out there and make that effort.""",Newark Mayor Cory Booker Encourages Voters At Obama For America Office In Scranton,The Times - Tribune
