,abstract,author,date,headline,section,source,word_count,id,candidate,rating
21715,"The Republican ticket will start campaigning together more often, which suggests that aides fear that Mitt Romney, on his own, is not generating enough attention and excitement.",RICHARD A. OPPEL Jr. and ASHLEY PARKER,9/26/2012,"A G.O.P. Reunion, With Plans for More Togetherness",U.S. / Politics,The New York Times,620,21715,Romney,0
6718," [...] it appeared more like Romney was playing Chutes and Ladders: [...] campaigning in Louisiana, Newt Gingrich, who has turned the trail into a round of Twister, gave an Etch A Sketch to a young girl in the audience and told her, ""You could now be a presidential candidate.""","Milbank, Dana",3/23/2012,A 'game-changing' Romney gaffe?,News,Chicago Tribune,775,6718,Romney,0
3667,The Republican party cannot let Romney's 'rolling calamity' of a campaign hide the fact it faces a deep crisis of identity and ideas,Matt Lewis,9/28/2012,A GOP running on empty,Comment is free,Guardian,1018,3667,Romney,0
20826,"Caucus column finds that William Laverack Jr, head of a private investment firm, is closely linked to a $250,000 contribution to a pro-Romney 'super PAC.' (M)0",MICHAEL LUO,2/3/2012,A Likely Name For a Mystery Donor,National Desk,The New York Times,534,20826,Romney,0
7816,"WASHINGTON Republican presidential candidate Mitt Romney has tapped business, religious, even family ties to build his fundraising network, a USA TODAY analysis shows.","Schouten, Fredreka; Gregory Korte USA TODAY",7/12/2012,A look at who's bankrolling Romney's bid,NEWS,USA Today,338,7816,Romney,0
7777," Last week's storm-shortened Republican National Convention in Tampa, Fla., visited by a similar media mob, produced no bounce in the polls for Mitt Romney.","Milbank, Dana",9/6/2012,A media love fest in Charlotte,News,Chicago Tribune,813,7777,Romney,0
3134,"Barack Obama's presidency may have been too timid, but let's not forget who's been responsible for the US's political gridlock",Gary Younge,11/4/2012,A Mitt Romney win would merely reward Republicans for bad behaviour,Comment is free,Guardian,1065,3134,Romney,0
2013," While unlimited donations from corporations are now legal under the Citizens United decision, making a contribution in the name of another person is still forbidden, and organizations whose main purpose is to influence elections must register with the FEC.",Anonymous,8/11/2011,A murky million for Romney,Editorial,Boston Globe,270,2013,Romney,0
13408," Perry's rise from Paint Creek, an isolated farming outpost on the plains of West Texas, was followed by a degree in animal science at Texas A&M, a state school with a strong military tradition, five years in the Air Force and a steady climb through state politics.","West, Paul",8/13/2011,A new dynamic joins GOP race; The entry of the Texas governor is likely to shake things up for front-runner Mitt Romney.,Main News; Part A; National Desk,Los Angeles Times,1246,13408,Romney,0
22010,"Mitt Romney, attending the Republican National Convention, will accept the presidential nomination from a party that is increasingly divided by factionalism since the emergence of the Tea Party three years ago; some old-guard Republican leaders worry that their party's turn toward contentious social issues, and its increasingly antigovernment stance, may be pushing it out of the political mainstream. Photos (M)",ADAM NAGOURNEY,8/26/2012,"A Party of Factions Gathers, Seeking Consensus",U.S. / Politics,The New York Times,1268,22010,Romney,0
20539,"""Rick Santorum's landslide defeat in the 2006 Pennsylvania Senate race, in part due to his strong support for the Iraq war and conservative family values, helped him establish his political persona;"" those values, passionate and polarizing on social and moral issues, hawkish on international policy, have allowed him to cast himself as the face of conservatism as he challenges Mitt Romney for the Republican presidential nomination. (Series: The Long Run)",KATHARINE Q. SEELYE,3/17/2012,A Passionate Persona Forged in a Brutal Defeat,National,The New York Times,2133,20539,Romney,0
789," Fears of a fraying safety net under Romney I FEAR that some will buy into how Mitt Romney explained away his comment that he's ""not concerned about the very poor"" - that, of course, he is looking out for the poor along with all Americans, and that his campaign's focus is on the struggling middle-income people.","Marston, Robert",2/11/2012,A POLITICAL GAP BETWEEN POOR AND MIDDLE CLASS,Letters,Boston Globe,435,789,Romney,0
7728," [...]you, Governor Romney, need Americans to evict the incumbent president before you bring your own agenda to the Oval Office. If you win re-election, you will need to work with business leaders and Republicans to promote job growth. Mr. Romney, your assaults on the president's economic performance would ring more authentic if voters were absorbing some vision of what a Romney White House would demand of Congress -- and of Americans.",,7/22/2012,A race to the bottom,News,Chicago Tribune,882,7728,Romney,0
22057,"Presumed Republican presidential contender Mitt Romney criticizes the Obama administration for spending $90 billion on green energy, yet some of the money was appropriated during the Bush administration and went to programs signed into law by Pres George W Bush. Photo (M)",MATTHEW WALD,8/22/2012,A Romney Attack Line Found Not So Clear-Cut,National Desk,The New York Times,916,22057,Romney,0
18418," [...]recently, studies have shown that Democrats are more willing to accept that climate change caused by human activity is occurring and Republicans more likely to reject it.","Banerjee, Neela",9/5/2012,"A Romney change on climate science; After party-pleasing remarks recently, he tacks to the center in an online debate.",Main News; Part A; National Desk,Los Angeles Times,548,18418,Romney,0
33661," [...]that, ""The 1981-82 recession was induced by restrictive monetary policy aimed at breaking the back of double-digit inflation and interest rates, which generated a housing and savings-and-loan crisis."" [...]the country's demographics are a powerful head wind.",Anonymous,6/14/2012,A Romney Recovery Won't Be Like the '80s,,The Wall Street Journal,355,33661,Romney,0
22440,"Mitt Romney said that as president, he would end a program that offers young immigrants deportation deferrals.",JULIA PRESTON,10/21/2012,A Romney Stance Causes Turmoil for Young Immigrants,U.S. / Politics,The New York Times,1204,22440,Romney,0
23136,"Mitt Romney, Rick Perry, and Karl Rove will spend millions on false television ads because they know that the American public strongly supports the President's plan that will finally ensure billionaires do not pay a lower tax rate than middle class families.",,10/5/2011,A Romney weak point: taxes,EDITORIAL-OPINION,Washington Post,362,23136,Romney,0
24558,"Mitt Romney, Rick Perry, and Karl Rove will spend millions on false television ads because they know that the American public strongly supports the President's plan that will finally ensure billionaires do not pay a lower tax rate than middle class families.",,10/5/2011,A Romney weak point: taxes,EDITORIAL-OPINION,Washington Post,362,24558,Romney,0
2395," According to the Council for Affordable Health Insurance, Massachusetts law mandates coverage for 47 specific benefits, including alcoholism treatment, contraceptives, hairpieces, in-vitro fertilization, chiropractic treatment, and speech therapy.","Jacoby, Jeff",3/9/2011,A RomneyCare fix for Romney,Opinion,Boston Globe,792,2395,Romney,0
21364,"Romney campaign pulls ads critical of Republican presidential rival Rick Santorum in Pennsylvania after Santorum’s three-year-old disabled daughter, Bella, is hospitalized; her medical struggles--and the public outpouring of sympathy for her--have the potential to complicate Romney's efforts to quickly end the Republican nominating fight.",TRIP GABRIEL and KATHARINE Q. SEELYE,4/10/2012,A Shift in Strategy in Pennsylvania for Romney,National,,1014,21364,Romney,0
21368,"Romney campaign pulls ads critical of Republican presidential rival Rick Santorum in Pennsylvania after Santorum's three-year-old disabled daughter, Bella, is hospitalized; her medical struggles--and the public outpouring of sympathy for her--have the potential to complicate Romney's efforts to quickly end the Republican nominating fight. Photos (M)","TRIP GABRIEL and KATHARINE Q. SEELYE; Trip Gabriel reported from New York, and Katharine Q. Seelye from Bedford, Pa",4/10/2012,A Shift in Strategy in Pennsylvania for Romney,National Desk,The New York Times,1014,21368,Romney,0
21784,"Floyd Norris High & Low Finance column observes that private equity’s use of carried interest to lower tax bills, though legal, has drawn criticism toward Mitt Romney; points out that another lesser-known method used by some firms, including Bain Capital, might not withstand an Internal Revenue Service challenge; notes it involves taxing management fees at lower capital gains rates.",FLOYD NORRIS,9/14/2012,A Tax Tactic That’s Open to Question,Business,The New York Times,1296,21784,Romney,0
30369,"Mitt Romney's tax returns will be fodder for the remainder of the GOP presidential primary campaign, and through the general election if he wins the nomination.",,1/27/2012,"A 'taxing' Situation, To Be Sure",Opinion,The Daily Review,227,30369,Romney,0
16201," On the last day before the South Carolina primary, the Republican presidential race turned into a duel Friday between Mitt Romney and Newt Gingrich, as conservative voters appeared to line up behind the former House speaker to try to defeat the former Massachusetts governor. Santorum, who billed his campaign as the ""Faith, Family and Freedom Tour,"" tells Christian conservatives he has been their ""point man,"" championing their values and suffering the scorn of liberals.","Hoeffel, John; Finnegan, Michael; Mehta, Seema",1/21/2012,A tight race in the South; Conservative voters are rallying behind Gingrich ahead of today's crucial Republican primary.,LATExtra; Part AA; National Desk,Los Angeles Times,1183,16201,Romney,0
22418,"Experts in economics and foreign policy caution that formally designating China as a currency manipulator, as Mitt Romney pledged again in the debate on Monday, may do more harm than good.",ANNIE LOWREY,10/23/2012,A Tight Rope on China’s Currency,U.S. / Politics,The New York Times,1004,22418,Romney,0
20776,"Rick Santorum's victories in Minnesota, Colorado and Missouri are his first breakout moments, but how much they will matter in the long run remains unclear; it is questionable whether he can eclipse immediate rival Newt Gingrich or pose a realistic threat to Mitt Romney, who remains better financed and better organized in other states. (M)",KATHARINE Q. SEELYE,2/8/2012,"A Turn in the Winner's Circle, With an Uncertain Effect on a Shifting Race",National Desk,The New York Times,633,20776,Romney,0
7012," Returns from 93 percent of the state's 1,774 precincts showed Santorum, a former Pennsylvania senator, and Romney, a former governor of Massachusetts, in a near dead heat, a fitting conclusion to a race as jumbled as any since Iowa gained the lead-off position in presidential campaigns four decades ago.",,1/4/2012,A TWO-MAN RACE,,Chicago Tribune,365,7012,Romney,0
13100," [...] a few weeks ago, the race for the Republican presidential nomination seemed wide open. [...] Romney's campaign strategy has been to remain above the Republican fray and focus instead on President Obama, as if the nomination were already in the bag.","McMANUS, DOYLE",8/28/2011,"A two-man Republican race?; Perry just started campaigning, but he's already ahead of Romney.",Main News; Part A; Editorial Desk,Los Angeles Times,869,13100,Romney,0
18971,"Romney’s 6,700-square-foot, six-bedroom estate sits on 2.2 acres and is valued at about $3.5 million. The surrounding land, also owned by the Romneys, is worth millions more.",By Kristen A. Lee AND Jonathan Lemire / NEW YORK DAILY NEWS,7/3/2012,"A Very Romney vacation: Mitt plus 30 family members unwind in N.H. 	 ",,New York Daily News,,18971,Romney,0
21434,"Mitt Romney's visit to London causes a diplomatic stir when he expresses concerns about Olympics planning, security and support, prompting a rebuff by Prime Minister David Cameron and attention from the news media; Romney's comments come on the first day of a highly anticipated trip expected to test his skills in foreign diplomacy, terrain on which he is not as comfortable as he is on economic issues. Photos (M)",ASHLEY PARKER; Helene Cooper contributed reporting from Washington,7/27/2012,A Visitor's Questions on Readiness for Games Prompt a Curt Response,National Desk,The New York Times,1043,21434,Romney,0
21467,"Caucus column; Mitt Romney's fundraising trip to England, Israel and Poland comes with potential risks and rewards, allowing him to compete with the international stature of the sitting president but opening him to criticisms concerning his foreign policy. Photo (M)",MICHAEL D. SHEAR,7/22/2012,"A Week Abroad, With Pitfalls and Payoffs",U.S. / Politics,The New York Times,636,21467,Romney,0
20915,Mitt Romney enters Florida's Republican primary wounded by his political collapse in South Carolina and facing a central challenge for his candidacy of how to regain the initiative after being forced into a defensive crouch. (M)a,MICHAEL D. SHEAR,1/23/2012,A Week of Challenges And Potential for Romney,National Desk,The New York Times,713,20915,Romney,0
6679," After every other conservative alternative to Mitt Romney crashed and burned (libertarian Ron Paul is in a category of his own), from the rubble emerges Rick Santorum. [...] Iowa is anomalous.",,1/9/2012,A worthy challenger,News,Chicago Tribune,739,6679,Romney,0
25380,"After every other conservative alternative to Mitt Romney crashed and burned (libertarian Ron Paul is in a category of his own), from the rubble emerges Rick Santorum. [...] Iowa is anomalous.","Krauthammer, Charles",1/6/2012,A worthy challenger,EDITORIAL-OPINION,Washington Post,755,25380,Romney,0
26190,"After every other conservative alternative to Mitt Romney crashed and burned (libertarian Ron Paul is in a category of his own), from the rubble emerges Rick Santorum. [...] Iowa is anomalous.","Krauthammer, Charles",1/6/2012,A worthy challenger,EDITORIAL-OPINION,Washington Post,755,26190,Romney,0
19425,Meet the donors who are funding a presidential election that's on track to cost nearly $2 billion,THE ASSOCIATED PRESS,10/19/2012, Money men: Who are the biggest donors to Mitt Romney's presidential campaign?,,New York Daily News,,19425,Romney,0
20519,"Botched comparison of Mitt Romney's public image to an Etch A Sketch is an uncharacteristic gaffe for Eric Fehrnstrom, whose longtime role as a chief adviser to Romney has been marked by precision and caution; misstep is particularly curious because Fehrnstrom has strongly opposed portrayals of Romney as a flip-flopper with no core principles. Photo (M)",MICHAEL D. SHEAR,3/22/2012,‘Etch A Sketch’ Remark a Rare Misstep for Romney Adviser,U.S. / Politics,The New York Times,851,20519,Romney,0
19046,GOP challenger Mitt Romney may wish he stayed home after another day of scathing criticism from the British press for a continuing series of gaffes that have marred what was supposed to be an credential-enhancing trip to England. ,By Kristen A. Lee / NEW YORK DAILY NEWS,7/27/2012,‘Party-Pooper’ Mitt Romney wakes up to scathing UK headlines as London trip continues to go astray,,New York Daily News,,19046,Romney,0
18566,Watch straightlaced GOP front-runner get down with 'Who let the dogs out?' and a grab bag of other hit-and-Mittisms in vid put together by a Democratic super-PAC,By Rheana Murray / NEW YORK DAILY NEWS,2/9/2012,‘S--t Mitt Says’ video compiles Romney’s most awkward moments ,,New York Daily News,,18566,Romney,0
22029,Caucus column; Denver television reporter Shaun Boyd says Mitt Romney's campaign demanded she not ask him in a brief interview about abortion or Rep Todd Akin. (M)/,BRIAN STELTER,8/24/2012,Abortion and Akin Off-Limits,National Desk,The New York Times,192,22029,Romney,0
1995," Mitt Romney, who has struggled to persuade some social conservatives that he is a committed opponent of abortion rights, could face a new headache from his home state's leading antiabortion group, which is launching a ballot campaign to repeal the universal health care law that he signed in 2006. Anne Fox, president of Massachusetts Citizens for Life, said yesterday that repealing the law is a ""prolife"" issue because the law could lead to what she said would be the rationing of prenatal care and other medical services.","Levenson, Michael",8/3/2011,Abortion foes target Romney's law,Metro,Boston Globe,891,1995,Romney,0
8333,President Obama's campaign will air a two-minute TV ad and six-minute Web video Wednesday to call attention to the downside of Mitt Romney's private-equity career: layoffs. Bain Capital sought elimination of the pension plan and termination of employee and retiree life insurance and health insurance.,"Wolf, Richard",5/15/2012,Ad attacks Romney's private-equity deals,NEWS,USA Today,486,8333,Romney,0
1715," The ad begins with footage of Mike Huckabee, the former Arkansas governor, who ran against Mitt Romney in the 2008 GOP presidential contest, talking into the camera. Romney's financial disclosure forms show he owned between $250,001 and $500,000 in the Federated Government Obligation Fund, which contained mutual fund notes of politically sensitive Fannie and Freddie.",,1/29/2012,AD WATCH Gingrich casts Romney as `dishonest',National,Boston Globe,551,1715,Romney,0
20897,"Text and assessment of advertisement released by the pro-Newt Gingrich super PAC and that will begin to start running in Florida, that tries to cast doubt on Republican presidential contender Mitt Romney's credibility as a political conservative. Photo (M)d",JEREMY W. PETERS,1/25/2012,Ad Watch: A Jab at Romney on Health Care,National Desk,The New York Times,318,20897,Romney,0
21085,"Caucus column; Newt Gingrich releases new television ad painting his rival Mitt Romney's economic plans as timid compared with his own; ad uses quotations critical of Romney from the Wall Street Journal and Forbes and goes further than any previous effort by Gingrich, who has been struggling to win over New Hampshire voters. Photo (M)",TRIP GABRIEL,1/6/2012,Advertising: Gingrich Takes a Harsher Tone,National Desk,The New York Times,471,21085,Romney,0
20901,Caucus column; Service Employees International Union begins running Spanish-language radio ad in Florida that seeks to turn the state's Hispanic voters against Republican presidential contender Mitt Romney by accusing him of being two-faced on immigration policy. (M),STEVEN GREENHOUSE,1/25/2012,Advertising: Union Seeks to Turn Hispanics Against Romney,National Desk,The New York Times,489,20901,Romney,0
7586," [...]this effort is reminiscent of then-President George W. Bush's ill-fated attempt in 2005 to nominate White House counsel Harriet Miers, his former personal lawyer, to a vacancy on the U.S. Supreme Court. [...]Romney's planning a 20 percent cut in personal income tax rates and other changes in the code that, in isolation, will reduce federal revenues by nearly $5 trillion.","Zorn, Eric",10/14/2012,Advice Gov. Quinn didn't ask for,News,Chicago Tribune,1099,7586,Romney,0
22212,"Top Mitt Romney adviser Dan Senor has become one of the key people shaping the candidate's increasingly hawkish views on the Middle East; Romney's comments on Israeli culture and on Israel's right to pre-emptively strike Iran's nuclear facilities, which enraged many Palestinians, were informed by Senor's writings. Photos (M)l",MICHAEL D. SHEAR; Michael Barbaro and Richard A. Oppel Jr. contributed reporting from New York,8/1/2012,Adviser Draws Attention to Romney Mideast Policy,U.S. / Politics,The New York Times,1026,22212,Romney,0
20506,"Ohio Art, the maker of the Etch A Sketch toy, trades at its highest stock price in eight years after an aide to Republican presidential candidate Mitt Romney referred to the toy in what was widely viewed as a gaffe. (M)h",FLOYD NORRIS,3/23/2012,"After a Gaffe, Etch A Sketch Enjoys a Lift In the Market",Business/Financial Desk,The New York Times,503,20506,Romney,0
19778,"""Mitt Romney has made his business experience a cornerstone of his 2012 presidential bid, but White House is already preparing less flattering portrayal;"" Obama campaign is expected to frame Romney's record as chief of private equity firm Bain Capital as evidence that he will pursue slash and burn economics, and that his business career thrived by enriching the elite at the expense of the working class.",MICHAEL BARBARO,11/13/2011,"After a Romney Deal, Profits and Then Layoffs",National,The New York Times,2751,19778,Romney,0
21317,Caucus column; Indiana Gov Mitch Daniels criticizes Mitt Romney in interview day after endorsing him for president. (M),ASHLEY PARKER,4/20/2012,"After an Endorsement, Some Pointed Advice",National Desk,The New York Times,249,21317,Romney,0
19666,"Republican presidential candidate Mitt Romney embraces Pres Obama's proposal for a one-year extension of the payroll tax cut, which he had derided weeks previously as a temporary fix. (M)",ASHLEY PARKER,12/6/2011,"After Faulting a Tax Cut, Romney Calls for Extension",National Desk,The New York Times,502,19666,Romney,0
2995,"In the wake of Romney's defeat, some GOP soul-searching is inevitable. But don't mistake a flawed candidate for a failed party",James Antle,11/7/2012,"After Romney's loss, Republicans need a rethink but not reinvention",Comment is free,Guardian,949,2995,Romney,0
20479,"Caucus column; Republican presidential candidate Mitt Romney's plans for a $12 million expansion of his San Diego oceanfront property, which include a split-level four-car garage with a 'car lift', come under fire from rival campaigns. Photo (M)",ASHLEY PARKER,3/28/2012,All Those Cars Need an Elevator,National Desk,The New York Times,439,20479,Romney,0
21295,"Republican Party leaders urge Mitt Romney to balance his attacks on Pres Obama with an optimistic conservatism that will inspire the party's base, appeal to independents and set out a governing agenda should he win. Photo (M)",MICHAEL BARBARO,4/26/2012,Allies Urge Romney to Shift to Positive Campaign,National Desk,The New York Times,1139,21295,Romney,0
6193," Florida observers say Gingrich's momentum from his Jan. 21 victory in South Carolina, coupled with his hardened positions on Cuba policy and conservative track record, can help him pull Latino voters from Romney, who started courting them long before other candidates.","Semuels, Alana; West, Paul; Mehta, Seema",1/26/2012,All-out fight for Florida Latino vote,News,Chicago Tribune,763,6193,Romney,0
6614, Perry started slashing away Monday at Romney's record as chief executive at Bain Capital but was more caustic Tuesday in condemning the firm's practice of making money in corporate takeover deals that sometimes triggered job losses.,"Finnegan, Michael",1/11/2012,"Alone in S.C., Perry lays into Romney over job losses",News,Chicago Tribune,375,6614,Romney,0
8116,"GOP agenda helps rich at expense of less fortunate In the Friday edition of USA TODAY, former Massachusetts governor Mitt Romney says he will cut money for family planning, the unbiased Corporation for Public Broadcasting and grants for workforce training, among other items (""How I'll tackle spending and debt,"" The Forum, Friday).",,11/9/2011,Also a view on raising taxes versus cutting wasteful spending,EDIT,USA Today,274,8116,Romney,0
4220,The Drudge Report's kite-flying about Condoleezza Rice as a VP pick was not much help to Romney after a bruising news cycle,Ana Marie Cox,7/14/2012,"AMC's week in review: Condi, Mitt and more",Comment is free,Guardian,1511,4220,Romney,0
4091,"Bogged down rebutting the Obama Super Pac's new Bain ad, Romney's campaign did about as well as his dressage horse did",Ana Marie Cox,8/10/2012,AMC's week in review: how Mitt Romney and Rafalca both lost,Comment is free,Guardian,1296,4091,Romney,0
4114,"Romney's app soars, then crashes, and Elizabeth Warren scores a choice spot for the convention. Here's what you missed",Ana Marie Cox,8/3/2012,AMC's week in review: the Mitt Romney tape-delayed edition,Comment is free,Guardian,1459,4114,Romney,0
4964,"If super-rich Mitt Romney wins the Republican nomination, the US can have a real debate on income disparity",Michael Cohen,1/22/2012,America has the opportunity to usher in radical new political era,Comment is free,Guardian,1415,4964,Romney,0
21768,"With an outbreak of finger-pointing signaling trouble in his campaign, Mitt Romney plans to say more clearly what he wants for the country, his aides said.",JIM RUTENBERG and JEFF ZELENY,9/17/2012,"Amid Discord, Romney Seeks to Sharpen Message",U.S. / Politics,The New York Times,1039,21768,Romney,0
575," Romney warned against candidates who are ""picking up the weapons of the left"" in their attack on him and said, ""If Republican leaders want to join this president in demonizing success and disparaging conservative values, then they're not going to be fit to be our nominee."" [...] when debate challenges and questions about releasing this income taxes revealed a political brittleness, there was only a thin reservoir of support upon which to draw.","Johnson, Glen",1/23/2012,An inevitable nomination suddenly looks less certain,National,Boston Globe,855,575,Romney,0
20990,"Caucus column; social issues that are important to southern Republicans were widely expected to be the centerpiece of the South Carolina primary, but Mitt Romney's opponents have put aside those issues in order to attack his tenure at Bain Capital. (M)a",MICHAEL D. SHEAR,1/16/2012,An Unexpected Focus Before the Next Primary,National Desk,The New York Times,758,20990,Romney,0
19627,"Participants in Republican presidential debate take opportunity to mock Mitt Romney for gaffe in which he proposed a $10,000 bet to Gov Rick Perry to settle a disagreement over health care; opponents seize on comment as proof that Romney's wealth has disconnected him from concerns of the average voter; debate is also marked by the absence of Newt Gingrich, in sign that he views his current position as strong, and sees no need to engage Romney. Photo (M)",JEFF ZELENY and ASHLEY PARKER,12/12/2011,"As Fellow Candidates Mock Romney's Offer to Bet, Gingrich Holds His Fire",National Desk,The New York Times,843,19627,Romney,0
5368," First lady Michelle Obama is coming home to Chicago on Tuesday for a campaign fundraiser, and while supporters will have the chance to take group photos with her at a campaign fundraiser, they won't come cheap.","Skiba, Katherine",10/19/2011,"$10,000 for a photo as first lady visits here",News,Chicago Tribune,269,5368,Obama,0
20717,"Federal Election Commission filings show that Pres Obama raised about $11.8 million for his re-election campaign during January, amid signs that overall fundraising by Obama and Democratic committees and 'super PACS' has fallen behind that of their Republican counterparts. (M)",NICHOLAS CONFESSORE and DEREK WILLIS,2/18/2012,$11.8 Million for Obama In January Fund-Raising,National Desk,The New York Times,590,20717,Obama,0
2199," A few years ago, he was involved in a bike accident that he says left him with post-concussion syndrome, which, in the cases of soldiers and professional football players, can lead to suicidal depression. The movie devotes a worrying chunk of time to clips of 1960s civil-rights protests and from Barack Obama's inauguration, under the heading of change.","Morris, Wesley",4/1/2011,"`I Am,' but what?",Living Arts,Boston Globe,625,2199,Obama,0
426," Last week I was sitting with Supreme Court Justice Stephen Breyer, a sitting Supreme Court justice! Q. How do you handle the caller who seems to be a little out of it? A. My firm position is that every caller has something to offer. Q. Are you surprised at how Obama's presidency has unfolded? A. We're a long way from those days when everybody had tears in their eyes.","Most, Doug",10/13/2011,"`On Point,' 10 years &amp; counting",Living Arts,Boston Globe,867,426,Obama,0
6359," The Obama administration is under siege over Fast and Furious, a federal sting operation that allowed firearms to go to Mexican drug traffickers and was linked to the slaying of a Border Patrol agent. John Moses Browning designed a staggering number of famous guns, including the lever-action Winchester repeating rifle, the Browning automatic rifle (BAR), used by the U.S. military in every major conflict from World War I to Vietnam, and the Colt .45.","Jacob, Mark",6/24/2012,10 things you might not know about,News,Chicago Tribune,996,6359,Obama,0
11910," The Energy Department approved two loan guarantees worth more than $1 billion for solar energy projects in Nevada and Arizona, two days before the expiration date of a program that has become a rallying cry for Republican critics of the Obama administration's green energy program.",Anonymous,9/29/2011,2 solar loans worth $1 billion approved; Energy Department OKs projects under a controversial program set to expire in 2 days.,Business; Part B; Business Desk,Los Angeles Times,525,11910,Obama,0
29563,"Foremost political booby prize: The Green Party, which was sabotaged by Chicago's political machine when their governor candidate's last name Whitney was misspelled as ""Whitey"" on ballots sent to black voting districts. President Obama had to be alarmed initially. Could you imagine if ""Whitey"" carried Southside Chicago? Don't think Hillary Clinton wasn't zeroed in. The nothing quite compares to medal: As we manifest into the malaise that notoriously colored Jimmy Carter's one term as president, you have Jimmuh telling Leslie Stahl on ""60 Minutes"" that he had a successful administration, and only hopes that Barack Obama has an equally successful one. Worst prediction of the year nominees: ""We are going to maintain our majority."" That was former majority leader of the U.S. House of Representatives Steny Hoyer's call in May. Then there was former House Speaker Nancy Pelosi pontificating that, ""With the early returns and the overwhelming number of Democrats who are coming out, we're on pace to maintain the majority in the House of Representatives."" All you need to be a winner in picking the upcoming winner of college football's national championship is find out who this dynamic duo likes in the game and bet on the other team.",Anonymous,1/1/2011,2010 Rearview Awards,Opinion,The News - Item,757,29563,Obama,0
6861," By summer, Democratic operatives and liberal New York Times columnists alike (a subtle distinction, I know) were decrying Republicans as ""hostage takers"" (Obama) and ""terrorists"" (Vice President Joe Biden) and the tea party as ""the Hezbollah faction"" of the GOP (NYT columnist Tom Friedman) with nary a peep of protest from the champions of civility.",,12/30/2011,2011 losers wore cloak of victory,News,Chicago Tribune,813,6861,Obama,0
31044," To all these questions, Mr. Obama's record answers yes: the Solyndra and Fisker subsidies; the Keystone XL pipeline postponement/cancellation; Dodd-Frank; the SEIU's Andy Stern as the top White House visitor; the growing government work force; the individual mandate; the nonstop rhetorical assaults on Wall Street; federal debt moving north of 100% of GDP; the ""balanced approach"" to deficit reduction; the perpetual deference to the United Nations. A cultural bias against ""savage Anglo-Saxon neoliberalism"" limits the political options for structural economic reform; routine labor strikes, politically entrenched civil services (38% of Belgians work for the state, doing Lord knows what), and other beneficiaries of public largess eliminate all remaining hope.","Stephens, Bret",1/3/2012,2012: A U.S. Referendum on Europe,,The Wall Street Journal,805,31044,Obama,0
27347,"  [...]2016"" is an attempt at character-assassination, though D'Souza's aim is beyond poor; he seems to be holding his rifle the wrong way around.","Guzman, Rafer",8/27/2012,'2016: Obama's America',EXPLORE LI,Newsday,370,27347,Obama,0
29358,"As President Obama's motorcade takes him from the airport to Scranton on Wednesday, on his trip to promote his jobs bill, it will pass the Scranton processing and distribution facility of the U.S. Postal Service. Congress also should figure into the equation the costs to businesses associated with closing regional processing and distribution centers like Scranton's. As noted at a recent public hearing by a local mass mailer, lost pre-sorting discounts available through the center will be very costly to an array of businesses that continue to rely on regular mail.",,11/25/2011,300 Jobs Ripe For President To Help Save,Opinion,The Times - Tribune,322,29358,Obama,0
21252,"Research suggests that for those in economically distressed regions with high proportions of white working-class residents, Pres Obama's mixed-race heritage can still be a powerful factor; in interviews with voters in Steubenville, Ohio, some people cited race, but the main quarrels voters have with Obama in this staunchly Democratic area include his opposition to the Keystone pipeline, and the economy. Photos (M)",SABRINA TAVERNISE; Jeff Zeleny contributed reporting from Washington,5/4/2012,"4 Years Later, Race Is Still Issue for Some Voters",National Desk,The New York Times,1421,21252,Obama,0
8313,"[...]record deficits, 47 million people on food stamps, unemployment hovering near 8%, high gas prices, Social Security in trouble and Medicare cuts because of ObamaCare are all issues that will need to be addressed by the next president.",,11/1/2012,401(k)s dispel some gloom,NEWS,USA Today,296,8313,Obama,0
24742,"According to his campaign's analysis of Federal Election Commission reports from the third quarter of this year, Paul has raised more money from active military personnel than all other GOP competitors combined, and even more than President Obama.\n","Gillespie, Nick",12/11/2011,5 Myths about Ron Paul,OUTLOOK,Washington Post,1178,24742,Obama,0
8448,"The law does little to restrain runaway medical costs -- the central dilemma in health care -- and the GOP has rightly pushed malpractice reform, which would help rein in excessive jury awards and the defensive medicine they engender. Rather than refighting old battles or trying to defund pieces of ObamaCare (the GOP fallback position to repeal), the better path is to improve the law that's in place and tackle the cost problem, which left unaddressed will drive family insurance premiums to $25,000 a year within a decade.",Anonymous,1/5/2011,5 questions for 112th Congress,NEWS,USA Today,1667,8448,Obama,0
27120,"  Obama's 2012 budget would actually add $8 billion to the projected deficit for that year because the bulk of the savings he would achieve through a freeze in many domestic programs would be devoted to increased spending in areas Obama considers priorities, such as education, clean energy and high-speed rail.","Crutsinger, Martin",2/15/2011,"A $3.73T budget of 'tough choices' Calls for reducing deficit through cuts, tax increases Republicans criticize president's efforts as timid",NEWS,Newsday,618,27120,Obama,0
461," Democrats, anxiously watching Obama's poll numbers crater, now have a ""plan"" they can take on the campaign trail; Republicans are happy to keep the conversation focused on the president's economic failures; and the presidential contenders have a window during which the press - and some voters - might actually read their 59-point economic plans.","Sununu, John E",9/12/2011,A $450 billion grab bag,Editorial,Boston Globe,777,461,Obama,0
