,author,date,word_count,abstract,headline,source
6089,Anonymous,"Jan 10, 2012",430," According to court papers, Mr. Baxam left the Army in July and had recently traveled to Kenya in the hopes of going to Somalia and joining al Shabaab.",U.S. Watch,The Wall Street Journal
6090,"Bravin, Jess","Dec 19, 2011",627," Speaking Sunday on the CBS's Face the Nation, the former House speaker said that Cooper v. Aaron, the high court's 1958 opinion ordering Arkansas to desegregate its public schools, had asserted by itself that the Supreme Court was supreme over the president and the Congress.",U.S. News: Gingrich vs. Courts Echoes South's Criticisms of 1950s Segregation Rulings,The Wall Street Journal
6091,"King, Neil","Dec 16, 2011",596," Gordon James, a veteran GOP campaign operative who is now in charge of advance planning for Mr. Gingrich, said the campaign intended to move staff from state to state as the nomination race moves along.",U.S. News: Romney's Machine Flexes Its Muscles,The Wall Street Journal
6092,"Radnofsky, Louise","Jan 21, 2012",320," The Obama administration on Friday moved ahead with plans to require most employer health insurance to cover birth control without copayments, but gave religious employers an extra year to make the change.",U.S. News: White House Keeps Rule on Birth Control,The Wall Street Journal
6093,Anonymous,"Feb 15, 2012",527," The shrewdest part of Speaker John Boehner's new payroll escape hatch is that it decouples the payroll holiday from other Democratic spending demands, which include another expansion of unemployment benefits and a patch to prevent Medicare payments to doctors from dropping by 27%.",Payroll Progress,The Wall Street Journal
6094,"Devlin, Barrett","Oct 7, 2011",914," [...] the white men who once dominated the ranks of active judges in Brooklyn federal court are now a minority. Mr. Schumer's efforts are mirrored by those of Mr. Obama, the first chief executive who hasn't picked mostly white men to be federal judges. Because judges serve for life, Mr. Schumer's influence on the courthouses will be felt for decades.","Over 12 Years, Schumer Tips Court Balance",The Wall Street Journal
6095,Anonymous,"Jan 24, 2012",885," Danny Yadron Sen. Paul's TSA Run-In Is Fodder for His Father Rep. Ron Paul got a handy vehicle for his presidential campaign's libertarian, antigovernment views Monday when his son, Sen. Rand Paul, had a run-in with airport-security officials in Nashville, Tenn.",Election 2012: Campaign Watch,The Wall Street Journal
6096,"Mukasey, Michael B","Oct 5, 2011",963," Instead he announced to the world, and to our enemies, that henceforth all interrogations carried out by anyone acting under the authority of the United States would be limited to the techniques set forth in the Army Field Manual, a handbook meant to be suitable to the most raw recruit acting in the field without supervision.",What Could We Have Learned From Awlaki?,The Wall Street Journal
6097,"Maltby, Emily; O'Connell, Vanessa; Bravin, Jess","Dec 5, 2011",1110," Mr. Ahlburg, who didn't return calls seeking comment, said in his affidavit he didn't need or want insurance because he was wealthy enough to pay for all medical expenses out of his own pocket.","U.S. News: Hurdle for Health-Law Suit --- Shop's Closing, Owner's Bankruptcy Complicate Argument Against Overhaul",The Wall Street Journal
6098,Anonymous,"Jan 26, 2012",968," [...] the Congressional Budget Office notes that the effective income tax rate of the richest 1% is about 29.5% when including all federal taxes such as the distribution of corporate taxes, or about twice the 15.1% paid by middle-class families.",The Buffett Ruse,The Wall Street Journal
6099,"O'Connor, Patrick; Eaton, Leslie","Feb 9, 2012",662," Republican presidential candidate Rick Santorum, fresh from Tuesday's three-state sweep, brushed aside questions about his campaign donations on Wednesday by offering a quip aimed at his well-funded rival, Mitt Romney.","Election 2012: A Bet on Message, Not Money --- Santorum Relies More on Conservative Positions Than Campaign Contributions",The Wall Street Journal
6100,"Curry, Ann","Mar 27, 2012",759," How do you say ""no"" to working overtime when your colleague is a former war veteran who is willing to say ""yes?"" About veterans whose skills have been honed in hostile environments, Harvard Business School historian Nancy Koehn notes that, ""Whether they're part of a factory floor team, whether they're part of an executive group trying to steer a company in a certain direction, cohesion, coherence, the ability to follow others and work with others toward a common goal is incredibly important in generating those widgets and the clothes and the computers and the smartphones of GDP.""",Corporate America's Military Opportunity,The Wall Street Journal
6101,Anonymous,"Feb 1, 2012",281,,Corrections &amp; Amplifications,The Wall Street Journal
6102,"Weisman, Jonathan; King, Neil; Belkin, Douglas","Dec 9, 2011",1141," Mr. Gingrich's campaign wasted no time firing back, reminding reporters that Mr. Sununu had a hand in negotiations when Mr. Bush agreed to a tax increase in 1990, while Mr. Gingrich pushed for tax cuts after he became House speaker in 1995.",Tough Talk As Romney Takes Aim At Gingrich,The Wall Street Journal
6103,Anonymous,"Feb 11, 2012",90,,"Padilla, Awlaki and 'Faulty' Due Process",The Wall Street Journal
6104,"Levisohn, Ben","Dec 31, 2011",728," World events might suggest otherwise, strategists say. Since 1926, the Standard & Poor's 500-stock index has returned 11% during an election year, the second-best year of the four-year election cycle, according to Credit Suisse research.",WEEKEND INVESTOR --- Wealth Manager: Don't Bet on Election Gains,The Wall Street Journal
6105,"Hagerty, James R; Ramsey, Mike","Oct 17, 2011",821," Michael Farkas, CEO of Miami-based Car Charging Group Inc., which is assembling a nationwide network of chargers in such places as parking garages and retail-store lots, aims to lock in prime locations before others: ""The business that we're in today is a land grab."" Jonathan Read, chief executive of ECOtality Inc., a maker of charging equipment, recently suffered ""range anxiety"" while running errands in Phoenix in his new Leaf.",Charging Stations Multiply But Electric Cars Are Few,The Wall Street Journal
6106,Anonymous,"Mar 30, 2012",638," Without critical reconciliation instructions (as were used to advance the 1981 Reagan and 2001 and 2003 Bush tax cuts) to force a vote on tax reform and actual implementation of the budget cuts, the budget is reduced to a campaign slogan.",Rep. Paul Ryan's Budget Doesn't Go Far or Fast Enough,The Wall Street Journal
6107,"Casselman, Ben; Meckler, Laura","Mar 10, 2012",1022," The pause in the unemployment rate decline was driven by workers re-entering the labor force, which many economists said was a sign of growing optimism among job seekers. Car makers in February reported the strongest sales growth in four years, and even the real estate market has shown tentative signs of improvement.","Jobs Recovery Gains Momentum --- U.S. Payrolls Climb 227,000 With Growth Across Industries; Unemployment Rate Holds at 8.3%",The Wall Street Journal
6108,"Solomon, Jay","Oct 4, 2011",293," Iranian military leaders have rebuffed a plan championed by senior Obama administration officials to establish a military-to-military hot line between Washington and Tehran, increasing U.S. fears about the potential for clashes between American and Iranian planes and ships operating in the oil-rich Persian Gulf.",World News: Iran Rejects Proposed U.S. Military Hot Line,The Wall Street Journal
6109,"Weisman, Jonathan","Nov 29, 2011",606," Five weeks before the first nomination contest, the race for the White House took on the tone of a general election Monday, with GOP candidate Mitt Romney and President Barack Obama's allies trading barbs.","U.S. News -- Election 2012: Obama, Romney Camps Look Past the Primaries",The Wall Street Journal
6110,"O'Connor, Patrick","Jan 28, 2012",618," The 72-year-old retired teacher has spent much of the week outside early-voting sites in this sprawling retirement community, hoisting a ""Romney"" yard sign and prodding neighbors to cast ballots for the former Massachusetts governor.",Election 2012: Florida's Seniors Take Center Stage,The Wall Street Journal
6111,"Henning, Joel","Nov 10, 2011",1023," If we are to have civilian control of the military in our American system of constitutional democracy, we need to explore ways and means of enabling civilians to gain information on military affairs. Vietnam and the American Presidency from Ford to Obama, in which they report on how our loss of South Vietnam continues to have a profound impact not only on U.S. military policy but foreign policy.",Collection: Evoking the World of War,The Wall Street Journal
6112,"Page, Jeremy; Hodge, Nathan; Spegele, Brian","Feb 18, 2012",809," In the last of several clear attempts to improve the dour public image of Communist Party leaders, Chinese officials said Mr. Xi was hoping to look in on a Los Angeles Lakers basketball game before heading on to Europe late Friday night, according to Chinese officials.",World News: Xi Wraps Up Trip; Success Seen in What Didn't Occur,The Wall Street Journal
6113,"Meckler, Laura","Mar 30, 2012",1929," After being buffeted by Republican victories in the 2010 midterm elections, White House aides saw education as ripe for bipartisan cooperation. [...] while the White House talked up cooperation in public, in private it was preparing Plan B. In December that year, Education Secretary Arne Duncan warned top Democrats that if Congress didn't act, the administration would use executive authority to essentially rewrite the law on its own.",Obama Shifts View Of Executive Power,The Wall Street Journal
6114,"Radnofsky, Louise; Grossman, Andrew","Mar 27, 2012",548," The activists, along with members of the media and curious bystanders, thronged the area in front of the Supreme Court building while police officers enforced traffic rules and discouraged people from blocking the sidewalk or the steps of the court.","The Health-Law Challenge: Outside the Court, Activists Argue Their Cases",The Wall Street Journal
6115,"Alter, Alexandra","Jan 20, 2012",2894," The digital version, which will be launched simultaneously for $9.99 in Apple's app and iTunes stores, allows readers to enlarge images, flip through photo albums, watch video clips, listen to the characters' favorite songs and read their instant messages. In February, Random House is publishing a digital version of Katherine Boo's hotly anticipated nonfiction book ""Behind the Beautiful Forevers,"" about residents of a Bombay slum, that includes video of the central characters that was shot over three years.","FRIDAY JOURNAL --- Blowing Up the Book --- A new crop of digital books comes loaded with videos, songs, animated shorts and pop-up graphics; Is this the future of publishing?",The Wall Street Journal
6116,"Lee, Carol E","Jan 4, 2012",428, President Barack Obama criticized Republicans as champions of the wealthy over the middle class Tuesday night as he told Democrats gathered for the Iowa caucuses that he is more optimistic now than he was four years ago.,Election 2012: Obama Criticizes GOP In Message to Iowans,The Wall Street Journal
6117,"Bravin, Jess","Mar 22, 2012",702," Mr. Clement will argue that the Patient Protection and Affordable Care Act represents an unprecedented overreach by Congress into the personal lives of Americans, while Mr. Verrilli will defend the law as a reasonable way to regulate the national health-care market under the Constitution's Commerce Clause.",U.S. News: Courtly Battle in Health Case,The Wall Street Journal
6118,Anonymous,"Nov 28, 2011",127,,What's Ahead -- People &amp; Events to Watch in the Coming Week,The Wall Street Journal
6119,Nancy deWolf Smith,"Mar 9, 2012",1129," There follows an astonishing scene of Mr. McCain forlornly clicking through YouTube videos of dull and no-longer-perky female Republican politicians. [...] the team stumbles on the first-term governor of Alaska, a firecracker (although this is not always obvious from Julianne Moore's eerie but sometimes robotic portrayal).",FRIDAY JOURNAL --- Television -- Review: Soft Target,The Wall Street Journal
6120,Anonymous,"Jan 14, 2012",190," Obama proposed merging six agencies that focus on trade and commerce into one new department, drawing cautious praise from congressional Republicans. ---",World-Wide,The Wall Street Journal
6121,Anonymous,"Feb 13, 2012",146, The U.S. releases data on retail sales and import and export prices for January.,What's Ahead -- People &amp; Events to Watch in the Coming Week,The Wall Street Journal
6122,Anonymous,"Mar 30, 2012",517," The appeals court examined other EPA justifications and concluded in one instance that the agency's argument had ""no legal basis"" and in another that the EPA was applying criteria ""created out of whole cloth.""",Perry Beats Obama,The Wall Street Journal
6123,Anonymous,"Feb 13, 2012",291," The pan-Arab body, which formally ended its monitoring mission in Syria Sunday, also asked Arab states to boost support for Syria's opposition and cut diplomatic ties with Damascus.",World-Wide,The Wall Street Journal
6124,"Seib, Gerald F","Nov 15, 2011",789," When asked their opinion of an argument that the economic structure is out of balance and that the power of banks and large corporations should be reduced, three-quarters of Americans said they agreed -- including 60% who said they strongly agreed.",U.S. News --- CAPITAL JOURNAL: Populist Movements Rooted in Same Soil,The Wall Street Journal
6125,"Seib, Gerald F","Jan 3, 2012",858," For President Obama, whether Hispanic and young voters show up in big numbers to support him, offsetting likely declines in support among some other slices of the electorate, and for Republicans, whether their conservative base is excited enough about its ultimate nominee to work hard for the ticket.","Agenda 2012: U.S.: What a Time to Hold an Election --- Mixture of Fear, Anger and Disgust Suffuses This Year's Battle for the Presidency and the Senate",The Wall Street Journal
6126,"Sabato, Larry J","Oct 11, 2011",994," [...] the amount of money required to wage a credible national primary campaign has skyrocketed. Many of the legal restrictions on donations, such as low individual contribution limits, are being circumvented by the creation of ""super"" political action committees (PACs), but for most candidates it still takes a long time to raise tens of millions.",How the Campaign Season Got So Long,The Wall Street Journal
6127,Anonymous,"Feb 10, 2012",306," A version of the amendment is still part of several state Constitutions, and courts have used them in recent years to strike down voucher plans that include private religious schools.",Obama's Blaine Amendment,The Wall Street Journal
6128,"Trottman, Melanie","Dec 1, 2011",684," Republicans and business groups said their main gripe with the plan was that it would prevent employers from challenging certain aspects of union elections before the voting occurs, including whether certain workers are eligible to vote and be part of a bargaining unit.",U.S. News: Rule to Speed Union Votes Moves Forward --- Labor Board Approves Proposal Amid Dissent From Its Republican; Chairman Wants Measure Adopted by Year End,The Wall Street Journal
6129,"Radnofsky, Louise","Dec 17, 2011",793," Republicans and employer groups warned the approach could allow states to mandate a rich benefit package, particularly because the federal employees' health-benefits plan is among the country's more generous packages.",U.S. News: States Told They Can Decide On Coverage by Health Plans,The Wall Street Journal
6130,Andrew von Eschenbach,"Feb 14, 2012",1023," According to the 2012 California Biomedical Industry Report (published by the California Health Institute, BayBio, and PricewaterhouseCoopers), about 80% of life-sciences CEOs surveyed didn't believe that the FDA regulatory approval process ""is the best in the world,"" and 81% believed that ""within five years, another country could conceivably recreate the ecosystem that has made the U.S. the leading biomedical region in the world"" -- threatening a mass exodus of jobs and R&D. Over the years, Congress has repeatedly expanded the FDA's responsibilities, and today the agency monitors products that account for 25 cents of every dollar in U.S. consumer spending -- including tobacco, the food supply, cosmetics and drugs ranging from aspirin to the latest biotech medicines for patients and pets.",Medical Innovation: How the U.S. Can Retain Its Lead,The Wall Street Journal
6131,Anonymous,"Oct 25, 2011",300," Americans in search of federal employment can go to a website called USAJobs.gov, which matches openings with applicants. Since 2004, the feds have outsourced the site's operation to Monster.com.",Error: USAJobs.gov,The Wall Street Journal
6132,Anonymous,"Mar 14, 2012",716," Besides a stable family unit, I can think of no advantage not available to most of my childhood classmates in towns and neighborhoods more closely resembling Charles Murray's Fishtown than Belmont.",Discipline Is a Fundamental Requirement of Learning,The Wall Street Journal
6133,Anonymous,"Mar 2, 2012",353," Planned Parenthood claimed the ""dangerous proposal"" would have allowed ""your boss"" -- yes, yours -- to decide ""which prescriptions you can get filled and which medical procedures you can have,"" including cancer screening, maternity care and AIDS medications.",Blunting the Facts,The Wall Street Journal
6134,"Maremont, Mark","Oct 11, 2011",2001," According to the governor's website, the Texas Enterprise Fund's $440 million in taxpayer grants has brought more than 59,000 new and promised jobs to the state.","Election 2012: Behind Perry's Jobs Success, Numbers Draw New Scrutiny",The Wall Street Journal
6135,"Ramstad, Evan","Mar 15, 2012",460," In Busan, South Korea's second-largest port city, several warehouses in a customs holding area were filled with frozen fish from the U.S. Wednesday, ready for entry when a 10% tariff drops to zero.","World News: On Eve of Trade Deal, Seoul Awaits Cheaper Fish, Cars",The Wall Street Journal
6136,"Ryan, Tracy; Solomon, Deborah","Nov 10, 2011",455," The emails show Solyndra considered asking the White House to help it adjust the terms of its Energy Department loan guarantee in October 2010, as the company found that it was running low on cash.",U.S. News: Solyndra Supporter Spoke to President,The Wall Street Journal
6137,Anonymous,"Nov 15, 2011",897," The issue at the heart of the ObamaCare challenge brought by 26 states and the National Federation of Independent Business is whether the federal government has the constitutional authority, under the Commerce Clause, to order everyone in the United States to purchase health insurance -- the so-called ""individual mandate."" [...] it isn't just conservatives who are divided over the law's constitutionality.",ObamaCare Goes to Court,The Wall Street Journal
6138,"Troianovski, Anton","Dec 20, 2011",941, [...] the carrier decided it couldn't come up with a package of divestitures to appease U.S. officials that had deemed it anticompetitive. AT&T had seen T-Mobile's spectrum holdings and thousands of cellphone towers as a quick solution to help ease the strains on its network that consumers blame for dropped calls.,"AT&T; Hangs Up on T-Mobile --- Carrier Scuttles $39 Billion Wireless Deal, Bowing to U.S. Antitrust Challenge",The Wall Street Journal
6139,"Freeman, James","Jan 28, 2012",1787," The governor made that promise while seeking the job in 2009, and he recalls the skepticism at various newspapers during the campaign: ""They looked at me like I was an alien."" Because many media folk couldn't believe the state government could afford to reduce tax rates, ""They just basically accused me of lying to get elected.""",The Weekend Interview with Chris Christie: Christie to the 1%: Please Occupy New Jersey,The Wall Street Journal
6140,"Entous, Adam; Barnes, Julian E","Jan 28, 2012",1232," Mr. Panetta added: ""But I'm confident, frankly, that we're going to have that capability and have it soon,"" The decision to ask now for more money to develop the weapon was directly related to efforts by the U.S. military's Central Command to prepare military options against Iran as quickly as possible, according to a person briefed on the request for additional funds.",Pentagon Seeks Mightier Bomb Vs. Iran,The Wall Street Journal
6141,Anonymous,"Jan 13, 2012",549," Opponents of Tehran's nuclear ambitions have been attempting for years to use a combination of diplomacy, sanctions and covert action to persuade the mullahs that they have more to lose than gain from building a bomb.",The Intrigues of Persia,The Wall Street Journal
6142,"Wessel, David","Jan 5, 2012",840," Mr. Obama's Democratic majority helped him pass economically significant legislation on health care and financial regulation in the first two years of his term. Since the big GOP win of 2010, he has neither cultivated a bipartisan center nor found a way around nearly united Republican opposition to his tax and spending policies.",U.S. News --- CAPITAL: 'An Untested Model of Democratic Governance',The Wall Street Journal
6143,Anonymous,"Oct 1, 2011",337," On the morning of Mr. Obama's remarks, his admirers at the News York Times editorialized that it is the Republicans' plan to ""wind down the government's longstanding guarantee of health care to the elderly and the poor and incinerate the Democrats' new promise to cover the uninsured."" [...] stop virtually all regulation"" . . . Americans would, as he put it, ""get back on track.""",America the Soft,The Wall Street Journal
6144,"McGurn, William","Mar 6, 2012",806," Not since Herbert Hoover has a party out of power had such an opportunity to run against everything that troubles the American family -- prices, interest rates, unemployment, taxes, or the fear for the future of their old age or the future of their children -- than is now presented to the Republican Party. Mr. Anderson did end up running as an independent, whereas Mr. Paul will likely be constrained by the effect a third-party run would have on the future prospects for his Republican son, Kentucky Sen. Rand Paul.",Main Street: Reagan Was A Sure Loser Too,The Wall Street Journal
6145,"Stech, Katy; Palank, Jacqueline","Jan 27, 2012",375," A maker of rechargeable car batteries that was using a $118.5 million Energy Department grant to build a factory in Indiana filed for Chapter 11 bankruptcy protection Thursday, becoming the latest green-energy company backed by the Obama administration to run into trouble.",Corporate News: Green Firm Loses Energy,The Wall Street Journal
6146,"Reilly, Robert R","Feb 8, 2012",723," If you cannot articulate the cause for which you are fighting in moral terms, you will lose. Because they cannot do this, businessmen suffer from a sense of illegitimacy when they come to Washington.",Romney's Businessman Pitch Won't Work,The Wall Street Journal
6147,"Robinson, Peter","Oct 14, 2011",1029," Permit a Californian to attempt an answer. Since 1986, when President Reagan signed the Immigration Reform and Control Act, the undocumented population of California has risen to around 2.6 million from around one million.",The GOP's Immigration Fixation,The Wall Street Journal
6148,"Pasztor, Andy","Dec 6, 2011",488," Should the former airline pilot, union leader and industry consultant step down, the agency could be left without a permanent head until well after next year's presidential election, government officials said.",U.S. News: FAA Chief's Arrest Leaves Agency in Limbo,The Wall Street Journal
6149,Anonymous,"Nov 12, 2011",747," Michael S. Derby --- OCCUPY PROTESTS Officials Investigate Deaths in, Near Camps Police are investigating a fatal shooting just outside the Occupy Oakland encampment in Northern California, the apparent suicide of a military veteran at an Occupy encampment in Vermont's largest city and a man found dead in a tent Friday morning in Utah.",U.S. Watch,The Wall Street Journal
6150,Anonymous,"Mar 21, 2012",485," While financing all of our debt at short-term rates close to zero sounds like a low-cost solution, it would hardly be prudent. Since early 2009 we have extended the average maturity of our debt from 49 months to 63 months, four months longer than the historical average.",Obama Responsible for Only 12% of Cumulative Deficit,The Wall Street Journal
6151,"Radnofsky, Louise","Jan 10, 2012",466," ""Persistently high unemployment, continued loss of private health insurance coverage, and increased cost sharing led some people to forgo care or seek less costly alternatives than they otherwise would have used,"" the analysts at the Centers for Medicare and Medicaid Services said of 2010 in an article published in the journal Health Affairs.",U.S. News: Weak Economy Curbs Health Spending,The Wall Street Journal
6152,"Jenkins, Holman W; Jr.","Feb 25, 2012",814," [...] perhaps we should have said the price mechanism is the major motif in U.S. energy policy; an insistent minor motif has been subsides for alternative energy, auto milage regulation, even occasional attempts to manipulate gasoline prices directly. Gasoline is the most visible price in the economy, and its gyrations cause the juju men in Washington and elsewhere to do crazy things, if not so crazy when understood that their real goal is to receive praise and ward off blame for the behavior of energy prices.",What's Right With Gas Prices,The Wall Street Journal
6153,Anonymous,"Nov 3, 2011",492," The Denver Post reports that ""Aurora voters rejected a $114 million tax increase for recreation centers, Douglas County voters said 'no' to school tax increases, and Canon City voters rejected a tax for library improvements.""",'A Killing Field for Tax Measures',The Wall Street Journal
6154,Anonymous,"Jan 4, 2012",464," Low natural gas prices are also a boon for consumers and are creating new opportunities for industries that use natural gas as a feedstock, such as chemical and fertilizer plants that only five years ago would have gone overseas.",More Brown Jobs,The Wall Street Journal
6155,Anonymous,"Nov 28, 2011",554," Rep. Jeb Hensarling (""Why the Super Committee Failed,"" op-ed, Nov. 22) describes the sticking points that prevented Democrats and Republicans from reaching a deficit-reduction deal, but gets to the crux of the matter in his wrap-up: ""We could not bridge the gap between two dramatically competing visions of the role government should play in a free society.""","Blue State, Red State, and Never the Twain Shall Meet",The Wall Street Journal
6156,"Nissenbaum, Dion","Feb 25, 2012",718," In total, at least two dozen people have been killed, including two U.S. soldiers, in four days of violence that erupted after U.S.-led coalition forces at the Bagram Airfield tried to burn a truckload of Islamic literature, including copies of the Quran, Islam's holy book.",World News: Quran-Burning Protests Escalate --- At Least Seven People Killed in the Deadliest of the Clashes in Afghanistan; Demonstrators Tried to Storm U.S. Consulate,The Wall Street Journal
6157,"Tomson, Bill","Jan 4, 2012",728," Caroline Smith DeWaal, food safety director at the consumer group Center for Science in the Public Interest, praised the EPA's decision to set a safety limit for dioxin exposure but stressed the agency also needs to advise people how to use it.",U.S. News: Industry Wary of Dioxin Guidelines,The Wall Street Journal
6158,"Yoo, John","Oct 3, 2011",1050," The Yemeni-American cleric killed by a U.S. drone strike on Friday was linked to the attempted bombing of a Northwest Airlines flight over Detroit in 2009, the shooting spree at Fort Hood in Texas that killed 13 that same year, and the near-miss car bombing of Times Square in 2010. According to the ACLU, the United States must arrest Awlaki and bring him home for trial.",From Gettysburg to Anwar al-Awlaki,The Wall Street Journal
6159,"Bendavid, Naftali; Hughes, Siobhan","Feb 16, 2012",987," [...] a deal was struck to increase the contributions only of new federal employees, not current ones. [...] the remaining parts of the package were to be funded by auctioning off portions of the broadband spectrum, cutting the federal contribution to employee pensions and imposing spending cuts, including to President Barack Obama's health-care program.",U.S. News: Lawmakers Finalize Payroll-Tax Agreement --- Deal Also Renews Expiring Jobless Benefits and Comes After Party Leaders Risked Collapse With Last-Minute Changes,The Wall Street Journal
6160,"Meckler, Laura; Bellman, Eric; Barta, Patrick","Nov 18, 2011",527," The new government has surprised many critics by revamping its economy, releasing hundreds of political prisoners, halting a controversial China-backed dam project, and easing some restrictions on the Internet, media and political parties.",World News: Hillary Clinton To Visit Myanmar,The Wall Street Journal
6161,Anonymous,"Mar 16, 2012",393, The Taliban said they are suspending talks with the U.S. U.S. military investigators believe the Army staff sergeant suspected of killing 16 Afghan villagers had been drinking on the night of the rampage. ---,World-Wide,The Wall Street Journal
6162,"Henninger, Daniel","Dec 8, 2011",877," [...] the Osawatomie speech was not given by the President of the United States. Mr. Obama says everyone has to play by his new rules: ""Unless you're a financial institution whose business model is built on breaking the law, cheating consumers and making risky bets that could damage the entire economy, you should have nothing to fear from these new rules.""",Obama's Godfather Speech,The Wall Street Journal
6163,"McGurn, William","Feb 14, 2012",810," [...] the decision by Barack Obama to take a page out of Harry Truman's 1948 playbook and campaign for re-election against a ""do-nothing Congress."" Partly it involved a complete rewrite in Mr. Reid's backroom, along with notorious vote-buying deals to secure enough votes to prevent a GOP filibuster, including the Louisiana Purchase ($300 million in Medicaid funds for the home state of Sen. Mary Landrieu) and the Cornhusker Kickback ($100 million in Medicaid funds for Nebraska's Sen. Ben Nelson).",Main Street: The Do-Nothing Senate,The Wall Street Journal
6164,Anonymous,"Jan 20, 2012",287," Ethics Case Rears Head As Mitt Romney tries to deflect criticism that he hasn't released his tax returns, his campaign turned the tables on Newt Gingrich on Thursday, urging the former House speaker to release information about his congressional ethics investigation.",Election 2012: Campaign Watch,The Wall Street Journal
6165,Anonymous,"Oct 4, 2011",325," Euro-zone finance ministers reached a deal to provide collateral to Finland in exchange for future aid to Greece, clearing one hurdle to a larger bailout. ---",Business and Finance,The Wall Street Journal
6166,Anonymous,"Jan 14, 2012",534," The Commerce Department said Friday the U.S. trade deficit widened sharply in November, mainly due to higher imported oil prices and a drop in exports to the 17-nation euro zone.",U.S. News: U.S. Watch,The Wall Street Journal
6167,"Dagher, Sam","Dec 23, 2011",1401," The worst involved a suicide bomber driving an ambulance packed with explosives that blew up in front of a government office in the central district of Karrada, a mixed commercial and residential area inhabited mostly by Shiites and Christians.","Violence Jolts Iraq --- Day of Bombings Kills Dozens, Stokes Sectarian Divisions",The Wall Street Journal
6168,"Hodge, Nathan; Meckler, Laura; Reddy, Sudeep","Feb 11, 2012",733," Particularly telling will be a session Wednesday with the Republican leader of the House of Representatives, Rep. John Boehner of Ohio, a leader of Mr. Obama's opposition, which has relentlessly criticized China for its human-rights policies and its role in international crises.","World News: U.S. Gears Up to Reset Tone With Beijing --- Xi's Visit Affords Once-in-a-Decade Chance to Remold China Relationship; Trade, Syria Among Contentious Issues",The Wall Street Journal
6169,"Bussey, John","Jan 20, 2012",811," The measure was meant to whack imports of passenger and light-truck tires and give a boost to manufacturers and job creation in the U.S. Yet, for a variety of reasons, it has apparently done little of either -- and has surely raised prices for consumers. The tariff ignited a tit-for-tat, low-grade trade war with China over U.S. exports, such as broiler chickens, disrupting business elsewhere and deflecting energy from a range of more important trade issues.",The Business: Get-Tough Policy on Chinese Imports Falters,The Wall Street Journal
6170,"Adamy, Janet; Bravin, Jess; Anna Wilde Mathews","Mar 29, 2012",986," If the entire law fell, many parts of the law already in place would cease to exist, including checks for seniors to fill a gap in their Medicare prescription-drug program and insurance pools covering nearly 50,000 Americans who otherwise can't get health insurance.","Health Case Ripples Outward --- Ruling Against Mandate Would Pressure Insurers, Loom Large in November Election",The Wall Street Journal
6171,Mackenzie Eaglen,"Jan 25, 2012",742, The DDG-51 destroyer was a fall-back alternative to the now-canceled DDG-1000. [...] the F/A-18 Hornet and Super Hornets are only stopgap purchases until the Navy can put the F-35C Joint Strike Fighter on its carrier decks. [...] the Navy's recent spending has gone to programs that are increasingly out of date and ill-prepared to meet the challenges of the 21st century.,Defense Cuts and America's Outdated Military,The Wall Street Journal
6172,Anonymous,"Feb 8, 2012",457," Among the Democrats considering running are state Sen. Steve Lathrop and Chuck Hassebrook, executive director of the Center for Rural Affairs and a member of the state's Board of Regents.",Election 2012: Campaign Watch,The Wall Street Journal
6173,"Page, Jeremy","Mar 27, 2012",950," The revelation adds a layer of intrigue to the scandal, which increasingly appears to mix the worlds of international diplomacy and corporate sleuthing with China's shadowy domestic security apparatus and opaque politics.",Mystery Deepens In Death Of Briton In China,The Wall Street Journal
6174,"Meckler, Laura","Jan 14, 2012",722," ""Taking USTR, one of the most efficient agencies that is a model of how government can and should work, and making it just another corner of a new bureaucratic behemoth would hurt American exports and hinder American job creation,"" House Ways and Means Chairman Dave Camp (R., Mich.) and Senate Finance Committee Chairman Max Baucus (D., Mont.) said in a joint written statement.",U.S. News: White House Seeks To Merge Agencies,The Wall Street Journal
6175,Anonymous,"Mar 22, 2012",396," The group spent $211,500 in TV and radio ads, robo-calls and mailers in the past three weeks, slamming Mr. Manzullo for voting for spending proposals backed by Democrats.",Election 2012: Campaign Watch,The Wall Street Journal
6176,"Johnson, Ron","Jan 11, 2012",796," The administration has squandered billions of dollars on politically connected, green-energy boondoggle projects, while at the same time maintaining a de facto moratorium on off-shore drilling, and dragging its feet on granting permits for other energy utilization projects such as the Keystone XL Pipeline and restricting and limiting leases for offshore energy production.",A 2012 Republican Strategy for Congress,The Wall Street Journal
6177,Anonymous,"Oct 31, 2011",476, [...] both were in the 19 pages of addenda to the standard 11-page purchase contract.,"HARP Has a Logic, Though Program Is Badly Executed",The Wall Street Journal
6178,"Barnes, Julian E; Entous, Adam","Dec 22, 2011",1063," The U.S. is poised to concede for the first time that it bears significant responsibility for last month's American airstrike that killed 24 Pakistani troops, U.S. officials said, an admission that is expected to embarrass the American military but points to a way out of the deepening mistrust between the two countries. The earlier U.S. accounts were based on preliminary and incomplete debriefings of service members involved in the incident, officials said, while the complete investigation is based on computer records, radio reports and other documentation.",U.S. Erred in Deadly Attack --- New Report on Pakistan Airstrike That Killed 24 Acknowledges U.S. Culpability,The Wall Street Journal
6179,"Murray, Sara","Feb 24, 2012",525, Messrs. Hubbard and Mankiw are proponents of lower tax rates and argue that lower rates can spur enough economic growth to make up for some of the lost tax revenue.,Election 2012: Romney Taps Bush Hands to Shape Economic Policies,The Wall Street Journal
