,abstract,author,blog,headline,id,keywords,lead_paragraph,news_desk,pub_date,seo_headline,snippet,source,url,word_count
666,"Republican vice presidential candidate Paul D Ryan campaigns at The Villages, Fla, seeking to play offense on Medicare by attacking in detail Pres Obama's health care plan; Pres Obama, campaigning in New Hampshire, dismisses the Romney campaign's tactics on Medicare, saying it is Mitt Romney and Ryan who threaten the program. Photos (M)y","TRIP GABRIEL and HELENE COOPER; Trip Gabriel reported from The Villages, Fla., and Helene Cooper from Windham, N.H",[],Both Campaigns Seize Role of Medicare Defender,503e88c51c22dfde670b7c97,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'glocations', u'value': u'NEW HAMPSHIRE'}, {u'name': u'glocations', u'value': u'FLORIDA'}, {u'name': u'subject', u'value': u'HEALTH INSURANCE AND MANAGED CARE'}, {u'name': u'subject', u'value': u'ELDERLY'}, {u'name': u'subject', u'value': u'MEDICARE'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","THE VILLAGES, Fla. -- After several days in which he mentioned only generalities on the campaign trail, Representative Paul D. Ryan sought on Saturday to play offense on Medicare , attacking in detail President Obama 's health care plan, seizing an issue that has the potential to be one of Mr. Ryan's biggest liabilities in joining the Republican presidential ticket.Mr. Ryan, who has proposed a controversial voucher program for Medicare, accused Mr. Obama of being the bigger threat because of savings wrung from the growth of spending in the program contained in the president's health care overhaul of 2010.",National Desk,2012-08-19T00:00:00Z,,"THE VILLAGES, Fla. -- After several days in which he mentioned only generalities on the campaign trail, Representative  Paul D. Ryan  sought on Saturday to play offense on  Medicare , attacking in detail  President Obama 's health care plan, seizing ",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9E01EFDD1F3BF93AA2575BC0A9649D8B63,931
667,Brian McFadden The Strip comic offers a guide for presidential campaign reporting for dummies. Cartoon (S)b,BRIAN McFADDEN,[],The Strip,503e88c61c22dfde670b7cb1,"[{u'name': u'subject', u'value': u'NEWS AND NEWS MEDIA'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]",,Sunday Review Desk,2012-08-19T00:00:00Z,,Brian McFadden The Strip comic offers a guide for presidential campaign reporting for dummies. Cartoon (S)b,The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9403EFDA1F3BF93AA2575BC0A9649D8B63,0
668,"Sub-prime Chicago neighborhood of Roseland, where a young Barack Obama worked as a community organizer, still suffers from high rates of poverty; neighborhood is a reminder that despite all the actions taken to ease the burden of the poor by the Obama administration, poverty seems to have receded as a national issue; administration says reason for shift in priorities was the economic crisis they inherited. Photos (L)",PAUL TOUGH,[],The Birthplace of Obama the Politician,503a9b2f1c22dfde670b77b2,"[{u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'glocations', u'value': u'CHICAGO (ILL)'}, {u'name': u'organizations', u'value': u'YOUTH ADVOCATE PROGRAMS INC'}, {u'name': u'subject', u'value': u'FEDERAL AID (US)'}, {u'name': u'subject', u'value': u'POVERTY'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","From the back seat of Steve Gates's white Pontiac, Monique Robbins spotted Jasmine Coleman walking home from school alone. It was an icy December afternoon on Chicago's South Side, and Jasmine's only protection against the wind was a thin purple jacket. She looked cold. Gates pulled the car over to the curb, and Robbins hollered at Jasmine to get in.Jasmine was 16, and Robbins and Gates, who were both in their 30s, were her neighbors. All three of them lived in or around Roseland, a patch of distinctly subprime Chicago real estate that stretches from 89th Street to 115th Street, way down past the last stop on the El. Fifty years ago, Roseland was a prosperous part of Chicago, home to thousands of blue-collar workers, most of them white, employed by the South Side's many steel and manufacturing plants. But the plants closed long ago, the white residents all moved away and Roseland has become one of the worst-off parts of the city by just about every measure you can think of: unemployment rate, dropout rate, murder rate or just the barren, empty feel of the streets.",Magazine Desk,2012-08-19T00:00:00Z,,"From the back seat of Steve Gates's white Pontiac, Monique Robbins spotted Jasmine Coleman walking home from school alone. It was an icy December afternoon on Chicago's South Side, and Jasmine's only protection against the wind was a thin purple jack",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9E04EEDD153BF93AA2575BC0A9649D8B63,7346
669,"Mitt Romney's aides invite reporters, for the first time, to accompany him to church services, offering a rare glimpse into the private life of a candidate who almost never talks about his Mormon faith. Photo (M)",MICHAEL BARBARO and ASHLEY PARKER,[],"Scripture, Song and Six Grandchildren: Romneys Open Church Doors to Press",50315c921c22dfde670b69e5,"[{u'name': u'persons', u'value': u'ROMNEY, ANN'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'glocations', u'value': u'WOLFEBORO (NH)'}, {u'name': u'subject', u'value': u'MORMONS (CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS)'}, {u'name': u'subject', u'value': u'NEWS AND NEWS MEDIA'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","BOSTON -- Mitt Romney read Scripture from his iPad as he juggled his 2-year-old grandson on his lap.He made sure to accept a small piece of white bread and cup of water, representing the flesh and blood of Jesus, from a member of the clergy who looked like he was about to accidentally pass him by.",U.S. / Politics,2012-08-19T00:00:00Z,,"For the first time, Mitt Romney’s aides invited reporters to accompany him to church services, a rare glimpse into the private life of a candidate who almost never talks about his Mormon faith.",The New York Times,http://www.nytimes.com/2012/08/20/us/politics/romneys-at-church-scripture-songs-and-six-grandchildren.html,674
670,,MICHAEL D. SHEAR,[],Romney’s To-Do List Before the Republican Convention,50314d2e1c22dfde670b69d3,"[{u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'organizations', u'value': u'REPUBLICAN PARTY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}, {u'name': u'subject', u'value': u'SPEECHES AND STATEMENTS'}, {u'name': u'subject', u'value': u'VICE PRESIDENTS AND VICE PRESIDENCY (US)'}, {u'name': u'subject', u'value': u'REPUBLICAN NATIONAL CONVENTION'}, {u'name': u'subject', u'value': u'DEBATES (POLITICAL)'}]","Mitt Romney has to raise money, work on his acceptance speech, prepare for debates and rally supporters — without making any mistakes.",U.S. / Politics,2012-08-19T00:00:00Z,,"Mitt Romney has to raise money, work on his acceptance speech, prepare for debates and rally supporters — without making any mistakes.",The New York Times,http://www.nytimes.com/2012/08/20/us/politics/romneys-to-do-list-before-the-republican-convention.html,767
671,"Rep Paul D Ryan completes his first week as the Republican vice-presidential candidate with few slip-ups, despite being subjected to a whirlwind of media scrutiny; Ryan now must prepare for his debate with Vice Pres Joseph R Biden Jr and his convention speech, the two biggest challenges before Election Day.",TRIP GABRIEL,[],"Ryan, Appearing at Ease in First Week on Trail, Begins to Look Ahead",51c385467e0d9c0839d2a98e,"[{u'value': u'Romney, Mitt', u'is_major': u'N', u'rank': u'3', u'name': u'persons'}, {u'value': u'Ryan, Paul D Jr', u'is_major': u'Y', u'rank': u'1', u'name': u'persons'}, {u'value': u'Vice Presidents and Vice Presidency (US)', u'is_major': u'Y', u'rank': u'2', u'name': u'subject'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'4', u'name': u'subject'}]","Like all vice-presidential candidates, Paul D. Ryan was picked to balance his party’s ticket, and one way he is the lid to Mitt Romney’s pot is his approachability.",National,2012-08-18T00:00:00Z,"Ryan Enjoys First Week on Trail, and Begins to Look Ahead","Like all vice-presidential candidates, Paul D. Ryan was picked to balance his party’s ticket, and one way he is the lid to Mitt Romney’s pot is his approachability.",The New York Times,http://www.nytimes.com/2012/08/18/us/politics/ryan-enjoys-first-week-on-trail-and-begins-to-look-ahead.html,846
672,,TRIP GABRIEL and HELENE COOPER,[],Romney and Obama Campaigns Seize Role of Medicare Defender,502fee201c22dfde670b6854,"[{u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'glocations', u'value': u'NEW HAMPSHIRE'}, {u'name': u'glocations', u'value': u'FLORIDA'}, {u'name': u'subject', u'value': u'HEALTH INSURANCE AND MANAGED CARE'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}, {u'name': u'subject', u'value': u'ELDERLY'}, {u'name': u'subject', u'value': u'MEDICARE'}]","Paul Ryan spoke of his care for a relative with Alzheimer’s, seeking to counter President Obama’s charge that Republicans would “end Medicare as we know it.”",U.S. / Politics,2012-08-18T00:00:00Z,,"Paul Ryan spoke of his care for a relative with Alzheimer’s, seeking to counter President Obama’s charge that Republicans would “end Medicare as we know it.”",The New York Times,http://www.nytimes.com/2012/08/19/us/politics/in-defending-medicare-plan-ryan-speaks-on-caregiver-role.html,1019
673,,MICHAEL BARBARO,[],The Courtship Before Romney Elevated Ryan,5030484a1c22dfde670b6934,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'organizations', u'value': u'REPUBLICAN PARTY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","It was supposed to be a 15-minute courtesy visit from a Republican with big presidential aspirations to a rising star in Congress with big ideas about how to address the nation's fiscal problems. Mitt Romney , who had just left office as governor of Massachusetts and was moving to the right on issues like abortion, was beginning to immerse himself in federal budget policy. Representative Paul D. Ryan of Wisconsin, who on that day in early 2007 had just become the top Republican on the House Budget Committee, was promoting a small-government libertarianism that within a few years would become Republican Party orthodoxy.",U.S. / Politics,2012-08-18T00:00:00Z,,"A congenial meeting in 2007 led to closer collaboration, especially in the last 18 months, as the Republican Party shifted more to the right.",The New York Times,http://www.nytimes.com/2012/08/19/us/politics/romney-ryan-collaboration-goes-back-years.html,1508
674,"""Democratic New York State Reps Timothy H Bishop, Kathy Hochul, Bill Owens and Louise M Slaughter, who face tough re-election races, are skipping the Democratic National Convention in Charlotte, NC, in September, citing the need to campaign;"" court-ordered redistricting has forced many incumbents in New York to sway voters they have not previously represented, making any loss of campaign time that much more critical.",THOMAS KAPLAN,[],"New York Democrats Skipping Convention for, Well, You Name It",515d9d05cf28d0219d00066b,"[{u'value': u'Owens, William L', u'is_major': u'Y', u'rank': u'5', u'name': u'persons'}, {u'value': u'New York State', u'is_major': u'Y', u'rank': u'1', u'name': u'glocations'}, {u'value': u'Democratic Party', u'is_major': u'N', u'rank': u'8', u'name': u'organizations'}, {u'value': u'Bishop, Timothy H', u'is_major': u'Y', u'rank': u'6', u'name': u'persons'}, {u'value': u'Obama, Barack', u'is_major': u'N', u'rank': u'9', u'name': u'persons'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'7', u'name': u'subject'}, {u'value': u'Slaughter, Louise M', u'is_major': u'Y', u'rank': u'3', u'name': u'persons'}, {u'value': u'Democratic National Convention', u'is_major': u'Y', u'rank': u'2', u'name': u'subject'}, {u'value': u'House of Representatives', u'is_major': u'N', u'rank': u'10', u'name': u'organizations'}, {u'value': u'Hochul, Kathleen C', u'is_major': u'Y', u'rank': u'4', u'name': u'persons'}]","Four representatives with tough re-election races will stay away from Charlotte, N.C., next month, citing the need to campaign.",Metro,2012-08-17T00:00:00Z,New York Democrats Steering Clear of National Convention,"Four representatives with tough re-election races will stay away from Charlotte, N.C., next month, citing the need to campaign.",The New York Times,http://www.nytimes.com/2012/08/17/nyregion/new-york-democrats-steering-clear-of-national-convention.html,983
675,"Announcement of the moderators for the presidential and vice-presidential debates is greeted with criticism, particularly about the lack of diversity among the moderators. Photo (M)","BRIAN STELTER and MICHAEL D. SHEAR; Brian Stelter reported from New  York, and Michael Shear from  Washington",[],Criticism Greets List of Debate Moderators,502f038e1c22dfde670b675b,"[{u'name': u'persons', u'value': u'LEHRER, JIM'}, {u'name': u'persons', u'value': u'RADDATZ, MARTHA'}, {u'name': u'persons', u'value': u'SCHIEFFER, BOB'}, {u'name': u'persons', u'value': u'CROWLEY, CANDY'}, {u'name': u'organizations', u'value': u'COMMISSION ON PRESIDENTIAL DEBATES'}, {u'name': u'subject', u'value': u'NEWS AND NEWS MEDIA'}, {u'name': u'subject', u'value': u'DEBATES (POLITICAL)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","Complaining about the moderators of the presidential debates is a time-honored tradition of the election season. Usually, the complaints wait until the moderators have actually asked a question.Not this year. Monday's announcement of this fall's moderators -- Jim Lehrer and Bob Schieffer will preside over two presidential debates; CNN's Candy Crowley over a third, town-hall style debate; and ABC's Martha Raddatz will moderate the vice-presidential debate -- exposed the gulf between a new media environment moving at hyperspeed and the secretive Commission on Presidential Debates, which is steeped in the traditions of political stagecraft from prior decades.",National Desk,2012-08-17T00:00:00Z,,Monday’s announcement of this fall’s moderators were met with complaints about a lack of diversity and other choices seen as “safe.”,The New York Times,http://www.nytimes.com/2012/08/18/us/criticism-greets-list-of-debate-moderators.html,845
676,"New York artist Jonathan Horowitz hopes to engage the contemporary art world on election issues with his Your Land/My Land: Election '12 installation; high-minimalist electoral forum, using color coded rugs and monitors showing Fox News and CNN, will be installed at art institutions in various states around the country. (M)i",RANDY KENNEDY,[],Making Art Out of Presidential Politics,5036a07d1c22dfde670b733f,"[{u'name': u'persons', u'value': u'HOROWITZ, JONATHAN'}, {u'name': u'subject', u'value': u'ART'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","If you walked into almost any contemporary art museum in the country at the moment, you would have a hard time telling that a bitterly fought presidential election was entering its final months. And while it's not exactly the job of such museums to be vigilantly topical, the New York artist Jonathan Horowitz thinks that contemporary art should be more engaged with the issues being raised by the election.So beginning early next month, Mr. Horowitz will unveil ""Your Land/My Land: Election '12,"" a kind of high-Minimalist electoral forum that will be installed at art institutions in bright red, bright blue and less-decided states across the country. The sites include the Contemporary Art Museum in St. Louis; the Contemporary Art Museum in Raleigh, N.C.; the Hammer Museum in Los Angeles; the Contemporary Arts Museum in Houston; the Utah Museum of Contemporary Art in Salt Lake City; Telfair Museums in Savannah, Ga.; and the New Museum in Lower Manhattan.","Movies, Performing Arts/Weekend Desk",2012-08-17T00:00:00Z,,"If you walked into almost any contemporary art museum in the country at the moment, you would have a hard time telling that a bitterly fought presidential election was entering its final months. And while it's not exactly the job of such museums to b",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9A02E1D9133BF934A2575BC0A9649D8B63,350
677,Caucus column; Mitt Romney's running mate Rep Paul D Ryan says it was a mistake for him to have requested funds in 2009 from the federal stimulus bill after voting against it. (M),TRIP GABRIEL,[],Setting The Record Straight: Ryan Says He Erred In Seeking Stimulus Money,5036a07d1c22dfde670b733e,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'glocations', u'value': u'WISCONSIN'}, {u'name': u'organizations', u'value': u'ENERGY DEPARTMENT'}, {u'name': u'subject', u'value': u'LABOR AND JOBS'}, {u'name': u'subject', u'value': u'AMERICAN RECOVERY AND REINVESTMENT ACT (2009)'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","NORTH CANTON, Ohio - To welcome Representative Paul D. Ryan to Walsh University, his name and that of his running mate were in lights on the basketball scoreboard: Romney, 11, Ryan, 6.The numbers stand for Nov. 6, Election Day, but the matchup that supporters of the Republican ticket really anticipate is the one between Mr. Ryan and the incumbent vice-president, Joseph R. Biden Jr.",National Desk,2012-08-17T00:00:00Z,,"NORTH CANTON, Ohio - To welcome Representative Paul D. Ryan to Walsh University, his name and that of his running mate were in lights on the basketball scoreboard: Romney, 11, Ryan, 6.The numbers stand for Nov. 6, Election Day, but the matchup that s",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9C01E4D9133BF934A2575BC0A9649D8B63,650
678,,MICHAEL D. SHEAR,[],Obama Aide Says 5 Years of Romney Taxes Would Suffice,502e4d001c22dfde670b65e3,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'subject', u'value': u'FEDERAL TAXES (US)'}, {u'name': u'subject', u'value': u'MEDICARE'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- A day after Mitt Romney said that he paid at least 13 percent of his income in taxes each year, President Obama's campaign manager on Friday said five years' worth of Mr. Romney's tax returns would satisfy Democrats.Jim Messina, Mr. Obama's campaign manager, offered a deal in an open letter to his counterpart, saying that if Mr. Romney released his tax returns from 2007 to 2011, Democrats would promise not to demand any more.",U.S. / Politics,2012-08-17T00:00:00Z,,"A day after Mitt Romney said he paid at least 13 percent of his income in taxes each year, President Obama’s campaign manager said five years of Mr. Romney’s tax returns would satisfy Democrats.",The New York Times,http://www.nytimes.com/2012/08/18/us/politics/democrats-want-5-years-of-romney-tax-returns.html,1292
679,"Rep Paul D Ryan completes his first week as the Republican vice-presidential candidate with few slip-ups, despite being subjected to a whirlwind of media scrutiny; Ryan now must prepare for his debate with Vice Pres Joseph R Biden Jr and his convention speech, the two biggest challenges before Election Day. Photo (M)8",TRIP GABRIEL,[],"Ryan, Appearing at Ease in First Week on Trail, Begins to Look Ahead",502efe9e1c22dfde670b674f,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'subject', u'value': u'VICE PRESIDENTS AND VICE PRESIDENCY (US)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","SPRINGFIELD, Va. -- It is hard to imagine Mitt Romney , the Republican presidential candidate, sauntering into a hot-dog restaurant and having an elderly, white-haired woman shout, ''Hey, kick some tail!''That is the greeting his new running mate, Paul D. Ryan, got in Ohio this week, though the woman's language was saltier.",National Desk,2012-08-17T00:00:00Z,,"Like all vice-presidential candidates, Paul D. Ryan was picked to balance his party’s ticket, and one way he is the lid to Mitt Romney’s pot is his approachability.",The New York Times,http://www.nytimes.com/2012/08/18/us/politics/ryan-enjoys-first-week-on-trail-and-begins-to-look-ahead.html,848
680,Caucus column; both Pres Obama and Mitt Romney agree to suspend their campaign commercials on Sept 11. (M)0,JEREMY W. PETERS,[],An Advertising Break: Pausing to Commemorate 9/11,5036a07e1c22dfde670b7344,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'subject', u'value': u'SEPTEMBER 11 (2001)'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","It is quite likely the only reprieve Americans will get from what is expected to be an especially heavy and sustained barrage of political advertising this fall. But on Sept. 11, President Obama and Mitt Romney have agreed to suspend their campaign commercials.Their decision follows similar steps taken in 2004 and 2008, when both presidential nominees ceased campaign activities for the day in honor of the lives lost in the 2001 terror attacks.",National Desk,2012-08-17T00:00:00Z,,"It is quite likely the only reprieve Americans will get from what is expected to be an especially heavy and sustained barrage of political advertising this fall. But on Sept. 11, President Obama and Mitt Romney have agreed to suspend their campaign c",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=980DE7DE103BF934A2575BC0A9649D8B63,187
681,Caucus column; Federal Election Commission disclosures show that the Republican National Committee has spent close to $21 million on attacks ads against Pres Obama since the second week in July. (M),NICHOLAS CONFESSORE,[],Fund-Raising Report: Strong July for G.O.P.,5036a07e1c22dfde670b7353,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'organizations', u'value': u'REPUBLICAN NATIONAL COMMITTEE'}, {u'name': u'organizations', u'value': u'RESTORE OUR FUTURE'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","Bolstered by strong fund-raising over the last year and a major influx of cash brought Mitt Romney in recent months, the Republican National Committee has spent close to $21 million on attack advertisements against President Obama since the second week in July, according to Federal Election Commission disclosures.The spending has come out of the committee's ""independent expenditure"" operation - activities that are paid for by the party but not coordinated with any candidates - making it effectively the third-biggest ""super PAC"" on the airwaves. Priorities USA Action, the super PAC backing Mr. Obama, has spent about $31 million during the entire election cycle, while the leading super PAC aligned with Mr. Romney, Restore Our Future, has spent about $84 million.",National Desk,2012-08-17T00:00:00Z,,"Bolstered by  strong fund-raising over the last year  and a major influx of cash brought Mitt Romney in recent months, the Republican National Committee  has spent close to $21 million on attack advertisements  against President Obama since the secon",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9F02E4DA103BF934A2575BC0A9649D8B63,247
682,"Tax returns released by Rep Paul D Ryan reveal that he and his wife Janna paid 20 percent of their adjusted gross income in federal income taxes in 2011, and 15.9 percent in 2010. (M)",DAVID KOCIENIEWSKI,[],Ryan Tax Returns Show 20 Percent Rate in 2011,502ef0981c22dfde670b6731,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'persons', u'value': u'RYAN, JANNA'}, {u'name': u'subject', u'value': u'INCOME TAX'}, {u'name': u'subject', u'value': u'VICE PRESIDENTS AND VICE PRESIDENCY (US)'}, {u'name': u'subject', u'value': u'FEDERAL TAXES (US)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","The Republican vice-presidential candidate Paul D. Ryan and his wife, Janna, paid 20 percent of their adjusted gross income in federal income taxes in 2011 and 15.9 percent in 2010, according to tax returns he released Friday.The couple reported an adjusted gross income for 2011 of $323,416 -- about half of which came from Mr. Ryan's salary as a congressman from Wisconsin and chairman of the House Budget Committee -- and paid $64,764 in federal income taxes.",National Desk,2012-08-17T00:00:00Z,,"The Republican vice-presidential candidate Paul D. Ryan and his wife also paid 15.9 percent in federal income taxes in 2010, according to tax returns he released Friday.",The New York Times,http://www.nytimes.com/2012/08/18/us/politics/ryan-tax-returns-show-20-percent-rate-in-2011.html,462
683,"Rep Paul D Ryan has become a powerful influence on the intellectuals, economists, writers and policy makers who are at the heart of Washington's conservative establishment; members of think tanks regard Ryan as a rare example of a politician whose budget policies are backed by a deep knowledge of particulars and a general intellectual heft. Photo (M)",ANNIE LOWREY,[],Conservative Elite in Capital Pay Heed to Ryan as Thinker,502e80481c22dfde670b6643,"[{u'name': u'persons', u'value': u'RYAN, PAUL D JR'}, {u'name': u'subject', u'value': u'CONSERVATISM (US POLITICS)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- With the debate over the federal deficit roiling last year, David Smick, a financial market consultant, held a dinner for a bipartisan group of connected budget thinkers at his expansive home here.At the table were members of the city's conservative policy elite, including Alan Greenspan , the former chairman of the Federal Reserve, and William Kristol , the editor of The Weekly Standard.",National Desk,2012-08-17T00:00:00Z,,"Since his emergence as the key Congressional Republican on the budget issue, Representative Paul D. Ryan has had a powerful influence on intellectuals, writers and policy makers.",The New York Times,http://www.nytimes.com/2012/08/18/us/politics/ryan-has-ear-of-washingtons-conservative-establishment.html,1041
684,"Judge Robert Simpson of Pennsylvania, a Republican, declines to block newly enacted state law requiring specific kinds of photo identification to vote; liberal groups, arguing that minorities and the poor would be disproportionately deprived of the ability to vote, say they will appeal to the State Supreme Court to stop the law before the November elections.",ETHAN BRONNER,[],Pennsylvania Judge Keeps Voter ID Law Intact on Its Way to Higher Court,515d9d27cf28d0219d0006bf,"[{u'value': u'Presidential Election of 2012', u'is_major': u'N', u'rank': u'5', u'name': u'subject'}, {u'value': u'Decisions and Verdicts', u'is_major': u'N', u'rank': u'1', u'name': u'subject'}, {u'value': u'Identification Devices', u'is_major': u'Y', u'rank': u'8', u'name': u'subject'}, {u'value': u'Voting and Voters', u'is_major': u'N', u'rank': u'6', u'name': u'subject'}, {u'value': u'Discrimination', u'is_major': u'N', u'rank': u'7', u'name': u'subject'}, {u'value': u'Voter Registration and Requirements', u'is_major': u'Y', u'rank': u'3', u'name': u'subject'}, {u'value': u'Law and Legislation', u'is_major': u'N', u'rank': u'2', u'name': u'subject'}, {u'value': u'Pennsylvania', u'is_major': u'Y', u'rank': u'4', u'name': u'glocations'}]",An appeal to the state Supreme Court was planned after opponents of a requirement for photo identification were denied an injunction.,National,2012-08-16T00:00:00Z,Pennsylvania Judge Keeps Voter ID Law Intact,An appeal to the state Supreme Court was planned after opponents of a requirement for photo identification were denied an injunction.,The New York Times,http://www.nytimes.com/2012/08/16/us/politics/pennsylvania-judge-keeps-voter-id-law-intact.html,871
685,"Private equity can be a valuable source of capital and expertise for small-business owners, but owners should know what they--and the investors--want from the deal; overview of things to consider by owners before taking the money.",JESSICA BRUDER,[],Owners Should Know What They’re Getting With Private Equity,51c383647e0d9c0839d2a959,"[{u'value': u'Small Business', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Private Equity', u'is_major': u'Y', u'rank': u'3', u'name': u'subject'}, {u'value': u'Entrepreneurship', u'is_major': u'N', u'rank': u'2', u'name': u'subject'}, {u'value': u'Presidential Election of 2012', u'is_major': u'N', u'rank': u'4', u'name': u'subject'}]","Private equity can be a valuable source of capital and expertise for small-business owners, but owners should know what they — and the investors — want from the deal.",Business,2012-08-16T00:00:00Z,What Small-Business Owners Should Know About Private Equity,"Private equity can be a valuable source of capital and expertise for small-business owners, but owners should know what they — and the investors — want from the deal.",The New York Times,http://www.nytimes.com/2012/08/16/business/smallbusiness/what-small-business-owners-should-know-about-private-equity.html,1289
686,Polling experts say the share of swing voter up for grabs in the presidential election is likely between just 3 and 5 percent. Photo (M),REBECCA BERG,[],"Few Voters Are Truly Up for Grabs, Research Shows",502d2d141c22dfde670b63c2,"[{u'name': u'subject', u'value': u'VOTING AND VOTERS'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- Curtis Napier, a 52-year-old father of two in Lima, Ohio, belongs to a much-discussed group of Americans that is far smaller than is often realized: He is a true swing voter.He voted for George W. Bush in 2004 and for Barack Obama in 2008. With three months remaining in the campaign between President Obama and Mitt Romney, Mr. Napier said, ''I may not just vote for either one of them.''",U.S. / Politics,2012-08-16T00:00:00Z,,"Nationally, the share of voters who could decide the election is likely between just 3 percent and 5 percent, polling experts say.",The New York Times,http://www.nytimes.com/2012/08/17/us/politics/pursuing-the-elusive-swing-voter.html,1248
