,author,date,section,word_count,abstract
195,"Bierman, Noah","Aug 16, 2012",Metro,533,"
Engstrom cited Warren's oppo-sition to the Keystone oil pipeline, her support for President Obama's health care law, and her plans to raise taxes on upper-income earners.
"
196,,"Aug 19, 2012",EditorialOpinion,312,"
Low voter registration and turnout rates in many elections are troubling symptoms of a public that is either ignorant, apathetic, or cynical about the impact their votes can have on the quality of governance affecting their lives.
"
197,"Vennochi, Joan","Aug 19, 2012",EditorialOpinion,728,"
[...]last winter, Brown backed the so-called Blunt Amendment, which would have allowed religious groups and employers with moral objections to deny health care coverage for birth control.
"
198,"Barro, Josh","Aug 20, 2012",EditorialOpinion,672,"
[...]instead of using competitive bidding to increase the sweetness of Medicare benefits (which is how the system works today) it would use bidding to achieve cost control.
"
199,"Leddy, Chuck","Aug 22, 2012",Arts,680,"
Book Review  Occupy Nation: The Roots, the Spirit, and the Promise of Occupy Wall Street  By Todd Gitlin  HarperCollins, 320 pp., $12.99  In New York's Zuccotti Park on Sept. 17, 2011, a group of activists triggered the Occupy Wall Street movement, seizing along with the park in lower Manhattan a growing national spotlight around issues of economic inequality.
"
200,"Rowland, Christopher","Aug 26, 2012",National,1382,"
The big business of treating elected officials to lavish events will be in full swing at both parties' conventions.  john tlumacki/globe staff  WASHINGTON - It is billed as an opportunity to schmooze directly with members of the House Democratic Caucus, complete with celebrity guests, private patio, and VIP room.
"
201,,"Aug 26, 2012",Metro,782,"
Romney lost that campaign, but this week Sisk hopes to help send him on to victory over President Obama by casting a vote to formally nominate Romney as the Republican Party's 2012 presidential candidate.
"
202,"Kay Lehman Schlozman; Verba, Sidney; Brady, Henry E","Aug 26, 2012",Ideas,2085,"
The astonishing diversity of organizations that lobby might give the impression that they represent the full spectrum of American life, from pro-business groups like the Chamber of Commerce to unions like the AFL-CIO, and from right to left--with plenty of groups, like the National Safety Council, that have no obvious ideological coloration.    Only 5 percent represent broad public interests (whether conservative or liberal or neither) such as wilderness preservation, auto safety, national security, human rights abroad, lower taxes, reproductive rights, and citizen education.
"
203,"Lewis, Kevin","Aug 26, 2012",Ideas,629,"
If, at the end of a long day, you've ever felt the desire to retreat into the world of your favorite TV show, you may be onto something, according to a researcher at the University of Buffalo.
"
204,"Levenson, Michael","Aug 28, 2012",Metro,952,"
Brown, for instance, spent $2.8 million in the last six weeks at Multi Media Services Corp., a Virginia agency that buys ads for candidates and political groups and whose clients have included Bob Dole's presidential campaign and the US Chamber of Commerce.    In addition to focusing on the plight of an iconic industry, the ad is part of Brown's effort to lean heavily on his homegrown, blue-collar image and draw an implicit contrast with Warren, a Harvard Law School professor.
"
205,"Canellos, Peter","Aug 30, 2012",EditorialOpinion,704,"
Republican presidential candidate Mitt Romney greets the convention crowd in Tampa Tuesday.  getty images  TAMPA  In between convention speeches, Republican delegates swarmed the corridors of the Tampa Bay Times Forum, buying soft pretzels and hot dogs, and lingering in a converted sports shop now dubbed the Romney-Ryan Store.
"
206,"Phillips, Frank","Aug 30, 2012",Metro,802,"
[...]he defended the profits that he collected from selling his list of contributors, saying the $14,300 debt he forgave his campaign in exchange for obtaining the roster is evidence that he abided by federal campaign finance rules.  Candidates may use them, but only if they buy them at fair market value and publicly disclose the transaction.    Because he was running against such a high-profile Democrat -- and one so despised by conservatives --
"
207,"Turner, Lane","Sep 1, 2012",Lifestyle,166,"
[...]going back through decades of photographs, it's clear that candidates on the stump relied on many of the same strategies.
"
208,"Rowland, Christopher","Sep 2, 2012",National,3629,"
By the 2008 Democratic National Convention in Denver and his subsequent election as president, Obama had established himself as potentially one of the most transformative politicians in American history, provoking the sort of rapture reserved for religious icons and rock stars.
"
209,"Laidler, John","Sep 2, 2012",Regional,1171,"
The 2012 state election season is hitting full stride as Democrats and Republicans hold primaries Thursday to choose candidates for the Nov. 6 state election.    The Democratic race for Baddour's former First Essex Senate seat features former three-term Methuen mayor William M. Manzi III, former three-term Newburyport city councilor at large Kathleen A. O'Connor Ives; and Timothy J. Coco, a business owner from Haverhill.
"
210,"Johnston, Katie","Sep 3, 2012",Business,949,"
[...]2,000 bus riders took up the cause of 100 local union members and persuaded their mayors to add bus service, at the same time routes were being cut in other cities.
"
211,"Bender, Bryan","Sep 3, 2012",National,1279,"
Polls show that Obama is the first Democratic presidential candidate in decades to hold a clear advantage on foreign policy over his GOP opponent -- in this case a former Massachusetts governor with little experience in international affairs.  The first stage of the strategy has already been implemented, with campaign surrogates reminding voters that Obama ended the Iraq War as promised, ordered the bold raid that killed Osama bin Laden, and worked to repair tattered relations with allies.
"
212,,"Sep 5, 2012",EditorialOpinion,749,"
President Obama and his party are hoping to contrast their longstanding support for Social Security and Medicare with Republican plans to turn Medicare into a voucher program, which would reduce benefits for future seniors.
"
213,"Mooney, Brian C","Sep 7, 2012",Metro,834,"
New Hampshire has followed the national results in eight of the last 10 presidential elections, backing the losing candidate in 1976, when the state went for President Ford over Jimmy Carter, and 2004, when New Hampshire narrowly backed John Kerry of Massachusetts over President George W. Bush.
"
214,,"Sep 8, 2012",National,1146,"
Conventions, once used to pick presidential, or at least vice presidential candidates, sometimes in smoke-filled rooms, are now mostly a made-for-TV production, with little real business conducted.    Some organizations are turning to sophisticated data mining, direct mail, the Internet, and other strategies to register voters typically underrepresented on the rolls, including young people and ethnic minorities.
"
215,,"Sep 8, 2012",EditorialOpinion,195,"
[...]Jerusalem is also very important to the Palestinians, and is a holy city to them as well.  [...]it would have been better if the Democrats had not tinkered with the original language in their 2012 platform about Jerusalem, which omitted explicit mention of Jerusalem (""Under fire, Democrats revise plank on Jerusalem,"" Page A1, Sept. 6).
"
216,"Johnson, Glen","Sep 9, 2012",Metro,805,"
Kerry, the Democrats' 2004 presidential nominee, said: ""As the victim of a tape from Osama bin Laden on a Friday before an election on Tuesday -- that we were going to win and then didn't -- I'm particularly sensitive to October and October surprises and October problems.""
"
217,"Wangsness, Lisa","Sep 11, 2012",Metro,1115,"
The national Episcopal Church, for example, officially opposes physician-assisted suicide.
"
218,,"Sep 13, 2012",Lifestyle,245,"
In 2007, the NFL fined Patriots coach Bill Belichick $500,000 and the team $250,000 for spying on the New York Jets during a game.
"
219,"Viser, Matt","Sep 14, 2012",National,1080,"
The irony is that Obama -- who faced so much criticism four years ago that he was a foreign policy novice that he picked the chairman of the Senate Committee on Foreign Relations as his running mate -- is now the one positioned to benefit from the prominence of foreign policy.    ""Foreign policy and national security has always been the wild card in this election,"" said Peter Feaver, a professor at Duke University who was on President George W. Bush's national security team.
"
220,"Wirzbicki, Alan","Sep 15, 2012",National,885,"
Obama, in his speech, said that while he honored entrepreneurship, Democrats also ""believe in something called citizenship.""  Since the conventions, some snippets of evidence have emerged that the GOP's bid to focus the race on values may actually be helping Obama.
"
221,"Borchers, Callum","Sep 19, 2012",National,992,"
[...]contrary to Romney's assertion that these are ""people who will vote for the president no matter what,"" many Americans who pay no federal income taxes are members of important Republican voting blocs -- including seniors and residents of the Bible Belt.  Patchwork Nation -- a collaborative research project of the Wall Street Journal, Christian Science Monitor, PBS NewsHour, WNYC Radio, and the Jefferson Institute -- analyzed county-by-county voting patterns in the last three presidential elections and found overwhelming GOP support in places characterized by low incomes and high populations of service industry and agricultural workers and evangelical Christians.
"
222,Bobby Caina Calvan,"Sep 20, 2012",National,1195,"
Republicans have twice passed Ryan's budget plan, seeking to cut projected spending for Medicare by at least $700 billion over 10 years and remake part of it into a voucher system that would allow seniors to buy private insurance instead of having the government pay for services.  The Ryan budget would slice $5.3 trillion from projected government spending over 10 years, which could mean huge cuts for such programs as food stamps, college Pell grants, Medicaid, and other aid for struggling families.
"
223,"Bray, Hiawatha","Sep 20, 2012",Business,767,"
For something a little fancier, there's iHeartRadio, a free app developed by the radio conglomerate Clear Channel Communications to feature its own stations.  The free version of TuneIn Radio lists thousands of traditional radio stations around the world, sorting them by location and genre.
"
224,,"Sep 23, 2012",Metro,719,"
[BLACK RIGHT-POINTING POINTER]In 1952, Senator -Richard M. -Nixon, Republican of California, salvaged his vice presidential nomination by appearing live on television to rebut allegations of -improper campaign fund-raising.  Governor Gray Davis signed a law making California the first state to offer workers paid family leave.\n
"
225,"Lewis, Kevin","Sep 23, 2012",Ideas,701,"
By comparing gubernatorial and presidential election results with unemployment data at the county level, a political science professor at Ohio State University has found that higher unemployment helps Democrats, regardless of incumbency.
"
226,"Gilbert, Matthew","Sep 23, 2012",Arts,2099,"
By the end of a single Oscar season, I'm tired of the nominees and their thank-yous; I was sick of ""The Artist"" before I even saw it.  Yes, some of the greatest shows, including ""The Wire,"" ""Homicide: Life on the Street,"" and ""Buffy the Vampire Slayer"" have been underrepresented, if not invisible.
"
227,"Rattigan, David","Sep 23, 2012",Regional,748,"
According to information provided by the school district, if bonding for the full $2,075,000 is approved, at 4 percent interest over 20 years, the impact to the average homeowner would be $31.54 per year in Hamilton and $32.62 in Wenham.  
"
228,"DiDomizio, Milva","Sep 24, 2012",Lifestyle,526,"
PICK OF THE DAY  Secretarial skills  In the 1980 movie ""9 to 5,"" the female office workers show up on time, work hard, and are smarter and more capable than their boss, who has a few minor character flaws (Jane Fonda's character calls him ""a sexist, egotistical, lying, hypocritical bigot"").
"
229,"Syre, Steven","Sep 25, 2012",Business,760,"
[...]markets have ridden big ups and downs so far this year.
"
230,"Jacoby, Jeff","Sep 26, 2012",EditorialOpinion,687,"
President Obama on ""60 Minutes,"" Sept. 23  At every milestone in Obama's journey to the White House -- from the keynote address in Boston that put him on the national radar screen to his inaugural address in 2009 -- he held himself out as a healer.  The vice president claims that Republicans want to put voters ""back in chains.""
"
231,"Kayyem, Juliette","Sep 27, 2012",EditorialOpinion,763,"
According to a report released last week by the independent Center for Strategic and Budgetary Assessments, fears of massive cuts are unfounded.
"
232,"Arsenault, Mark","Sep 28, 2012",Metro,913,"
The candidates disagreed over the plan named for US Representative Paul Ryan, the GOP vice-presidential nominee, to restructure Medicare to allow senior citizens the option to choose to receive vouchers to pursue health care in the private market.  Both opposed the so-called ""right to die"" ballot question that would allow doctors to prescribe lethal drugs to terminally ill patients; both opposed the ballot question seeking to legalize medical marijuana.
"
233,"Abraham, Yvonne","Sep 30, 2012",Metro,666,"
Brown's campaign has launched this latest TV spot amid controversy over the racist behavior of his sophomoric supporters and staff members, who mocked Warren's claims of Native American heritage with -tomahawk chops and war whoops last weekend.
"
234,"Ellenberg, Jordan","Sep 30, 2012",Arts,1185,"
Both Cobain and Silver were devoted to cultural practices that had been confined to small, inward-looking cadres of true believers (for Silver, quantitative forecasting of sports and politics, for Cobain, grunge.) And both proved that if you carried the practice out in public, with an approachable style but without compromising the source material, you could make it massively popular.  [...]the river made it up to 54 feet, topping the levees and pouring into Grand Forks, where it caused massive damage.
"
235,"Whittemore, Katharine","Sep 30, 2012",Arts,1266,"
Keep that in mind as the 2012-2013 term slogs on, for there will likely be reconsiderations of affirmative action and voting rights, plus another potential earthquake: a federal decision on same-sex marriage.  When the Supreme Court continually shot down his New Deal programs, he tried to force retirement of current justices and stuff the court with his own nominees.
"
236,"Green, Joshua","Sep 30, 2012",EditorialOpinion,745,"
Recently, I got a chance to observe a focus group of undecided voters in Fairfax County, Va., put on by the University of Pennsylvania's Annenberg Public Policy Center.
"
237,"Arsenault, Mark","Oct 1, 2012",Metro,801,"
Mayor Dan Rizzo will try to acquire the Wonderland Greyhound Park property for the city in his casino negotiations with nearby Suffolk Downs, as the first piece of an ambitious plan to bring the New England Revolution professional soccer team to Revere.    State Senator Stanley Rosenberg, an Amherst Democrat and one of the architects of the casino law, said lawmakers gave cities and towns leverage over developers to ensure that the communities are made whole for any negative effects from casino developments or for any added drain on services.
"
238,"Viser, Matt","Oct 2, 2012",National,1150,"
There are many ways in which Romney's flagging 2012 presidential campaign is different from his gubernatorial race of a decade ago.  Several weeks after Romney, with no primary opponent, officially became the Republican gubernatorial nominee in 2002, a late September poll showed he had not only lost his lead but had slipped six points behind his Democratic opponent, state Treasurer Shannon O'Brien.
"
239,"Viser, Matt","Oct 6, 2012",National,1373,"
WASHINGTON - President Obama got an unexpected boost on Friday, with the unemployment rate dropping below 8 percent for the first time since he took office and providing him with new ammunition in his battle to convince voters that his economic policies are working, albeit slowly.
"
240,"Kranish, Michael","Oct 7, 2012",National,1579,"
President Obama led Romney among women by 18 points while trailing among men by 10 points, according to a Quinnipiac University national survey.  [...]women typically vote in larger numbers than men, amplifying their political power.
"
241,"Johnson, Glen","Oct 7, 2012",Metro,748,"
Christie isn't up for reelection until next year, but he is a prominent Romney surrogate who delivered the keynote address at the Republican National Convention, making some of the focus understandable.
"
242,"Zimmer, Ben","Oct 7, 2012",Ideas,940,"
Summing up Romney's surreptitiously taped presentation to campaign donors in Boca Raton last May, Corn wrote, ""He displayed a high degree of disgust for nearly half of his fellow citizens, lumping all Obama voters into a mass of shiftless moochers who don't contribute much, if anything, to society.""  In a 1935 article in The Baltimore Sun, an evangelist from the Women's Christian Temperance Union described the ""female moocher"" as a woman ""who goes up to a bar with only a dime in her purse, buys a drink, and then stays there with one foot on the brass rail until men come along who will buy her drinks and get her drunk.""
"
243,"Rowland, Christopher","Oct 8, 2012",National,1155,"
[...]Woodson and his wife, Christine -- parents of five children -- most likely have shared in some of that tax cut.  [...]Obama is getting little credit for it, despite his statements on the stump.
"
244,,"Oct 9, 2012",Arts,704,"
ON WGBH  Greater Boston 6 p.m. WGBH (Channel 2) ""Frontline"" producer Michael Kirk discusses ""The Choice 2012;"" Jared Bowen divulges a gem at the Worcester Art Museum.    RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series.  
"
245,,"Oct 10, 2012",Arts,667,"
RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series: medical marijuana.    Burlesque 9 p.m. (STARZ) A small-town girl (Christina Aguilera) with big talent restores a fading musical revue to glory.\n
"
246,"Levenson, Michael","Oct 11, 2012",Metro,1017,"
Warren, however, pounced on Brown's opposition to a bill that would have made it easier for women to sue for damages in cases of pay discrimination, and his cosponsorship of the Blunt Amendment, which would allow employers to -deny coverage for services such as abortion and contraception which they oppose on moral or religious grounds.
"
247,"Woolhouse, Megan","Oct 11, 2012",Business,445,"
In the New England district, some businesses expressed concern that the presidential election, domestic politics generally, and the potential expiration of some tax benefits in January could slow hiring as well as demand, particularly in the commercial real estate -sector.
"
248,"Johnson, Glen","Oct 12, 2012",Metro,2605,"
Brown's dual roles and transfer have created a rare phenomenon: a US senator from Massachusetts sworn as a military officer to uphold the constitution of Maryland and, should the need arise, to take orders from Governor Martin O'Malley of Maryland.
"
249,"Borchers, Callum","Oct 12, 2012",National,740,"
The Hyde Amendment allows federal dollars to be used for abortions in cases of rape and incest, but the proposed bill would have limited the incest exemption to minors and covered victims of ""forcible rape.""
"
250,"Loth, Renee","Oct 13, 2012",EditorialOpinion,728,"
The ""ethnic gap"" between Hispanic voters who favor the Democratic Party (62 percent) over the Republicans (25 percent) is 37 points -- wider than the gender gap.
"
251,"Kranish, Michael","Oct 14, 2012",National,1746,"
Therein lies one of the more unlikely stories of this year's presidential campaign: evangelicals, some of whom played a role in Romney's defeat in 2008, and nearly upset his effort in 2012, are now a vital part of Romney's hope to win in Virginia and several other swing states where evangelicals are a major constituency.    On recent Sundays, Custalow said, he has preached to his congregation the importance of voting for a candidate who opposes abortion and gay marriage, leaving no doubt he backed Romney and opposed Obama.
"
252,,"Oct 14, 2012",National,382,"
Guests: Florida Representative Debbie Wasserman Schultz; Al Cardenas, former chairman of the Florida Republican Party; Grover Norquist, president of Americans for Tax Reform; Susan Page, Washington bureau chief, USA Today; Jim Acosta, national political correspondent; Robert Gibbs, adviser to President Obama's reelection campaign; and Ed Gillespie, adviser to Mitt Romney's campaign. 9 a.m. (CNN)  
"
253,"Cambanis, Thanassis","Oct 14, 2012",Ideas,2096,"
Because of the importance of oil, security in the Persian Gulf would henceforth be considered a fundamental American interest.
"
254,"DiDomizio, Milva","Oct 15, 2012",Lifestyle,517,"
Hear the ""Sexual Personae"" author talk about her new book, ""Glittering Images: A Journey Through Art From Egypt to Star Wars.""
"
255,"Gilbert, Matthew","Oct 16, 2012",Metro,1245,"
After the first presidential debate -- even during it -- the media and the public piled on moderator Jim Lehrer for being passive and letting the candidates talk over him.  Dissection of the moderator ""is much more intense this time around than I can recall in 2008 or 2004,"" according to CBS's Bob Schieffer, who moderated presidential debates in the previous two elections and will moderate the third and final 2012 presidential debate on Oct. 22.
"
256,,"Oct 16, 2012",Arts,711,"
Race 2012 8 p.m. WGBH (Channel 2) The changing racial makeup of America is viewed through the prism of the 2012 presidential election.    RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series continues with a focus on energy and town utilities.  
"
257,,"Oct 17, 2012",Arts,678,"
ON CHRONICLE  Main Streets and Back Roads: Hudson River Valley 7:30 p.m. WCVB-TV (Channel 5) Autumn along the Hudson River.    RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series: diversity and immigration.  
"
258,"Rattigan, David","Oct 18, 2012",Regional,394,"
According to information provided by the school district, if bonding for the full $2,075,000 is approved, at 4 percent interest over 20 years, the yearly added cost to the average homeowner would be $31.54 in Hamilton and $32.62 in Wenham.  
"
259,"Coronella, Steve","Oct 18, 2012",Regional,676,"
A positive outcome from an Internet initiative on voter registration or an online campaign to eradicate child labor occurs so much more quickly in our wired age.\n
"
260,"Mooney, Brian C","Oct 20, 2012",Metro,954,"
Registration data from the six swing states that record newly registered voters' party preference indicate a Democratic edge in new sign-ups since the primaries and caucuses earlier this year, but the numbers fall short of what the party achieved in 2008 -- and newly registered independents easily exceed new registrations by either party.
"
261,"Zimmer, Ben","Oct 21, 2012",Ideas,973,"
Nothing would make Democrats happier, meanwhile, than to cast rocker Ted Nugent, who has used ultraviolent language in denouncing Obama, as a trusted Romney surrogate--as Democratic National Committee chairwoman Debbie Wasserman Schultz has described him.  George Romney, then secretary of housing and urban development, was a top Nixon surrogate that year; Mitt's mother, Lenore Romney, was also seen as a valuable surrogate, both as the former first lady of Michigan and because of her own political experience running for the US Senate in 1970.
"
262,"Parker, Brock","Oct 21, 2012",Regional,640,"
According to records on file with the state Office of Campaign and Political Finance, Brownsberger had a commanding lead over Aylward in campaign funds headed into the primary elections.
"
263,"Sununu, John E","Oct 22, 2012",EditorialOpinion,774,"
Since 1950, our population has more than doubled.  Long before the fashionable politics of ""green jobs,"" the New Hampshire Forest Society was helping to found the National Forest System and championing the concept of ""multiple-use"" -- an approach to conservation that welcomes hunting, recreation, and logging as part of a balanced management plan.
"
264,"Ebbert, Stephanie","Oct 22, 2012",Metro,918,"
Warren launched a new ad Friday that warned that Republican control of the Senate could result in deep cuts to education and Medicare, new tax breaks for millionaires, and a new Supreme Court justice who could overturn the law legalizing abortion.     ""Because right now, that middle is dwindling.
"
265,,"Oct 22, 2012",Arts,629,"
Presidential Debate 9 p.m. WGBH (Channel 2) President Obama and Mitt Romney discuss foreign policy.    MOVIES  Aftershock: Earthquake in New York 8 p.m. (ENCR) A catastrophic quake flattens the Big Apple.
"
266,"Weiss, Joanna","Oct 23, 2012",EditorialOpinion,750,"
First we got ""Etch A Sketch"" and ""you didn't build that,"" followed by ""literally"" and ""47 percent,"" ""Big Bird,"" and ""binders full of women.""
"
267,,"Oct 24, 2012",Arts,686,"
RADIO HIGHLIGHTS  Boston Public Radio Noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series: gay marriage.    Stonyfield Farm chairman Gary Hirshberg and journalist Matt Taibbi.  
"
268,,"Oct 25, 2012",Arts,649,"
RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series: unions and collective bargaining.    First lady Michelle Obama; Ciara performs.  
"
269,"Preer, Robert","Oct 25, 2012",Regional,885,"
In her opening statement at a Plymouth Area League of Women Voters debate last week in Kingston, Murray said, ""During my time on Beacon Hill I have been a very strong voice for my constituents and actually every member of the Commonwealth.  Because I can work across the aisle and with the House and with the administration, we have been able to accomplish major pieces of legislation this year that positively affect everyone in the Commonwealth.""  According to Kryzanek, the presidential election and the US Senate race between Scott Brown and Elizabeth Warren could boost turnout.\n
"
270,"Brown, Joel","Oct 26, 2012",Arts,916,"
44 PLAYS FOR 44 PRESIDENTS  Presented by Bad Habit Productions  At: Deane Rehearsal Hall, Calderwood Pavilion, Boston Center for the Arts, Oct. 27-Nov.  [...]Bad Habit Productions is willing to lay it all out for you, from George Washington to Barack Obama, in chronological order, in less than two hours.
"
271,,"Oct 26, 2012",Arts,692,"
ON CHRONICLE  Commitment 2012: A Chronicle Election Special 7:30 p.m. WCVB-TV (Channel 5) Ballot questions that allow physician assisted suicide and the medical use of marijuana.    Classical Music With Cathy Fuller 2 p.m. Classical New England (99.5) ""Drive Time Live,"" featuring a preview of tomorrow's Classical Cartoon Festival at Symphony Hall.  
"
272,"Arsenault, Mark","Oct 28, 2012",Metro,1874,"
Brown is both a national political figure and something of a pop culture celebrity; his election was fodder for Sunday morning talk shows as well as ""Saturday Night Live.""  First-time voter Matt Corwin, 19, visiting the fair from Hingham, has already made up his mind in the race, voting absentee for Brown because he will be out-of-state, at the University of Alabama, on Election Day.
"
273,,"Oct 28, 2012",National,232,"
Guests: Chrystia Freeland, editor, Thomson Reuters Digital; Joe Klein, political columnist, Time; Kenneth Rogoff,professor of economics and public policy at Harvard University; Amity Shlaes, columnist, Bloomberg, director of the Four Percent Growth Project, George W. Bush Center; Imran Khan, of Pakistan's Tehreek-e-Insaf political party; Abrahm Lustgarten, environmental reporter, ProPublica; Ann McIlhenny, documentary filmmaker, FrackNation. 10 a.m. and 1 p.m. (CNN)  
"
274,,"Oct 28, 2012",Metro,731,"
Talk show host-actress Sheryl Underwood is 49.  [BLACK RIGHT-POINTING POINTER] In 1962, Soviet leader Nikita Khrushchev informed the United States that he had ordered the dismantling of missile bases in Cuba; in exchange, Washington secretly agreed to remove nuclear missiles from US installations in Turkey.  
"
275,"Whittemore, Katharine","Oct 28, 2012",Arts,1329,"
Ever since the Federal Election Campaign Act of 1974, which placed tight limits on campaign contributions by individuals, political parties, and political action committees, incumbent presidents seeking re-election must devote more time to raise enough funds; Doherty likes the title ""Fund-raiser-in-Chief.""  ""Packaging the Presidency: A History and Criticism of Presidential Campaign Advertising"" (Oxford University, 1992) beautifully shows how modern media changed everything.\n
"
276,"Hopp-Bruce, Heather","Oct 28, 2012",EditorialOpinion,154,"
[...]in the Sabermetrics spirit of leaving emotion out of the equation -- while also in the cable-news-talking-head spirit of willfully ignoring all data -- we bring you a few totally unbiased games with which to predict the 2012 presidential election.
"
277,"Russo, Tom","Oct 28, 2012",Arts,468,"
(Polanski earned an Oscar nod for his screenplay, and Ruth Gordon won best supporting actress as Farrow's suspiciously overfriendly neighbor.) Extras: A new retrospective interviews Polanski, Farrow, and larger-than-life production exec Robert Evans.
"
278,"Franzini, Laura E","Oct 28, 2012",Regional,798,"
Timilty chairs the Joint Committee on Public Safety and Homeland Security, is the vice chairman of the Joint Committee on Revenue, and sits on the Joint Committee on Consumer Protection and Professional Licensures, the Joint Committee on Municipalities and Regional Government, the Joint Committee on Public Health, and the Senate Committee on Ways and Means.  
"
279,"Laidler, John","Oct 28, 2012",Regional,998,"
Among those advocating for passage of the ""Death with Dignity"" ballot question is Heather Clish of Reading, whose terminally ill father died last year in a physician-assisted suicide in his home state of Oregon, which permits the practice.  
"
280,"Kayyem, Juliette","Oct 29, 2012",EditorialOpinion,707,"
[...]the crisis mattered; its impact is still influential as it relates to US policy toward nuclear ambitions in Iran or North Korea today.  Since the crisis, the relationship between the United States and Cuba has remained static.
"
281,,"Oct 29, 2012",Arts,665,"
Independent Lens ""Love Free or Die"" 10 p.m. WGBH (Channel 2) The story of V. Gene Robinson, the first openly gay bishop in the Episcopal Church.    RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series: stimulus money impact -- infrastructure.  
"
282,"Daley, Beth","Oct 30, 2012",Metro,580,"
Tweeters are calling Hurricane Sandy Mother Nature's revenge:  Because so few prominent politicians have even mentioned climate change this election season, they say, she has cooked up a reminder.
"
283,,"Oct 30, 2012",Lifestyle,672,"
RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) ""30 Issues in 30 Days"" election series:  Boston Public Radio 8 p.m. WGBH-FM (89.7) Post-debate special with Emily Rooney, Peter Blute, and Shannon O'Brien.  
"
284,"Gelinas, Nicole","Oct 31, 2012",EditorialOpinion,753,"
[...]few inside the Beltway noticed until fall of 2008, when falling home prices caused a financial crisis for Wall Street.  In his 2008 convention speech, Obama said that people ""watching your home values plummet"" should know that ""the failure to respond is a direct result of . . . the failed policies of George W. Bush.""
"
285,,"Oct 31, 2012",Lifestyle,657,"
Friday the 13th 8 p.m. (MTV) Remake has masked killer Jason Voorhees terrorizing vacationing college students.  Halloween 8 p.m., 10:30 p.m. (SPIKE) Gory remake about a psycho killer who escapes from a psychiatric facility.
"
286,"Teitell, Beth","Nov 1, 2012",Metro,1045,"
With the election less than a week away, we've turned into a nation of poll junkies, fed by an industry that's pumping out about 30 percent more polls than it did during the 2008 election, according to an estimate by the president of the American Association for Public Opinion Research, Paul J. Lavrakas.    There are so many polls, in fact, that we now need poll-aggregation and analysis sites -- like Silver's blog and RealClearPolitics -- to make sense of all the numbers.
"
287,"Wirzbicki, Alan","Nov 1, 2012",National,1081,"
A loss by Romney, despite what is shaping up to be stronger support from whites than any Republican candidate has received in a generation, would underscore the growing political power of minority voters.  Michael Dimock, Pew's associate director for research, said that white voters without college degrees, who tend to have lower incomes and may be more likely to be suffering from sluggish economic growth, accounted for most of Obama's falloff in the poll.
"
288,"Glaeser, Edward L","Nov 1, 2012",EditorialOpinion,713,"
Studies often find little correlation between school quality and spending, and it is even easier to waste vast sums on infrastructure boondoggles, such as Detroit's People Mover monorail.  Since America cannot give up on education or infrastructure, the right response to these shortcomings is not Ayn Randian individualism, but a passionate commitment to the wonky business of public-sector efficiency.
"
289,,"Nov 1, 2012",Lifestyle,169,"
The Musical"" opens at the Citi Performing Arts Center Wang Theatre. www.citicenter.org  Nov. 25 The Capitol Steps' ""2012 Winners and Losers Edition"" at Sanders Theatre in Cambridge. www.ofa.fas.harvard.edu/box office  New England Ringers' ""Angels, Bells and Kings"" at Rogers Center for the Arts in North Andover. www.newenglandringers.org  Nov. 26 Neil Young &amp; Crazy Horse (above) at TD Garden. www.livenation.com  Nov. 29 OperaHub's ""The Long Christmas Dinner"" opens at Plaza Black Box Theatre at Boston Center for the Arts. www.operahub.org  JUNE WULFF
"
290,"Rattigan, David","Nov 1, 2012",Regional,499,"
According to information provided by the school district, if bonding for the full $2,075,000 is approved, at 4 percent interest over 20 years, the yearly added cost to the average homeowner would be $31.54 in Hamilton and $32.62 in Wenham.  
"
291,"Green, Joshua","Nov 2, 2012",EditorialOpinion,730,"
According to Kantar Media's Campaign Media Analysis Group, which tracks television ads, combined ad spending this election could reach $3.3 billion (eclipsing the 2008 total of $2.5 billion).
"
292,,"Nov 2, 2012",Arts,676,"
RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) Are homeowners finally getting help from foreclosure?    NEWS &amp; TALK SHOWS  Morning  CBS This Morning at 7 a.m. on Chs. 4 and 12.
"
293,"Gilbert, Matthew","Nov 2, 2012",Arts,264,"
2012 Breeders' Cup World Championships Saturday, 8 p.m., Channel 7  Didn't the Duggars win this one for the rest of forever?
"
294,"Ebbert, Stephanie","Nov 3, 2012",Metro,1013,"
[...]Thoughts, a group concerned with the measure's -impact on the disabled, has raised $31,550.
"
