,author,date,section,word_count,abstract,headline,source,subjects
1954,Anonymous,"Aug 1, 2011",Main News; Part A; Letters Desk,1209,,LETTERS,Los Angeles Times,
1955,Anonymous,"Sep 12, 2011",Main News; Part A; National Desk,320," Lawmakers were to return Monday to Raleigh to debate proposed amendments, including one to let voters next year decide if a state law already on the books defining marriage as between a man and a woman should be imprinted into the state constitution as well.",N.C. weighs gay marriage ban; Lawmakers will consider a proposal to amend the state constitution.,Los Angeles Times,"Bills, Candidates"
1956,"Stevens, Matt","Nov 17, 2011",Main News; Part A; Metro Desk,1632," Early each morning, he loads himself on his seven-speed black bicycle for the hourlong ride. Burt is a huddle of clothes, hunched over the handlebars, white plastic bags hanging as sentries.",COLUMN ONE; A city's rumpled mascot; Jon Burt is a holdover from beach town's earlier days,Los Angeles Times,"Mascots, Beaches, Personal profiles"
1957,"Johnson, Reed","Oct 23, 2011",Sunday Calendar; Part E; Calendar Desk,711," Drawing on the Getty institute's bulky archival holdings, ""A Nation Emerges"" traces the Mexican Revolution of 1910-1920 from its beginnings, when the country chafed under the iron heel of dictator-president Porfirio Diaz, through endless political twists and battlefield turns as the uprising devolved into a brutal civil war among rival factions and shaky alliances (not to mention U.S. military intervention).","PHOTOGRAPHY; Birth of Mexico, frame by frame; The Getty Research Institute explores the Mexican Revolution in a photo exhibition at the Central Library.",Los Angeles Times,"Fairs & exhibitions, Revolutions, Photography, Art exhibits"
1958,Anonymous,"Mar 21, 2011",Main News; Part A; Editorial Desk,341," A bill to repeal the federal Defense of Marriage Act, known as DOMA, wouldn't legalize same-sex marriage -- that's beyond the power of the federal government -- but it would safeguard the rights of married gay and lesbian couples to federal benefits.",Respecting all marriages,Los Angeles Times,"Legislation, Same sex marriage, Homosexuality, Equal rights, Gays & lesbians, Editorials -- Same sex marriage"
1959,Anonymous,"Jul 2, 2011",Main News; Part A; Editorial Desk,1041, [...] they have made the playoffs three times. [...] McCourt has made improvements to the landmark stadium and has invested in upgrading the roster.,True to the Dodgers; The storied franchise of Rickey and O'Malley must be owned by someone other than McCourt.,Los Angeles Times,"Editorials -- Los Angeles Dodgers, Divorce, Professional baseball, Athletes, Sports team owners"
1960,"Mascaro, Lisa; Parsons, Christi","Oct 17, 2011",Main News; Part A; National Desk,522," Congressional approval of long-delayed trade pacts was heralded last week as a moment of bipartisan cooperation between the White House and the GOP, but the difficulty in reaching that achievement underscores how challenging it will be to find common ground in the future.","THE NATION; Trade deals a rare sign of progress, or not",Los Angeles Times,"Bills, International trade, Trade agreements"
1961,"Cloud, David S; Zucchino, David","Sep 21, 2011",Main News; Part A; National Desk,1362," In particular, the Defense of Marriage Act prohibits giving federal benefits to same-sex couples, and a separate federal statute for the armed forces defines a spouse as a ""husband"" or a ""wife."" [...] unlike women and minorities, gays and lesbians are not recognized under law as a ""protected class,"" which would allow them to file formal complaints of employment discrimination.","Military gays celebrate new freedom; Euphoria and relief mark the end of 'don't ask, don't tell.' But legal and cultural challenges remain.",Los Angeles Times,"Employment discrimination, Homosexuality, Gays & lesbians, Military policy, Sexual orientation"
1962,"MacLeod, Scott","Jan 31, 2011",Main News; Part A; Editorial Desk,861," A profound political transformation is underway, and in the end it is likely to result, finally, in a legitimate government of the people for the largest Arab nation and create a model for the region. They celebrate national symbols such as the incomparable singer Umm Kulthum; immortal writers such as Taha Hussein and Naguib Mahfouz; and dazzling athletes such as Mohamed Aboutrika, star of Cairo's beloved Al Ahly football club. [...] if Nobel Peace Prize winner Mohamed ElBaradei has been scorned by Mubarak's regime, that has only made him more of a hero to Egyptians.",Egypt's moment; Young protesters are leading a broad movement that President Obama should support.,Los Angeles Times,"Foreign policy, Demonstrations & protests -- Egypt, Revolutions, Democracy, International relations-US -- Egypt"
1963,"Hiltzik, Michael","Nov 6, 2011",Business; Part B; Business Desk,1192," [...] the danger is that if it's seen chiefly as a PR device, then corporate giving -- currently a minuscule one-tenth of 1% of revenue among major corporations, according to the committee's latest survey -- will be first on the chopping block in economic downturns. [...] the giving-for-giving's-sake model always runs up against the notion that the only constituency that counts in corporate management is the shareholder.",Corporations need a social conscience,Los Angeles Times,"Social responsibility, Corporate management, Capitalism"
1964,"Murphy, Kim","Mar 4, 2011",Main News; Part A; National Desk,1777," A federal operation that allowed weapons from the U.S. to pass into the hands of suspected gun smugglers so they could be traced to the higher echelons of Mexican drug cartels has lost track of hundreds of firearms, many of which have been linked to crimes, including the fatal shooting of a Border Patrol agent in December.","MEXICO UNDER SIEGE; Border effort let guns into criminal hands; U.S. probe aimed at tracing arms to drug cartels lost track of hundreds, including two linked to agent's death.",Los Angeles Times,"Cartels, Smuggling, Drug trafficking, Law enforcement, Border patrol, Firearms, Rape, Criminal investigations"
1965,"Gold, Matea; Mason, Melanie","Jul 17, 2011",Main News; Part A; National Desk,1192," The efforts by these independent groups -- many of them so-called super PACS, which can raise unlimited amounts of money -- come just as GOP presidential hopefuls such as Michele Bachmann and Tim Pawlenty have launched their own upbeat ads to introduce themselves to Iowa voters.",Outside groups spend big on 2012 ads; TV spots that would normally be seen only in early states have already gone national.,Los Angeles Times,"Television advertising, Presidential elections, Candidates, Interest groups, Political advertising"
1966,Anonymous,"Apr 3, 2011",Main News; Part A; Editorial Desk,491," Fortunately for all concerned, the House GOP leadership hasn't been willing to forsake the kind of compromise that a divided government, and a citizenry with differing priorities, necessitate. [...] lawmakers concerned about deficit spending and the country's fiscal health have bigger fish to fry.",The right fiscal fight; Conservatives are already getting their way on budget cuts. It's time to attack long-term debt problems.,Los Angeles Times,"Shutdowns, Legislators, Editorials -- Federal budget, Federal budget, Fiscal years, Budget deficits, Conservatism, Bills"
1967,"Borzou Daragahi; Bennett, Brian","Mar 20, 2011",Main News; Part A; Foreign Desk,1329," U.S., French and British forces blasted Libyan air defenses and armor, drawing intense volleys of tracer and antiaircraft fire over Tripoli early Sunday at the start of a campaign aimed at protecting rebel-held areas that will severely test Moammar Kadafi's powers of survival.","REGION IN TURMOIL; ATTACK ON LIBYA; U.S., allies unleash cruise missiles on military targets",Los Angeles Times,"Missiles, Military air strikes, Guerrilla forces, Rebellions, Military deployment, Military strategy"
1968,"Geiger, Kim","Jul 9, 2011",LATExtra; Part AA; National Desk,426, The Defense Department is the only government agency that will receive a double-digit increase in its budget for fiscal year 2012. -- kim.geiger@latimes.com,"House tries to slow end of 'don't ask, don't tell'; Lawmakers pass a defense spending bill with amendments on chaplain training and same-sex marriage.",Los Angeles Times,"Gays & lesbians, Sexual orientation discrimination, Defense spending, Debates, Military policy"
1969,"Vartabedian, Ralph; Demick, Barbara; King, Laura","Mar 18, 2011",LATExtra; Part AA; Foreign Desk,1430," The struggle to cool down stricken nuclear reactors and spent fuel pools in northern Japan entered a second week Friday, with fluctuating radiation levels and blustery winds hampering efforts to douse the most damaged installations with water from military helicopters and firetrucks with high-powered hoses.","Dire breach at plant feared; A leak in a spent fuel pool would have no clear remedy, U.S. nuclear officials say.",Los Angeles Times,"Nuclear reactors, Radiation, Earthquakes, Nuclear accidents & safety, Nuclear power plants"
1970,"Serrano, Richard A","Sep 2, 2011",LATExtra; Part AA; National Desk,682," According to the emails, William D. Newell, then the ATF field supervisor for Arizona and New Mexico, was in close contact with O'Reilly and sought the White House's help to persuade the Mexican government to let ATF agents recover U.S. guns across the border.","White House got ATF emails; Obama staffers had some knowledge of Fast and Furious, if not the program's failures.",Los Angeles Times,"Smuggling, Electronic mail systems, Congressional investigations, Firearms, Criminal investigations"
1971,"Lee, Don; Hamburger, Tom; Petruno, Tom","Apr 19, 2011",Main News; Part A; Business Desk,1181," [...] risk, S&P reduced its outlook for the U.S. rating to ""negative"" from ""stable.""","Warning raises stakes in U.S. debt debate; Standard &amp; Poor's says it could lower nation's credit rating in the next two years, jolting financial markets.",Los Angeles Times,"Credit ratings, Interest rates, Fiscal policy, Budget deficits, Chambers of commerce, National debt"
1972,"Rodriguez, Gregory","May 30, 2011",Main News; Part A; Editorial Desk,703," Accusations of reverse discrimination have increased, along with high-profile court cases like the one filed by firefighters in New Haven, Conn., in which white men claimed they were denied potential promotions because of their race.",The unhappy majority,Los Angeles Times,"Reverse discrimination, Whites, Racism, Bias, Social conditions & trends -- United States--US, African Americans"
1973,Borzou Daragahi,"Jul 30, 2011",Main News; Part A; Foreign Desk,1130," The rift between Turkey's once-dominant military old guard and its rising Islamist political elite took a dramatic turn when nearly all the country's military leadership apparently resigned, escalating a power struggle in a nation that plays an increasingly vital role in the Middle East.",Turks' military chiefs depart; The apparent resignations come amid a standoff over jailed officers.,Los Angeles Times,"Politics, Indictments, Political leadership, Military officers"
1974,,"Nov 23, 2011",Main News; Part A; National Desk,291," Antoin ""Tony"" Rezko spent 3 1/2 years in custody awaiting sentencing on his 2008 convictions for fraud, money laundering and plotting to squeeze more than $7 million in kickbacks from companies that wanted to do business with the state during Blagojevich's governorship.",Blagojevich fundraiser gets 10 1/2 years for kickbacks,Los Angeles Times,"Money laundering, Criminal sentences, Corruption, Kickbacks"
1975,"Ellingwood, Ken; Renderos, Alex","May 16, 2011",Main News; Part A; Foreign Desk,455," The Guatemala office of the United Nations High Commissioner for Human Rights issued a statement condemning the massacre as a further sign of the lawlessness in Peten, a region it said is beset by drug trafficking, oligarchic landownership, illegal cattle-raising and threats to evict rural dwellers from their plots.",Farm attack leaves 27 dead; Guatemalan officials say the massacre took place in a border region often used by Mexican drug gangs.,Los Angeles Times,"Cartels, Massacres, Criminal investigations"
1976,Anonymous,"Jan 16, 2011",Main News; Part A; Editorial Desk,543," When Obama sent the 30,000 additional troops -- raising the force level to almost 100,000 -- the expectation was that the buildup would produce a meaningful improvement in the effort to rout the Taliban and Al Qaeda and help establish a more stable government in Kabul.",Stick to the Afghan deadline; The administration appears to be hedging on its troop withdrawal timeline. That's a mistake.,Los Angeles Times,"Military withdrawals, Editorials -- Military withdrawals, Deadlines"
1977,Anonymous,"Sep 21, 2011",LATExtra; Part AA; National Desk,46,,Team Obama,Los Angeles Times,
1978,"Banerjee, Neela","Nov 18, 2011",Business; Part B; Business Desk,642," Energy Secretary Steven Chu is a physicist, not a politician, but he was unflappable under attack from Republicans and refused to apologize for a $535-million loan guarantee given to now-bankrupt solar equipment maker Solyndra.",ENERGY; Secretary defends Solyndra loan deal; Steven Chu refuses to apologize and pushes back against House Republicans' claims.,Los Angeles Times,"Loans, Bankruptcy"
1979,"Richter, Paul; Nicholas, Peter","Mar 9, 2011",LATExtra; Part AA; Foreign Desk,1081," Administration officials, while stepping up efforts to help refugees fleeing Libya, say they will provide only secondary military aid to the rebels, such as electronic jamming of government communications, unless an increase in civilian killings by Moammar Kadafi's forces prompts an international consensus for stronger steps.","U.S. walks thin line on Libya; Despite pleas for military help, officials are being cautious.",Los Angeles Times,"Military aid, Foreign policy -- United States--US, Rebellions, International relations-US -- Libya, Congressional committees, Armed forces"
1980,Anonymous,"Apr 6, 2011",Main News; Part A; National Desk,162," The Obama administration in December sued BP and other companies involved in the worst offshore oil spill in U.S. history, seeking a civil penalty based on the more than 4.1 million barrels of oil it said spilled into the gulf after the Deepwater Horizon rig blew up off the Louisiana coast in April 2010, killing 11 people.",NATIONAL BRIEFING / LOUISIANA; BP wants a new spill calculation,Los Angeles Times,"Petroleum industry, Oil spills"
1981,Anonymous,"Jan 26, 2011",LATExtra; Part AA; Foreign Desk,78,,LATE BRIEFING; IVORY COAST; Africa split on power struggle,Los Angeles Times,
1982,"Barabak, Mark Z","Feb 27, 2011",Main News; Part A; National Desk,1290," Obama achieved a breakthrough in 2008, carrying Nevada, Colorado and New Mexico and coming close to winning Montana, a state Democrats lost overwhelmingly in the two previous presidential campaigns. [...] he has worked to solidify his support, appointing Westerners to important positions such as Interior secretary, and avoiding issues such as gun control and mining reform that had hurt previous Democrats.",A new showdown looms in the West; The Rocky Mountain states again emerge as a key battleground in the 2012 election.,Los Angeles Times,"Presidential elections, Firearm laws & regulations, Political campaigns, Political parties"
1983,"Riccardi, Nicholas","Jan 10, 2011",Main News; Part A; National Desk,1182," [...] years before ""tea party"" entered the political lexicon, vocal conservatives took over the Republican Party here, fomenting an angry brand of politics largely fueled by surging illegal immigration. [...] some analysts note that the exact motivation for the shooting is unknown, and caution against caricaturizing Arizona as unwaveringly conservative or extremist, noting that voters have backed tax increases and in November approved a measure legalizing medical marijuana.","TUCSON SHOOTING: POLITICAL FALLOUT; A state's angry brand of politics; Years before the 'tea party' revolt, Arizona conservatives fired off aggressive rhetoric.",Los Angeles Times,"Mass murders, Political parties, Aliens, Politics, Local elections, State elections, Political activism"
1984,"Borzou Daragahi; Sandels, Alexandra","May 21, 2011",Main News; Part A; Foreign Desk,798," Many of Syria's Kurds, who make up about 10% of the country's population of 22 million, have migrated in recent years from their ancestral villages in the north to the cities of Damascus and Aleppo, where activists hope they can play a leading role in drawing protesters into the streets. [...] far, protests have not erupted in the country's capital and second-largest city on the same scale as in smaller cities and towns.",Defiant Syria lashes out as Kurds join in protests,Los Angeles Times,"Demonstrations & protests -- Syria, Political persecution, Kurds, Political activism"
1985,"Drogin, Bob; Fleishman, Jeffrey","Feb 22, 2011",Main News; Part A; Foreign Desk,1372," Security forces firing live rounds and tear gas regained control of the city's main square from demonstrators who had massed there, according to witnesses and media reports. In an interview arranged and translated by Omar Khattaly, a spokesman for the Libyan Working Group dissident organization, a 48-year-old businessman identified only by his first name, Saie, said men with automatic weapons had opened fire on demonstrators in central Tripoli after Seif Kadafi's speech.","REGION IN TURMOIL; Kadafi fights to keep power; He unleashes brutal crackdown amid resignations, defections",Los Angeles Times,"Violence, Demonstrations & protests -- Tripoli Libya, Political persecution"
1986,"Zeitchik, Steven","May 3, 2011",Calendar; Part D; Entertainment Desk,862," Despite the movie world's lag time between development and release, some Hollywood insiders said that it's possible for the film business to tap into the popular interest in Bin Laden.","DEATH OF OSAMA BIN LADEN; Hollywood faces an unscripted plot twist; For one project, the news is a challenge. For other filmmakers, it's an opportunity.",Los Angeles Times,"Motion pictures, Books -- Kill Bin Laden, Assassinations & assassination attempts"
1987,"Bennett, Brian","Jul 11, 2011",Main News; Part A; Foreign Desk,439," Describing the relationship with the Pakistani government as ""very complicated,"" Daley said that Obama's decision to launch the raid against Bin Laden without giving the Pakistani government advance notice is ""something that the president felt strongly about and we have no regrets over."" Since the Sept. 11, 2001, terrorist attacks, Pakistani security forces have worked with the U.S. to target Al Qaeda operatives inside Pakistan and in the tribal areas along the border with Afghanistan.",THE WORLD; Some U.S. aid to Pakistan on hold; The decision reflects tensions that have simmered since the raid on Bin Laden.,Los Angeles Times,"Terrorism, Military aid, Special forces, Raids, International relations-US -- Pakistan"
1988,"Banks, Sandy","Sep 1, 2011",Main News; Part A; Metro Desk,1302," The hopefuls began lining up along Vermont Avenue hours before the church doors opened for the job fair at 9 a.m. Men in pressed slacks and sports jackets, women with high heels peeking from their purses and flip-flops on their feet for standing. The night before, more than 1,000 people tried to crowd into the sanctuary for a Town Hall session with 13 members of the Congressional Black Caucus and civil rights standard Jesse Jackson.","Job fair's hope and despair; The unemployed line up for blocks to attend the event, which seems as much a church revival and political summit as a resume-swap meet",Los Angeles Times,"Architectural services, Job fairs"
1989,"Ackerman, Bruce; Alstott, Anne","Sep 20, 2011",Main News; Part A; Editorial Desk,767," Because we have used very conservative assumptions, the revenue yield could well be higher.",Tax the wealth; Target the top of the pyramid to protect America's democracy.,Los Angeles Times,"Recessions, Inequality, Wealth tax"
1990,"Connell, Rich; Hamburger, Tom","Jan 31, 2011",LATExtra; Part AA; Metro Desk,830, Protest organizers said they hoped to raise awareness about the Koch brothers and what activists portray as their shadowy attempts to weaken environmental protection laws and undercut campaign contribution limits.,"Billionaire brothers undermine democracy, demonstrators say",Los Angeles Times,"Greenhouse gases, Elections, Retreats, Government spending, Environmental protection, Conservatism, Demonstrations & protests -- Rancho Mirage California, Political activism"
1991,"Rivera, Carla","Feb 22, 2011",LATExtra; Part AA; Metro Desk,138," Graffiti threatening Gov. Jerry Brown and President Obama was discovered Monday on a wall on a busy street here, the latest in a spate of similar acts targeting public officials and ethnic and religious groups.","CALIFORNIA BRIEFING / SANTA ANA; Tags threaten Obama, Brown",Los Angeles Times,
1992,"West, Paul; Reston, Maeve","Aug 2, 2011",Main News; Part A; National Desk,879," Rep. Ron Paul of Texas, the only other candidate able to cast a vote on the agreement, said in a posting on his government website that ""frightening rhetoric about default and full faith and credit of the United States is being carelessly thrown around to ram through a bigger budget than ever, in spite of stagnant revenues.""",THE NATION; Conservative sway shows as candidates reject plan,Los Angeles Times,"Presidential elections, Political leadership, Federal budget, Candidates, Agreements, Bills"
1993,Anonymous,"Aug 3, 2011",Calendar; Part D; Entertainment Desk,45,,QUICK TAKES; Halperin heads back to MSNBC,Los Angeles Times,
1994,Anonymous,"Jul 15, 2011",Main News; Part A; News Desk,77,,FOR THE RECORD,Los Angeles Times,
1995,"Hamburger, Tom; Mason, Melanie","Mar 22, 2011",Main News; Part A; National Desk,415," Former Minnesota Gov. Tim Pawlenty filed paperwork with federal elections officials Monday to become a formal candidate for president, the first major Republican to take that step in what is expected to be a multi-candidate field against President Obama.",THE NATION; Pawlenty takes key step toward presidential bid; He's the first among major GOP rivals to file federal papers to become a candidate.,Los Angeles Times,"Presidential elections, Primaries & caucuses, Candidates, Emissions"
1996,"Richter, Paul","Jan 15, 2011",Main News; Part A; Foreign Desk,575," The United States will continue to push China to observe the rights of its citizens, she said, reiterating Washington's call for the nation to release Liu Xiaobo, the imprisoned dissident writer who was awarded the Nobel Peace Prize, and other political prisoners.",Clinton presses China on goals,Los Angeles Times,"International relations-US -- China, Speeches"
1997,Anonymous,"Jun 26, 2011",Main News; Part A; National Desk,70,,NATIONAL BRIEFING / IOWA; Bachmann fares well in state poll,Los Angeles Times,
1998,"Serrano, Richard A","Apr 25, 2011",LATExtra; Part AA; National Desk,976," [...] Khalid Shaikh Mohammed, the self-proclaimed mastermind of the Sept. 11 terrorist attacks who has been ordered to stand trial in a military tribunal in Guantanamo, told his U.S. captors that in March 2002 he ordered a former Baltimore resident to kill Pakistan's then-President Pervez Musharraf.",MORE SECRET FILES LEAKED; WikiLeaks is releasing scores of documents on Guantanamo and detainees. The White House is outraged.,Los Angeles Times,"Torture, Leaking of information, Questioning, Classified information, Suicide bombings, Terrorism, Prisoner treatment"
1999,"Richter, Paul","Oct 20, 2011",LATExtra; Part AA; Foreign Desk,285," David Adams, the assistant secretary of State for legislative affairs, wrote Sen. Ron Wyden (D-Ore.) that the State Department would ""assess the government of Bahrain's effort to implement the recommendations and make needed reforms.""",Crackdown in Bahrain delays U.S. arms sale,Los Angeles Times,"Human rights, Politics, International relations-US, Military sales, Political activism"
2000,"Barabak, Mark Z; West, Paul","Oct 2, 2011",Main News; Part A; National Desk,988," [...] no Republican, other than a sitting president, has ever done that. [...] the party's new nominating rules mean a losing candidate can still walk away with a generous share of delegates, keeping their chances alive.",GOP race still anyone's guess,Los Angeles Times,"Presidential elections, Primaries & caucuses, Nominations, Political campaigns, Candidates"
2001,Borzou Daragahi,"Mar 29, 2011",Main News; Part A; Foreign Desk,776," [...] even on the outskirts of the city, there was evidence Monday of ferocious fighting between loyalists and rebels, who have formed an interim city government loyal to the opposition's transitional government, based in the eastern city of Benghazi.",THE WORLD; Intense fighting roils city 'liberated' by Kadafi's troops; Journalists in Misurata on a government visit are hustled out amid opposition gunfire.,Los Angeles Times,"Rebellions, Military air strikes, Guerrilla forces, Trucks, Violence"
2002,"Glionna, John M","Feb 9, 2011",Main News; Part A; Foreign Desk,448," Obama administration officials say North Korea must admit its role in the killing of the South Korean sailors before the U.S. and its allies will return to the so-called six-party talks aimed at disarming the North's nuclear program, discussions that could also result in sizable economic aid to the country.","North, South Korea hold talks; Defense officials meet to plan higher-level discussions, but some see a Pyongyang ploy.",Los Angeles Times,International relations
2003,,"Nov 27, 2011",Main News; Part A; Editorial Desk,412," If all goes well, the program would be expanded nationwide in January. [...] recently, government attorneys were required, with rare exceptions, to treat immigrants convicted of serious crimes with the same urgency as those who are merely here illegally.",Deportation reform,Los Angeles Times,"Deportation, Human rights, Pilot projects, Criminal records, Aliens, Editorials -- Deportation, Immigration policy"
2004,"Nicholas, Peter; Mascaro, Lisa","Jul 23, 2011",LATExtra; Part AA; National Desk,1040," For months, administration officials had been meeting privately with Republican leaders, striving for a broad deficit reduction package and a crucial vote to raise the federal debt ceiling. According to the Republicans, that proposal changed the debate.",Deal's demise: What happened?; Both sides seemed to think a debt accord was close. Insiders tell how it all fell apart.,Los Angeles Times,"Tax reform, Presidents, Meetings, Federal budget, Government spending, Fiscal policy, Bills, National debt"
2005,"Dilanian, Ken","Nov 21, 2011",Main News; Part A; Foreign Desk,781," According to the source, CIA case officers met a series of Lebanese informants at a local Pizza Hut, allowing Hezbollah and Lebanese authorities to identify who was helping the CIA.",CIA forced to curb spying in Lebanon,Los Angeles Times,"National security, Intelligence gathering, Arrests, International relations-US -- United Kingdom--UK, Diplomatic & consular services, Espionage"
2006,"Lifsher, Marc","May 3, 2011",Business; Part B; Business Desk,615," ""No well-designed studies support the connection"" between a form of malignant skin cancer known as melanoma and ""UV exposure from tanning beds,"" the group states on its website. [...] keeping teens from using regulated tanning salons would simply drive them to use unregulated home UV appliances, warned Joe Levy, executive director of the International Smart Tan Network.",GOVERNMENT; Tanning bed bill restricts teens; State measure moving through the Senate says those under 18 can't use UV devices at parlors.,Los Angeles Times,"Skin cancer, Congressional committees, Taxation, Sunburn & sun tanning, Federal legislation"
2007,"Memoli, Michael A","Nov 18, 2011",Main News; Part A; National Desk,178," A criminal complaint filed in federal court in Pennsylvania alleges that Oscar Ramiro Ortega-Hernandez, 21, ""knowingly did attempt to kill the president of the United States.""",Attempted assassination charged,Los Angeles Times,"Shootings, Assassinations & assassination attempts, Criminal investigations"
2008,Anonymous,"May 8, 2011",Main News; Part A; Letters Desk,1341,,LETTERS; Bin Laden's death,Los Angeles Times,
2009,"Boxer, Barbara","May 27, 2011",Main News; Part A; Editorial Desk,762, [...] we should now set an end date for the U.S. deployment there.,It's time to get out; We should set an end date for the U.S. deployment in Afghanistan.,Los Angeles Times,"International relations-US -- Afghanistan, Military withdrawals, Military deployment, Military personnel"
2010,"Levey, Noam N","May 12, 2011",Main News; Part A; National Desk,1192," [...] Romney backed the creation of a new regulated insurance marketplace in which state residents who did not receive health benefits from employers could shop for commercial health plans. With the blessing of the George W. Bush administration, Romney took federal aid that Massachusetts hospitals received to care for the uninsured and redirected the money to help poor state residents buy health insurance.",Health reform double-edged for Romney,Los Angeles Times,"Governors, Presidential elections, Political campaigns, Health care policy, Federal state relations"
2011,"Muskal, Michael","Feb 15, 2011",Main News; Part A; National Desk,942," [...] there are also cuts to programs normally favored by Democrats, including the Pell grant program for college students and aid to pay for high energy costs for the poor. The president has also called for generating more than $1.6 trillion in revenue by ending some tax breaks for the rich and adding some taxes, such as a levy on oil and gas companies.","OBAMA'S BUDGET; Q &amp; A; What it says, and the battles that lie ahead",Los Angeles Times,"Natural gas utilities, Government grants, Federal budget, Government spending, Budget deficits, Bills"
2012,Anonymous,"Sep 1, 2011",Calendar; Part D; Entertainment Desk,91,,QUICK TAKES; Show focuses on Bin Laden hunt,Los Angeles Times,
2013,"Parsons, Christi; Hamburger, Tom","Feb 25, 2011",Main News; Part A; National Desk,859," When President Clinton signed the Defense of Marriage Act into law in 1996, no state in the union had ordained same-sex marriage, gays and lesbians in the military were on official notice to keep quiet about their sexual orientation, and the gay-friendly sitcom ""Will & Grace"" had yet to air its first episode.",Gay marriage now a less volatile issue; Republicans have not pounced on Obama's shift. Voters next year may not care either.,Los Angeles Times,"Same sex marriage, Gays & lesbians, Gay rights movement, Political activism"
2014,"Vartabedian, Ralph","Oct 18, 2011",LATExtra; Part AA; Metro Desk,736," Investors may not be willing to back the state's bullet train project until after it begins operating, the California High-Speed Rail Authority said in a letter to key legislators, an acknowledgment that again raises serious questions about how the $43-billion construction cost will be paid over the next decade.",Investors might wait to support bullet train; Letter from rail panel again raises questions on how construction costs will be paid.,Los Angeles Times,"Business plans, Bond markets, High speed rail, Government grants"
2015,"Lazarus, David","Jun 3, 2011",Business; Part B; Business Desk,969," [...] there's the requirement, as established by the healthcare reform law, that program participants must have been without coverage for at least six months, including enrollment in a job-based plan, COBRA, Medicare or Medi-Cal. The relatively low number of people joining the program highlights the challenge of providing health insurance to those who have been fenced off from the rest of the risk pool.",Big gap in healthcare stopgap plan,Los Angeles Times,"Patient Protection & Affordable Care Act 2010-US, Health insurance, Health care policy, Medicare, Employee benefits"
2016,"Savage, David G","Sep 25, 2011",Main News; Part A; National Desk,724," [...] if the justices were to uphold the law as a reasonable regulation of the nation's health insurance market, their decision would give a powerful endorsement to Obama's crusade for healthcare reform just when he most needs it.",A risky healthcare decision,Los Angeles Times,"Litigation, Federal court decisions, Supreme Court decisions, Health insurance"
2017,"Parsons, Christi","Mar 9, 2011",Main News; Part A; National Desk,670," ""At a time when we need to focus on getting our fiscal house in order and streamlining the federal government's role in education, spending more taxpayer dollars on a duplicative program isn't a responsible choice,"" said Colette Beyer, press secretary for the House Committee on Education and the Workforce.",Obama touts education-business link; The president visits a pilot school in Boston with billionaires Bill and Melinda Gates.,Los Angeles Times,"Education reform, School finance, Business government relations, Secondary school students, School districts, Bills"
2018,"McLellan, Dennis","Mar 31, 2011",LATExtra; Part AA; Metro Desk,713," Harry Wesley Coover Jr., the inventor of Super Glue, the powerful adhesive whose uses extend beyond the household to industry and medicine, has died. He was 94.","OBITUARIES; HARRY WESLEY COOVER JR., 1917 - 2011; Inventor of powerful adhesive Super Glue",Los Angeles Times,"Deaths -- Coover, Harry Wesley Jr"
2019,Anonymous,"May 28, 2011",Main News; Part A; National Desk,498," All of Blagojevich's testimony Friday centered on allegations that he tried to shake down racetrack executive John Johnston for a $100,000 campaign contribution by withholding his signature on a bill that benefited the horse-racing industry.",Blagojevich testifies about cutthroat world of politics,Los Angeles Times,"Fund raising, Campaign contributions, Bills"
2020,"Memoli, Michael A","Feb 25, 2011",Main News; Part A; National Desk,310," Gallup released results of a one-day survey conducted this week that showed 42% of Americans polled backed congressional Republicans' efforts on a new federal spending plan, while 39% supported President Obama and the Democrats -- a statistical dead heat.",Public split on parties' stances on budget crisis,Los Angeles Times,"Federal budget, Public opinion surveys, Budget deficits"
2021,Anonymous,"May 3, 2011",Main News; Part A; Editorial Desk,657," In the Gaza Strip, the Islamic militant group Hamas has been under pressure in recent months from several more radical, Al Qaeda-inspired groups; perhaps that's part of the reason that Hamas leaders Monday were so quick to denounce the killing of Bin Laden.",After Bin Laden; The consequences of his death will be complicated and not always what Americans hope for.,Los Angeles Times,"Terrorism, Editorials -- Bin Laden, Osama, International relations-US, Assassinations & assassination attempts, War"
2022,"Bennett, Brian","Feb 1, 2011",Main News; Part A; National Desk,576," Since 2004, the Border Patrol has doubled in size to more than 20,700 agents.",Napolitano says border crime is exaggerated; The Homeland Security secretary cites FBI statistics to counter fear about violence spilling over from Mexico.,Los Angeles Times,"Criminal statistics, Aliens, Drug trafficking, Border patrol, Violent crime, Immigration policy"
2023,"Richter, Paul; Banerjee, Neela","Mar 17, 2011",Main News; Part A; Foreign Desk,484," In their efforts to maintain regional stability and key U.S. relationships, Obama administration officials have been urging Bahrain's Sunni king and Shiite-led protesters to negotiate a power-sharing deal that would give the impoverished Shiite majority a greater political voice.",Bahrain crackdown dims U.S. hopes; The violence dashes efforts for a deal to end the Arab nation's political crisis.,Los Angeles Times,"Foreign policy -- United States--US, International relations-US, Violence, Demonstrations & protests -- Bahrain"
