,author,date,section,word_count,abstract,headline,source,subjects
883,"Romney, Lee","Jan 3, 2012",LATExtra; Part AA; Metro Desk,1133," The San Francisco Arts Commission has retained a preservationist to assess the damage and hopes to raise enough money to restore the works while improving lighting and other aspects of the visitor experience Recreation and parks officials have promised to channel 1% annually from the Coit Tower earnings into a fund for mural upkeep, in addition to pledging up to $250,000 for a one-time restoration. The department also is seeking a new concessionaire to sell elevator tickets and upgrade the snacks and souvenirs -- and will require applicants to submit a plan to protect the treasured artwork.",CALIFORNIA; Hard times for Coit Tower; S.F. steps up efforts to restore the landmark and its murals,Los Angeles Times,"Landmarks, Murals, Historic preservation, Artists"
884,"Guynn, Jessica","Apr 1, 2012",Business; Part B; Business Desk,2162," Since defecting from Google four years ago, she built Facebook's online advertising business from the ground up, attracting some of the world's largest brands and raking in more than $3 billion in sales last year.",Mark's best friend; Rich. Tough. Savvy. But can Sheryl Sandberg get Facebook's $100-billion IPO off to a smooth start?,Los Angeles Times,"Chief operating officers, Social networks, Initial public offerings, Online advertising"
885,"Richter, Paul","Apr 9, 2012",Main News; Part A; Foreign Desk,1137," ""Most of women's important achievements over the last decade are likely to be reversed,"" predicted a bleak report issued last month by the Afghan Human Rights and Democracy Organization, a nonprofit in Kabul funded by Western governments and private groups. Clinton pushed for guaranteed seats for women in the Afghan parliament and other government bodies and has made sure that the United States has amply funded programs to support women's health and education, businesses, legal clinics and shelters.","Status of Afghan women threatens Clinton legacy; The secretary of State has devoted herself to the issue, but gains may be reversed.",Los Angeles Times,Womens rights movement
886,"Primo, David M","Feb 22, 2012",Main News; Part A; Editorial Desk,726," [...] one has to wonder how committed he is to this initiative, given that his budget calls for more complexity in the form of tax breaks for some industries and tax penalties for others.",Obama's budget blind spot; The president needs to do more leading and less micromanaging.,Los Angeles Times,"Federal budget, Fines & penalties, Clean technology, American Recovery & Reinvestment Act 2009-US, Tax reform"
887,"Washington, Jesse","Feb 5, 2012",Main News; Part A; News Desk,1491," Food assistance emerged as a campaign issue after statements by GOP candidates Newt Gingrich and Rick Santorum about African Americans, the poor and Obama, whom Gingrich labeled the ""best food stamp president in American history."" Critics accused Gingrich of seeking votes by invoking racial stereotypes about black welfare recipients with comments like ""the African American community should demand paychecks and not be satisfied with food stamps.""","Walking in the shoes of food stamp recipients; As the program has become a campaign issue, some struggling workers wish critics knew how they lived.",Los Angeles Times,"Food, Recessions, Food stamps"
888,,"Jun 19, 2012",Business; Part B; Business Desk,97,,BUSINESS BRIEFING; COURTS; No overtime pay for drug sales reps,Los Angeles Times,
889,"Gold, Matea","May 16, 2012",Main News; Part A; National Desk,1149," In 2010, outside groups spent nearly $80 million on electioneering, according to data compiled by the nonpartisan Center for Responsive Politics. Because the presidential primaries extend through June and the political conventions begin at the end of August, electioneering rules will be in place for much of the remaining campaign.",Secret donors could be divulged; Appeals court judges agree that those who fund election-related ads should be named.,Los Angeles Times,"Litigation, Disclosure, Campaign contributions, Political finance, Federal court decisions, Bipartisan Campaign Reform Act 2002-US"
890,Erin Aubry Kaplan,"Apr 1, 2012",Main News; Part A; Editorial Desk,810," [...] President Obama has spoken as a black man. [...] his almost physical struggle to strike the right tone was evidence of the kind of ""double consciousness"" that W.E.B. DuBois identified more than a century ago as the peculiar burden black folks bear in trying to be both black and American at the same time.",Race: It's gotten personal for Obama; The Trayvon Martin case has drawn the president deeper into a discussion of being black in America.,Los Angeles Times,"Murders & murder attempts, Shootings, Racial profiling"
891,"McNAMARA, MARY","Apr 4, 2012",Calendar; Part D; Entertainment Desk,686,,"CRITIC'S NOTEBOOK; Palin rises to a.m. shift; Sitting in at 'Today,' she keeps her poise and openly voices opinions. Might she be suited to mornings?",Los Angeles Times,
892,"Hennigan, W J","Jun 26, 2012",Business; Part B; Business Desk,763," If it happens, it would affect both military, which is a core issue for Republicans, and social spending, which is important to Democrats, said John Pike, director of Globalsecurity.org, a website for military policy research. ""Because of the convergence of these two things, I have a hard time believing that sequestration will go forward,"" he said.",AEROSPACE; Military firms ponder layoffs; Lockheed and others make plans in case a logjam in Congress cuts Pentagon funds.,Los Angeles Times,"Federal budget, National debt, Layoffs, Government spending, Aerospace industry"
893,"Savage, David G","Dec 11, 2011",Main News; Part A; National Desk,666," If it takes the immigration case as well, both decisions probably would come down by late June, just months before the presidential nominating conventions. Since taking office, the administration has deported a record number of illegal immigrants, and it has gone after employers who knowingly hire illegal workers.",Justices may weigh in on immigration; A Supreme Court ruling on Arizona's tough law would have national implications.,Los Angeles Times,"Enforcement, Attorneys, Citizenship, Aliens, State laws, Immigration policy"
894,"Lacher, Irene","Feb 19, 2012",Sunday Calendar; Part D; Calendar Desk,1172," [...] we went to five cities and talked about education, which was why I was so outraged when Newt Gingrich in this election started talking about kids in inner cities who didn't have role models and the president was a ""food stamp president."" Because he went to these inner cities with me and he saw parents that were bringing their kids to school wanting a better education.",THE SUNDAY CONVERSATION; Revved up for action,Los Angeles Times,"Presidential elections, Civil rights, Social change, Clergy, Education reform"
895,"Puzzanghera, Jim","Jan 6, 2012",Business; Part B; Business Desk,854," Since opening in July, the agency has received thousands of comments about problems such as exorbitantly expensive payday loans and abuses by mortgage servicers. Jamie Fulmer, vice president of public affairs for Advance America, Cash Advance Centers Inc., the nation's largest nonbank provider of payday loans, said his company has tried to help the bureau with its in-house research on industry practices.",REGULATION; Consumer chief gets right to work; Richard Cordray uses the bureau's powers to begin supervising financial companies.,Los Angeles Times,"Federal regulation, Consumer protection, Collectors, Collection services"
896,,"Jan 20, 2012",Main News; Part A; Editorial Desk,477," A big part of the conservative electorate can't stomach Romney, and since last summer has been casting about so desperately for an alternative that at one point even Perry -- who defends Marines who urinate on the corpses of enemy fighters, calls Social Security a ""Ponzi scheme"" and was flatter in his debate performances than a freeway armadillo -- emerged as the front-runner.","Happy trails, Rick Perry; Will the departure from the GOP race of the divisive, inarticulate Texas governor help Gingrich?",Los Angeles Times,"Presidential elections, Polls & surveys, Public opinion, Primaries & caucuses, Editorials -- Perry, Rick"
897,"Cloud, David S","May 19, 2012",Main News; Part A; Foreign Desk,726," Exhausted after more than a decade of war, the U.S. and its allies want to hand off responsibility for fighting the Taliban to Afghan President Hamid Karzai's government, even though its army and police remain well short of being able to stand on their own.","U.S. objects to Pakistani supply transport charges; At the NATO summit, Panetta will confront Islamabad on what he sees as price-gouging.",Los Angeles Times,"Supplies, Summit conferences, Price fixing"
898,,"Dec 26, 2011",Main News; Part A; Editorial Desk,40,,For the record,Los Angeles Times,
899,,"Apr 10, 2012",Main News; Part A; National Desk,47,,On a roll,Los Angeles Times,
900,"Zeitchik, Steven","Mar 6, 2012",Calendar; Part D; Entertainment Desk,1198," Unlike glossy prestige pictures such as ""The Artist"" or ""The King's Speech,"" ""Bully"" is a no-frills collection of stories about everyday people aimed at raising awareness, not angling for Oscars. Best known for a series of campaign spots for Barack Obama, Hirsch, 39, decided to make the film after hearing of several high-profile cases of bullied kids who reached a breaking point, and then flashing back to the bullying he endured as an adolescent, which he said was both physical and verbal.","For harassed teens, it's a 'Bully' pulpit",Los Angeles Times,"Bullying, Social support, Documentary films, Teenagers, Motion pictures -- Bully"
901,"Farnsworth, Christopher","Feb 20, 2012",Calendar; Part D; Entertainment Desk,946," (Not all at once, sadly.) Walt Disney built a robot version of him to teach kids about history at Disneyland. ""Here was this guy who came from absolutely nothing -- no connections, no money, no education -- and through the power of his sheer intellect and determination, achieved the highest office in the land and then saved that land,"" he says.",COMMENTARY; Our first superhero; Abe Lincoln remains cutting-edge because pop culture picked up where history books left off.,Los Angeles Times,"Motion pictures, Presidents, Popular culture, Books, Assassinations & assassination attempts, American history"
902,"West, Paul","May 3, 2012",Main News; Part A; National Desk,594," Flanked by members of his family at a suburban Virginia hotel, the former House speaker said he would work to elect Republicans at all levels this fall.","THE NATION; Gingrich says he'll back rival; Ending his run for president, he hedges on whether Romney's 'conservative",Los Angeles Times,"Presidential elections, Endorsements, Political campaigns"
903,"Goffard, Christopher","Mar 9, 2012",Main News; Part A; Foreign Desk,1096," Even after decades of well-documented murder and plunder, even after the International Criminal Court indicted him and a U.S. president dispatched a special forces team to help catch him, African warlord Joseph Kony remained largely obscure to the West.","Video puts spotlight on Uganda militia leader, social media",Los Angeles Times,"Streaming media, Militia groups, Social networks, Political activism"
904,"Mehta, Seema","Dec 7, 2011",Main News; Part A; National Desk,691," Romney swatted archly at Obama, who delivered a populist speech Tuesday in Kansas in which he railed against GOP opposition to his economic policies and tried to step up pressure on Congress to extend payroll tax cuts.","Romney targets Gingrich; He calls the former House speaker, who's ahead in the polls, a Washington insider.",Los Angeles Times,"Candidates, Payroll taxes"
905,"Richter, Paul; McDonnell, Patrick J","Jun 13, 2012",Main News; Part A; Foreign Desk,734," Even as diplomats scramble to revive U.N. special envoy Kofi Annan's six-point peace plan, the Syrian government seems to have dropped any pretense of abiding by several of its core provisions: those mandating a government drawdown of troops and armor from populated zones.","Syria getting Russian gunships, U.S. says; Clinton warns of a dramatic escalation in the conflict, which a U.N. official says has become a civil war.",Los Angeles Times,"International relations, Civil war, Military sales"
906,"Miller, Aaron David","Jan 2, 2012",Main News; Part A; Editorial Desk,1055," Clinton sat at the feet of Yitzhak Rabin -- the authentic leader and hero in peace and war -- as a student sits in thrall of a brilliant professor (some said like a son to a father). The Israeli prime minister has frustrated and embarrassed Obama and gotten in the way of the president's wildly exaggerated hopes for a solution to the Israeli-Palestinian conflict, which he's been pursuing with more enthusiasm than viable strategy since his inauguration.",Bibi and Barack,Los Angeles Times,"Foreign policy, Prime ministers, International relations-US -- Israel"
907,"Richter, Paul; Mostaghim, Ramin","Jan 30, 2012",Main News; Part A; Foreign Desk,1182," By imposing new economic sanctions that aim to punish ordinary Iranians as well as high-ranking officials, Washington and its European allies have embraced a risky strategy that could backfire on their efforts to stop Tehran's suspected nuclear weapons program. The new Western measures include a European oil embargo, which aims to sharply reduce the oil revenue on which Iran depends, and U.S. sanctions on Iran's central bank, which are intended to sever Tehran from the world economy.","Taking a risk with sanctions on Iran; Broad restrictions may sway Tehran, or may just galvanize anger.",Los Angeles Times,"Embargoes & blockades, Prices, Nuclear weapons, Foreign policy -- United States--US, Sanctions"
908,"Savage, David G","May 22, 2012",Main News; Part A; National Desk,518," Even before the law was passed, Bush bypassed this legal requirement in reaction to the Sept. 11, 2001, terrorist attacks and ordered the National Security Agency to scan international phone calls and emails to detect emerging plots. -- david.savage@latimes.\n",Supreme Court to rule in dispute over wiretapping,Los Angeles Times,"Electronic eavesdropping, Terrorism, National security, Privacy"
909,"Lazarus, David","Mar 20, 2012",Business; Part B; Business Desk,857," More than 200,000 Blue Shield customers live within 15 miles of the university's Westside medical centers. Since the insurer cut its ties with UCLA, Blue Shield members seeking treatment at the hospitals have had to plead for ""continuation of care"" authorization, which Blue Shield is allowing on only a case-by-case basis.","UCLA, insurer are finally set to talk",Los Angeles Times,"Contract negotiations, Reimbursement"
910,,"Jan 24, 2012",Main News; Part A; National Desk,266, Republican presidential candidate Mitt Romney reportedly paid about $3 million in federal income taxes in 2010 on income of $21.7 million.,Romney releases 2010 tax returns,Los Angeles Times,"Presidential elections, Income taxes, Political campaigns, Tax returns, Tax planning"
911,"Savage, David G","Dec 6, 2011",Main News; Part A; National Desk,490," [...] said Chief Justice John G. Roberts Jr., the deputy's supervisor and a magistrate had approved the search warrant.",Supreme Court hears L.A. search warrant case,Los Angeles Times,"Federal court decisions, Search warrants, Firearms, Raids"
912,"Ng, David","Dec 19, 2011",Calendar; Part D; Entertainment Desk,285," Mark Matuszak is an artist, illustrator and concept designer based in Los Angeles who has worked for the first family before, creating illustrations for the White House interior design.",Happy holidays from the Obamas; The first family's annual greeting card was created this year by an artist from L.A.,Los Angeles Times,"First ladies, Design"
913,,"Dec 6, 2011",Business; Part B; Business Desk,390," Early efforts to rate physicians using limited private insurance data have thus far focused on primary care doctors, but Medicare's rich information could provide the numbers to start rating specialists as well, Lansky said.",Medicare data to be used in doctor ratings,Los Angeles Times,"Medicare, Health care policy, Hospitals"
914,"Parsons, Christi; Banerjee, Neela","Mar 23, 2012",Main News; Part A; National Desk,818," Industry experts have said the rise in gasoline prices is largely due to the jump in crude oil prices, which are set on a global market in which U.S. production plays only a minor role.",THE NATION; New plan for Keystone is under attack; President Obama says construction of the southern route of the controversial pipeline will be expedited.,Los Angeles Times,"Alternative energy, Petroleum industry, Pipelines, Crude oil prices, Energy policy"
915,"West, Paul; Mehta, Seema","Jan 8, 2012",Main News; Part A; National Desk,1183," Moving to grab a clear lead in the Republican presidential contest, Mitt Romney remained above the fray in a televised debate as his opponents chose to badger one another, rather than take on the front-runner.",CAMPAIGN 2012; Mood turns testy at GOP debate; Romney is largely unscathed as rivals battle for second in New Hampshire.,Los Angeles Times,"Presidential elections, Debates"
916,,"Mar 11, 2012",Main News; Part A; Editorial Writers Desk,526," To prevent people from signing up for coverage when they need treatment, then dropping it when they're healthy, Congress required all adult Americans to maintain health insurance coverage or pay a tax penalty.",Mary Brown's bankruptcy,Los Angeles Times,"Insurance policies, Editorials -- Health care policy, Health care policy, Insurance coverage, Health insurance, Patient Protection & Affordable Care Act 2010-US, Government mandates, Bankruptcy"
917,"Mehta, Seema","Dec 15, 2011",LATExtra; Part AA; National Desk,828," (Perry's line has become a standard one, and a way of differentiating himself from Iowa front-runner Newt Gingrich, the former House speaker now married to his third wife.) Rollins, a 59-year-old school bus driver, came away impressed but said he was still deciding whom to support at the caucuses. ""[...] when I'm home, I put honey in it,"" Perry said.","Perry warns of a 'war on our values'; Starting a two-week tour of Iowa, he also slams front-runners Gingrich and Romney.",Los Angeles Times,Primaries & caucuses
918,"Hiltzik, Michael","Mar 25, 2012",Business; Part B; Business Desk,1423," The act already has eliminated a loophole that allowed insurers to deny coverage for children with preexisting conditions, and has provided federal funding for states to provide coverage for adults with chronic conditions who were denied insurance in the private market.",Here's what you don't know about healthcare reform,Los Angeles Times,"Health care policy, Public good, Insurance coverage, Health insurance, Uninsured people, Patient Protection & Affordable Care Act 2010-US"
919,,"Feb 26, 2012",Main News; Part A; Letters Desk,1329,,LETTERS,Los Angeles Times,
920,"Magnier, Mark; Richter, Paul","Dec 1, 2011",Main News; Part A; Foreign Desk,1125," [...] the highest priority of a meeting with Myanmar's foreign minister, according to a senior State Department official traveling with Clinton, will be to seek assurances that the Southeast Asian nation will halt purchases of missile technology from renegade North Korea.",Arms worry is on Clinton's agenda in Myanmar,Los Angeles Times,"International relations-US, Leadership"
921,"Barboza, Tony","Jun 30, 2012",Main News; Part A; National Desk,701," The state's other major fires, the High Park fire west of Fort Collins and the Flagstaff fire outside Boulder, appeared headed for containment by the weekend. [...]this week the High Park fire ranked as the most destructive in Colorado history, having destroyed 259 homes.",Evacuees return as the president visits,Los Angeles Times,"Evacuations & rescues, Forest & brush fires, Fatalities, Displaced persons, Property damage"
922,"Richter, Paul","Apr 15, 2012",Main News; Part A; Foreign Desk,909, The Iranians like it because it guarantees access to civil nuclear power for all countries; the West likes it because it requires members to submit to international monitoring and bars activities that could lead to a bomb-making capability.,Iran agrees to more talks; Envoys of six world powers call it a positive sign in the nuclear dispute,Los Angeles Times,"Nuclear weapons, International relations, Sanctions, Meetings, Arms, Agreements"
923,"Rodriguez, Alex","Dec 29, 2011",Main News; Part A; Foreign Desk,1327," The death squad shows up in uniform: black masks and tunics with the name of the group, Khorasan Mujahedin, scrawled across the back in Urdu. According to the Long War Journal, a website that tracks the drone campaign, drone strikes have killed 18 senior Al Qaeda leaders and commanders and several Taliban commanders in the last two years.",Death squads target informants; A militant group terrorizes Pakistanis suspected of aiding drone strikes,Los Angeles Times,"Terrorism, Unmanned aerial vehicles"
924,"Williams, Carol J","Apr 3, 2012",LATExtra; Part AA; Metro Desk,755,,"OBITUARIES; ROBERT R. BEEZER, 1928 - 2012; 9th Circuit Court of Appeals judge",Los Angeles Times,
925,"McMANUS, DOYLE","Feb 19, 2012",Main News; Part A; Editorial Desk,811," In simplified terms, Ryan's plan issues every senior citizen a voucher to buy a private insurance policy and relies on insurance companies to keep costs down. Republicans denounce it as an unelected board of 15 that would dictate healthcare decisions, but that's not true; the healthcare law limited its influence over medical practices, and Congress retained the right to overrule the board's recommendations.",Mixing Medicare and mudslinging,Los Angeles Times,"Election results, Health care policy, Presidential elections, Costs, Medicare, Older people, Primaries & caucuses"
926,"West, Paul","Feb 27, 2012",Main News; Part A; National Desk,1154," If people think that there is something wrong with being successful in America, then they better vote for the other guy, he said. Because I've been extraordinarily successful and I want to use that success and that know-how to help the American people.","In GOP race, class war gets personal",Los Angeles Times,"Presidential elections, Political campaigns, Primaries & caucuses"
927,"Reston, Maeve","Dec 28, 2011",Main News; Part A; National Desk,760," Romney's campaign packed more than 100 people into Londonderry's Coach Stop restaurant and then shuffled the candidate through the tiny cafe and kitchen of Geno's Chowder & Sandwich Shop, a Republican campaign landmark where the owner famously flips over the framed pictures of politicians when their policies displease her.","THE NATION; A big lead here, a shot there; Romney campaigns on two fronts, shoring up New Hampshire before visiting Iowa.",Los Angeles Times,"Negative campaigning, Political campaigns, Presidential elections, Candidates, Primaries & caucuses, Political advertising"
928,"King, Laura; Parsons, Christi","May 2, 2012",Main News; Part A; Foreign Desk,1495," Nine years ago to the day, President George W. Bush landed in a jet on the aircraft carrier Abraham Lincoln and strode down the flight deck to announce the end of major U.S. combat operations in Iraq.","Obama signs Afghan pact, visits troops; The deal, sealed during the president's surprise trip to Kabul, lacks details but aims to reassure Karzai.",Los Angeles Times,"Military withdrawals, Political alliances, Presidents, Rebellions, Postwar reconstruction, Foreign aid, State visits, Armed forces"
929,,"Jun 27, 2012",Main News; Part A; Letters Desk,1220,,LETTERS; London calling,Los Angeles Times,
930,,"Dec 28, 2011",Business; Part B; Business Desk,451, The currency report evaluates exchange rate policies of all major U.S. trading partners.,U.S. declines to label China a manipulator of currency,Los Angeles Times,"Foreign exchange rates, Meetings, Manufacturing"
931,"McMANUS, DOYLE","May 3, 2012",Main News; Part A; Editorial Desk,832, President Obama should have reminded himself of that lesson this week as he prepared to fly to Afghanistan to observe the anniversary of Osama bin Laden's death.,"Humility, please",Los Angeles Times,"Presidential elections, Terrorism, Political campaigns, Assassinations & assassination attempts"
932,"Cloud, David S; King, Laura","Dec 15, 2011",Main News; Part A; Foreign Desk,716," U.S. officials generally have not explicitly claimed to be winning the conflict, mindful of insurgent attacks that continue to exact a heavy civilian toll, the stubborn resilience of the Taliban and other militant groups, Washington's deteriorating relations with Pakistan and the political woes of the administration of Afghan President Hamid Karzai.","Panetta sees Afghan 'turning point'; At a remote base, the secretary of Defense tells troops the U.S. is winning the war.",Los Angeles Times,
933,"Cloud, David S","Jan 27, 2012",Main News; Part A; National Desk,954," The plan envisions buying more unmanned drones, preserving special operations units built up over the last decade, and maintaining a fleet of 11 aircraft carriers, so the U.S. can project power overseas while cutting back on conventional ground forces.",THE NATION; Defense budget plan has it both ways; A five-year proposal would slash projected costs but still raise base annual outlays.,Los Angeles Times,"Presidents, Defense spending, Cost control, Armed forces"
934,,"May 17, 2012",Main News; Part A; Letters Desk,1211,,LETTERS; A better Coliseum,Los Angeles Times,
935,"Susman, Tina","Feb 17, 2012",Main News; Part A; National Desk,652," New Jersey legislators approved a bill legalizing same-sex marriage, but Gov. Chris Christie's promise to veto the measure sets the stage for a battle that should cement his role as a powerhouse in the Republican Party, even if voters support the right of gays to wed in a ballot measure.","New Jersey's legislators approve gay marriage bill; The governor pledges to veto it swiftly, and the issue will probably go before voters.",Los Angeles Times,"Politics, Referendums, Vetoes, Same sex marriage"
936,"Barabak, Mark Z","Jan 4, 2012",Main News; Part A; National Desk,942, [...] Florida has long seemed the ideal place for Romney to seize the nomination.,CAMPAIGN 2012; IOWA CAUCUSES; NEWS ANALYSIS; Romney's powerful start; No serious rival emerges to pose a threat to the former Massachusetts governor in the GOP race.,Los Angeles Times,"Presidential elections, Primaries & caucuses, Nominations, Candidates, Election results"
937,"McMANUS, DOYLE","May 10, 2012",Main News; Part A; Editorial Desk,1088," Powell's surveys found that an increasing number of Americans say they have gay friends or relatives, and those who know gay people are more likely to favor gay marriage. In 2004, Republican strategist Karl Rove exploited fear of gay marriage as a means to drive socially conservative Republicans to the polls and to divide working-class Democrats.",The president evolves,Los Angeles Times,"State laws, Gays & lesbians, Same sex marriage"
938,"Zucchino, David; King, Laura","Apr 19, 2012",Main News; Part A; National Desk,1034," From the White House to the American Embassy in Kabul, American officials rushed to distance themselves from the actions of U.S. soldiers who posed for photographs next to corpses and body parts of Afghan insurgents. The soldier who provided the photos said he and others in an 82nd Airborne brigade were concerned about a lack of discipline, leadership and security that he said compromised soldiers' safety -- and he cited the photos as one example.",Pentagon quick to condemn Afghan photos,Los Angeles Times,"Photographs, International relations-US, Military personnel, Suicide bombings"
939,"Lee, Don","May 18, 2012",Business; Part B; Business Desk,906," [...]U.S. firms that develop solar projects and install them decried the anti-dumping duties, saying that they risked a trade war with China and threatened to slow or halt the momentum of solar installations in the U.S. ""Wow, this is upsetting,"" said Tony Clifford, chief executive of Standard Solar, a solar developer and installer in Rockville, Md. Clifford buys a majority of his panels from Suntech and other Chinese makers.",TRADE; China faces solar tariffs; The Commerce Department slaps duties of 31% on Chinese exports after finding panel makers 'dumped' their goods.,Los Angeles Times,"Solar energy, Exports, Photovoltaic cells, Manufacturers, Tax credits, International trade, Trade relations, Alternative energy sources, US imports, Tariffs"
940,"McManus, Doyle","May 13, 2012",Main News; Part A; Editorial Desk,1020," Because their backers get to remain largely anonymous, they don't seem to feel much duty to stick to the truth. [...]it can call itself a social welfare organization and get away with not divulging its donors.","Lies, damned lies and advertising",Los Angeles Times,"Presidential elections, Political advertising"
941,"Abcarian, Robin","Feb 26, 2012",Main News; Part A; National Desk,1390," Did you see all the hugs I received here tonight? The affection was hard to miss; at least three women whispered I love you in his ear. [...] a few days ago, Babeu was one of the Republican Party's bright new prospects.","A rising GOP star suddenly tarnished; In a week, Arizona's Paul Babeu has come out as gay and been accused of threats.",Los Angeles Times,"Deportation, Immigration policy, Congressional elections -- Arizona, Social networks, Sheriffs, Personal relationships, Gays & lesbians"
942,"Daum, Meghan","Feb 9, 2012",Main News; Part A; Editorial Desk,703," [...] will the Urban Baby-trolling, sweatpants-wearing moms of America start skipping snack time for the sake of better restaurant behavior? [...] will French parenting capture the American public imagination the way Tiger mothering did?",Raising a better bebe,Los Angeles Times,"Books -- Bringing Up Bebe, Parents & parenting, Nonfiction"
943,"Serrano, Richard A","Jun 30, 2012",Main News; Part A; National Desk,436," In a letter to House Speaker John A. Boehner (R-Ohio), sent even before House Republicans could refer the criminal contempt citation for prosecution, Deputy Atty. Gen. James M. Cole cited President Obama's assertion of executive privilege and other obstacles.",No prosecution for Holder; Justice Department officials see no crime in his refusal to turn over gun case papers.,Los Angeles Times,"Attorneys general, Litigation, Firearms, Contempt of court"
944,"Finnegan, Michael; Reston, Maeve; Mehta, Seema","Jan 19, 2012",Main News; Part A; National Desk,543," ""Congressmen taking responsibility or taking credit for helping create jobs is like [former Vice President] Al Gore taking credit for the Internet,"" Romney told supporters at Wofford College in Spartanburg, S.C. At the same time, Romney, who takes credit for job gains on his watch as governor of Massachusetts, dispatched former GOP members of Congress to denounce Gingrich as a ""chaotic"" speaker whose failings helped President Clinton win reelection.","Romney, slipping in S.C., hits Gingrich on job-creation claim",Los Angeles Times,"Presidential elections, Nominations, Political campaigns, Job creation, Political advertising"
945,"Gibson, J William","Dec 8, 2011",Main News; Part A; Editorial Desk,944," Congress removed wolves in Montana and Idaho from the protection of the Endangered Species Act in April. [...] this fall, the killing began. Many false claims have been embraced as truth, including that the Fish and Wildlife Service stole $60 million from federal excise taxes on guns and ammunition to pay for bringing wolves back; that the introduced wolves carry horrible tapeworms that can be easily transmitted to dogs, and ultimately to humans; that the Canadian wolves that were brought in are an entirely different species from the gray wolves that once lived in the Rockies, and that these wolves will kill elk, deer, livestock -- even humans -- for sport. Asked to investigate Salem's alleged witches, Mather concluded in his book, ""On Witchcraft"" (1692): ""Evening wolves"" (werewolves and witches) were but another of the devil's tests as New England passed from ""wilderness"" to the ""promised land."" [...] that attitude has persisted.","The new war on wolves; As soon as federal protection ended, the slaughter began.",Los Angeles Times,"Hunting, Federal government, Animal populations, Militia groups, Endangered & extinct species, Environmental protection, Wolves"
946,"Gold, Scott; Garrison, Jessica; La Ganga, Maria L","Feb 8, 2012",Main News; Part A; Metro Desk,1077," The campaign famously used a clip of then-San Francisco Mayor Gavin Newsom saying gay marriage would happen ""whether you like it or not."" Since Proposition 8's passage, voters in one state after another have rejected gay marriage when the issue was put to a popular vote.","GAY MARRIAGE; Spotlight returns to California; Before the appellate court decision, other states had taken the lead in support for same-sex marriage.",Los Angeles Times,"States, Gay rights movement, Same sex marriage, Couples, State laws, Federal court decisions, Gays & lesbians"
947,"King, Laura; Chu, Henry","Mar 8, 2012",Main News; Part A; Foreign Desk,788," The training mission, however, has been complicated by an intensifying pattern of ""green-on-blue"" shootings -- attacks carried out by members of the Afghan security forces or their affiliates -- which have killed at least 11 Western troops so far this year, including six Americans. [...] talks remain bogged down over terms of an agreement governing any long-term U.S. presence in Afghanistan after 2014, when the NATO combat role is to come to an end.",THE WORLD; 6 Britons die in blast in Afghanistan; The fatalities mark a grim milestone for the key U.S. ally in the decade-long war.,Los Angeles Times,"Military withdrawals, Fatalities, Explosions, Armed forces"
948,"Abcarian, Robin; Gold, Scott","Mar 2, 2012",LATExtra; Part AA; Metro Desk,1247," According to his father-in-law, actor Orson Bean, Breitbart, a father of four, was out for a late-night walk shortly after midnight when he apparently suffered a heart attack. The videos targeted the community group ACORN and showed O'Keefe and a female partner asking ACORN workers for financial advice for a business with underage prostitutes.","ANDREW BREITBART, 1969 - 2012; An Internet hero to conservatives",Los Angeles Times,"Deaths -- Breitbart, Andrew"
949,"Mehta, Seema; Reston, Maeve","Apr 21, 2012",Main News; Part A; National Desk,1088," Since Santorum's exit, Romney's campaign has redoubled its attempts to court prominent conservative and evangelical leaders.",CAMPAIGN 2012; Romney tries to corral conservatives,Los Angeles Times,"Religious right, Political campaigns, Religion & politics, Endorsements, Abortion, Presidential elections, Candidates, Conservatism"
950,"Fleishman, Jeffrey","Jun 17, 2012",Main News; Part A; Metro Desk,728,,OBITUARIES; PRINCE NAYIF IBN ABDULAZIZ; Chief of Saudi Arabia's Interior Ministry,Los Angeles Times,"Deaths -- Nayif ibn Abdulaziz, Prince of Saudi Arabia"
951,,"Jun 17, 2012",Sunday Calendar; Part E; Calendar Desk,496, Rules of Civility by Amor Towles (Viking: $26.95) The 39 social life of three people in Jazz-Age New York City.,"BOOK REVIEW; BESTSELLERS / LOS ANGELES TIMES / June 17, 2012",Los Angeles Times,
952,"Horsey, David","May 25, 2012",,, A David Horsey editorial cartoon spoofs the ridiculous anti-Obama claims of billionaire-funded PACs which expect the gullability of American voters to override their good sense.,Editorial cartoon,Los Angeles Times,"Editorial cartoons -- Political advertising, Negative campaigning, Political action committees--PAC, Political advertising, Interest groups"
953,"King, Laura","Feb 24, 2012",Main News; Part A; Foreign Desk,636," Thursday was the third straight day that Afghans took to the streets to express outrage over the burning of discarded copies of the Muslim holy book at the sprawling U.S.-run military installation north of Kabul, the capital.","THE WORLD; 2 U.S. troops killed amid Afghan rage; President Obama apologizes, calling the burning of Korans on an American airfield an inadvertent act.",Los Angeles Times,"Demonstrations & protests -- Nangarhar Afghanistan, Murders & murder attempts, Koran, Apologies, Fatalities, Military personnel, Anti-Americanism, Armed forces"
954,,"Jun 13, 2012",Main News; Part A; Editorial Desk,408," [...]the once, present and future Russian president's crackdown on dissent poses a challenge for the United States familiar to students of the Cold War: How to press for greater openness in Russia while engaging with it on important international issues?",A balancing act with Russia,Los Angeles Times,"Political dissent, Fines & penalties, Editorials -- Russia, International relations-US, Demonstrations & protests"
