,author,date,section,word_count,abstract,headline,source,subjects
823,"Brown, Eryn","Jul 30, 2012",Main News; Part A; Science Desk,1159," America's love affair with Mars can be traced to astronomer Percival Lowell, who turned his telescope to the Red Planet in the 1890s and thought he saw an intricate system of canals that must have been built by intelligent beings. Jupiter's moon Europa, which is covered with an ice-encrusted ocean, could have the potential to harbor life; Saturn's moon Titan, rich in organic chemistry, might as well.",Is Mars really worth the trip?; The Curiosity mission is costing $2.5 billion. Some vote for rolling back the spending.,Los Angeles Times,"Space exploration, Moon, Jupiter, Mars, Astronomy, Studies"
824,,"Jul 21, 2012",Main News; Part A; Letters Desk,1190," Re ""U.S. drought the most extensive seen in decades,"" July 17 There have been reports of global climate change happening faster than we thought. Joshua Levine Grater, Pasadena -- MOCA must look to the future Re ""2 more off MOCA board,"" July 15 As a trustee of the Museum of Contemporary Art, and as someone who has worked very hard to support and to strengthen Los Angeles' place in the contemporary art world, I was saddened by the recent departures from MOCA's board of trustees.",Warming warning,Los Angeles Times,"Climate change, Museum exhibits, Art exhibits"
825,"Carcamo, Cindy; Hennessy-Fiske, Molly; Gold, Scott","Nov 6, 2012",Main News; Part A; National Desk,1253," The federal government launched an initiative to coordinate fuel distribution, eliminating bureaucratic hurdles to combat a shortage that has left 27% of gas stations dry in the New York metropolitan area. New York Gov. Andrew Cuomo said construction had resumed at the World Trade Center site in Lower Manhattan -- where a cascade of floodwater was captured in an iconic photograph during the height of the storm.","EAST COAST STORM; More trouble is brewing offshore; Amid the halting recovery from Sandy, New York and New Jersey brace for a nor'easter.",Los Angeles Times,"Storms, Weather forecasting, Hurricanes"
826,"Dardick, Hal; Hirst, Ellen Jean; Hood, Joel","Sep 15, 2012",LATExtra; Part AA; National Desk,470, The strike has underscored a shift within the Democratic Party to embrace education reform policies -- such as a firm system of teacher evaluations -- that unions approach with caution.,"Chicago near deal to end school strike; Delegates from the teachers union vote Sunday, and school could start Monday.",Los Angeles Times,"Teacher evaluations, Strikes, Labor negotiations, Collective bargaining, School districts, Teachers"
827,"Mehta, Seema; Landsberg, Mitchell","Sep 20, 2012",Main News; Part A; National Desk,1124," [...]there is a constant press for more money, largely because Romney and Obama declined to take public financing, which would have limited each to spending a $91.2-million public grant in the general election. ""Since the presidential public funding system has collapsed, effectively, because of nonuse, we have a system where candidates are spending an inordinate amount of time fundraising,"" said Larry Noble, president of Americans for Campaign Reform. (McCain accepted public financing for the general election; Obama did not.) In Republican circles, talk about Romney's campaign tactics has begun to morph from concern to alarm as polls show Obama pulling ahead in some key swing states.\n",THE NATION; CAMPAIGN 2012; Romney's light schedule raises GOP concerns,Los Angeles Times,"Presidential elections, Political parties, Political campaigns, Candidates, Schedules"
828,"West, Paul; Mehta, Seema","Aug 25, 2012",Main News; Part A; National Desk,530," Among the contingencies that convention planners made in the region prone to daily summer downpours, not to mention the occasional tropical storm, are 13,000 umbrellas that will be made available to conventioneers.",Isaac may not hit Tampa; The Republican National Convention appears unlikely to be shut down by the storm next week.,Los Angeles Times,"Nominations, Political campaigns, Political conventions, Hurricanes, Rain"
829,"Ryan, Harriet; Garrison, Jessica","Sep 14, 2012",Main News; Part A; Metro Desk,977," Media for Christ, whose stated mission is to ""glow Jesus' light"" to the world, obtained permits to shoot the movie in August 2011, and Nakoula provided his home as a set and paid the actors, according to government officials and those involved in the production. In a 2010 speech in New York, Nassralla criticized violence against Christians in Egypt and deplored plans to build a mosque near the former World Trade Center site in New York.","Charity, ex-con linked to Islam film",Los Angeles Times,"Muslims, Violence, Charities, Video recordings"
830,"Bennett, Brian; Chang, Cindy","Oct 2, 2012",Main News; Part A; National Desk,1059," Gonzales would seem the perfect candidate for the Obama administration program, launched in mid-August, to grant work permits and two-year deportation deferrals to illegal immigrants who came to America as children. Muzaffar Chishti, director of the Migration Policy Institute at New York University law school, said applications could snowball after young people see neighbors and friends gaining work permits and deferrals.","Some wary of work permit program; Many younger illegal immigrants hesitate to apply, fearing their data could be used against them one day.",Los Angeles Times,"Aliens, Identification documents, Immigration policy, Permits"
831,,"Sep 17, 2012",Main News; Part A; National Desk,129,,NATIONAL BRIEFING; COLORADO; Romney forced to cancel event,Los Angeles Times,
832,"McMANUS, DOYLE","Jul 8, 2012",Main News; Part A; Editorial Desk,868," [...]party ads are more deceptive because they're less accountable; you can't tie the candidate to them,"" noted Kathleen Hall Jamieson of the Annenberg Public Policy Center, which runs a monitoring project called FactCheck.org. A Romney ad questioning Obama's loans and grants to the solar industry, including companies run by Democratic donors, ""strains facts to make its point"" and ""twisted"" the words of the Energy Department's inspector general, the group found.",Accentuating the negative; Swing-state voters are being flooded with political attack ads.,Los Angeles Times,"False advertising, Negative campaigning, Voter behavior, Presidential elections, Candidates, Politics, Political advertising"
833,,"Sep 13, 2012",Main News; Part A; Editorial Desk,457," In reacting to the killing of the U.S. ambassador to Libya and three other Americans, President Obama, Secretary of State Hillary Rodham Clinton and some Republican members of Congress appropriately focused on mourning the dead and honoring their patriotism.",Romney's opportunism; His statement on the anti-U.S. violence in Libya and Egypt was outrageous and ill-conceived.,Los Angeles Times,"Editorials -- Romney, W Mitt, Negative campaigning, Political leadership, Political campaigns, International relations-US, Muslims, Diplomatic & consular services"
834,"West, Paul; Hennessey, Kathleen","Sep 6, 2012",Special Section; Part U; National Desk,692, Clinton was given the top spot on the convention's penultimate night -- a slot traditionally allotted to the vice presidential nominee (Joe Biden will speak instead as a warm-up act for Obama on Thursday).,ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; 'Story of America' fires up crowd; Delegates are moved by a reminder and a promise of better economic times.,Los Angeles Times,"Presidential elections, Speeches, Political campaigns, Political conventions, Series & special reports"
835,"Finnegan, Michael; Parsons, Christi","Aug 16, 2012",Main News; Part A; National Desk,751," ""First of all, congressman Ryan has joined my campaign, and his campaign is my campaign now, and we're on exactly the same page,"" Romney said.","THE NATION; Obama, Romney trade jabs over Medicare",Los Angeles Times,"Presidential elections, Political campaigns, Medicare, Budgets, Older people"
836,,"Jul 29, 2012",Main News; Part A; Editorial Desk,509," Allowing the president of the United States to act as judge, jury and executioner for suspected terrorists, including U.S. citizens, on the basis of secret evidence is impossible to reconcile with the Constitution's guarantee that a life will not be taken without due process of law.",When the government kills,Los Angeles Times,"Litigation, Human rights, Judicial reviews, Citizens, Constitutional law, Due process of law, Editorials -- Assassinations & assassination attempts, Terrorism, Assassinations & assassination attempts"
837,,"Aug 7, 2012",Main News; Part A; Letters Desk,1097," Mission to Mars Re "" 'Wheels down on Mars,' "" Aug. 6 So, many brilliant scientists at the California Institute of Technology's Jet Propulsion Laboratory and around the world are cheering for the landing of Curiosity on Mars, just as the monarchs of England, Spain and the Netherlands were jubilant a few centuries ago when sailors found new lands and resources. Killing is always a hate crime Re ""7 shot dead at Sikh temple,"" Aug. 6 The question seems to be if the latest massacre in Wisconsin was a hate crime or an act of domestic terrorism.",MOCA's direction,Los Angeles Times,"Mars, Hate crimes, Art galleries & museums"
838,"Dilanian, Ken","Oct 10, 2012",Main News; Part A; Foreign Desk,565," A State Department officer who worked in Libya has told congressional investigators that he requested more security for the U.S. Consulate in Benghazi months before it came under terrorist attack but that he received no reply from Washington, according to documents and interviews.",Official says he was ignored on danger in Libya,Los Angeles Times,"Diplomatic & consular services, Terrorism, Congressional investigations, National security"
839,"Hennessey, Kathleen; Finnegan, Michael","Sep 5, 2012",Special Section; Part U; National Desk,466, [...]GM closed the Janesville plant a month before Obama took office.,ELECTION 2012 / THE DEMOCRATIC NATIONAL CONVENTION; Obama rallies college crowds; He tells students that Republicans are hoping that they will sit out the election.,Los Angeles Times,"Presidential elections, Presidents, Political campaigns, Negative campaigning, College students"
840,"Barabak, Mark Z","Sep 8, 2012",Main News; Part A; National Desk,1026, Republicans want a constitutional amendment banning same-sex marriage.,THE NATION; It's crunch time for the candidates; They have under 60 days to plead their cases to the few states still up for grabs.,Los Angeles Times,"Presidential elections, Abortion, Voter behavior"
841,"Romney, Lee","Jul 24, 2012",LATExtra; Part AA; Metro Desk,718, Assemblyman Tom Ammiano (D-San Francisco) and state Board of Equalization member Betty Yee were among those who joined local officials in condemning the forfeiture action against the dispensary's landlords.,"CALIFORNIA; Obama event draws protesters; Before his Oakland fundraiser, medical pot supporters seek freeze on crackdown on dispensaries.",Los Angeles Times,"Tax assessments, Demonstrations & protests -- Oakland California, Clinics, Medical marijuana, State court decisions, Fund raising"
842,,"Sep 10, 2012",Main News; Part A; National Desk,113,,Motorcade officer killed,Los Angeles Times,
843,"Kaufman, Amy","Aug 27, 2012",Calendar; Part D; Entertainment Desk,702," Many of the author's arguments about Obama's support of anti-colonialism are drawn from D'Souza's controversial book ""The Roots of Obama's Rage,"" and the movie frequently uses dramatic reenactments featuring unknown actors to depict past events.","Anti-Obama doc hits big; Conservative's film exceeds expectations in its first week in wide release, grossing $6.2 million.",Los Angeles Times,"Ticket sales, Financial performance, Documentary films, Motion pictures -- 2016: Obama's America"
844,"Halper, Evan","Oct 11, 2012",Main News; Part A; Metro Desk,1316," For Republican presidential nominee Mitt Romney, such aid represents government run amok, allowing bureaucrats to pick winners and losers in renewable energy rather than letting the free market sort them out. Romney's energy plan, released as a white paper in August, would de-emphasize wind and solar development in favor of more aggressive pursuit of fossil fuels.\n",CAMPAIGN 2012; Clean-energy players fret; California's rapidly growing industry worries a Romney win would strip it of key federal subsidies.,Los Angeles Times,"Political campaigns, Clean technology, Tax credits, Presidential elections, Alternative energy sources, Energy policy, Construction costs"
845,"Blume, Howard","Oct 12, 2012",Main News; Part A; Metro Desk,479," President Obama did this, for example, by encouraging states to get rid of unnecessary caps on public charter schools through Race to the Top [grants].",Experts' views on candidates' positions,Los Angeles Times,"Presidential elections, Education policy"
846,,"Jul 7, 2012",Main News; Part A; Letters Desk,1135," Some leaders of our distinctive liberal arts colleges are quietly but intentionally hiring adjunct and part-time faculty (many of whom are deserving of a full-time tenured position) to replace the outstanding professors who retire, in order to impress their boards of trustees (who may have a corporate model of higher education in mind) with budget surpluses. Roger Mallory North Hollywood -- A better Yelp Re ""That Yelp review might be a 5-star fake,"" July 4 As your article makes clear, it seems virtually impossible to ensure the authenticity of reviews on Yelp. Because the process can be so easily manipulated, the majority of intelligent consumers are bound to get to the point where they no longer trust the reviews.",A new college model,Los Angeles Times,"Social security, Higher education, College presidents, Colleges & universities"
847,"Parker, Ned","Oct 9, 2012",Main News; Part A; Foreign Desk,436," The departing head of the International Committee of the Red Cross in Afghanistan warned Monday that the country's civilians live in more peril today than when he started his job seven years ago. ""Since I arrived here in 2005, local armed groups have proliferated, civilians have been caught between not just one but multiple front lines, and it has become increasingly difficult for ordinary Afghans to obtain healthcare,"" Reto Stocker said in a statement released by the organization.",Exiting aid chief's Afghan prognosis,Los Angeles Times,"Civil rights, Health care access, Civilians"
848,"Lee, Don","Oct 17, 2012",Business; Part B; Business Desk,441," Exposing President Obama to further criticism of his administration's economic policies, a leading electric-car battery maker that received a large federal grant filed for bankruptcy protection and said it was selling its auto-business assets.","Obama critics pounce on bankruptcy filing; A123 Systems, an electric-car battery maker, had received a $249-million grant.",Los Angeles Times,"Economic policy, Presidential elections, Political campaigns, Bankruptcy reorganization, Government grants"
849,"Perry, Tony","Aug 25, 2012",Calendar; Part D; Entertainment Desk,891," [...]the problems that Chandrasekaran points out in Afghanistan -- rivalry between the Army and Marine Corps; discord between the U.S. and its allies; a host government's dubious honesty; personality clashes at the White House; debatable battlefield strategies that cost American lives -- are not unique to this war. If there is a hero of ""Little America,"" it is Kael Weston, a State Department field representative with experience in Iraq and a close relationship with the top Marine commander in Afghanistan, Brig.",BOOK REVIEW; A searing tale of American missteps in Afghanistan,Los Angeles Times,"Nonfiction, Books -- Little America: The War Within the War for Afghanistan"
850,"Lauter, David","Nov 7, 2012",Main News; Part A; National Desk,980," On such questions as whether Americans should pay higher or lower taxes, whether Medicare and other entitlements should be scaled back, and whether millions of illegal immigrants should be pushed to leave the country or given a path to citizenship, Democrats and Republicans have stalemated. Any compromise on that will almost certainly include higher taxes as well as limits on benefits and will involve a deal ""where both political parties consider elements of the package to be bad public policy, counterproductive or even immoral,"" Galston said.",ELECTION 2012; NEWS ANALYSIS; A lesson for both parties,Los Angeles Times,"Election results, Aliens, Political analysis, Voter behavior, Presidential elections, Hispanic Americans, Medicare"
851,"Reston, Maeve","Jul 12, 2012",Main News; Part A; National Desk,954," Mitt Romney's speech before the nation's oldest civil rights organization Wednesday was meant as an olive branch to the black community, but his sharp criticisms of President Obama and a vow to repeal the Democrat's healthcare plan drew sustained boos and a chilly reception from the audience of black voters.",THE NATION; NAACP boos Romney comments; A black audience turns from warm to chilly when he criticizes Obama and the healthcare law.,Los Angeles Times,"Presidential elections, Speeches, Political campaigns, African Americans, Conventions"
852,"Rodriguez, Alex; Cloud, David S","Jul 4, 2012",Main News; Part A; Foreign Desk,1082," [...]negotiators worked out a compromise in which both governments backed down to defuse a crisis. [...]the Obama administration had refused Pakistan's demands for an explicit apology for the killings, expressing regrets and condolences instead.",U.S. apologizes; Pakistan to reopen supply routes; A carefully worded statement ends a costly seven-month deadlock between two uneasy allies.,Los Angeles Times,"Military air strikes, International relations-US -- Pakistan, Apologies, Supplies, Terrorism, Armed forces"
853,"McNAMARA, MARY","Oct 12, 2012",LATExtra; Part AA; Entertainment Desk,736,,THE VICE PRESIDENTIAL DEBATE; CRITIC'S NOTEBOOK; TELEVISION CRITIC; Biden's experience shows in his demeanor,Los Angeles Times,
854,"Sanders, Edmund","Jul 20, 2012",Main News; Part A; Foreign Desk,762," Citing unnamed police sources, Bulgarian news reports said Thursday evening that authorities suspect that the bomber was a Swedish citizen of Algerian and Finnish descent who they said was imprisoned by the U.S. in 2002 in Guantanamo Bay after being associated with Islamic terrorist groups.","THE WORLD; Bulgaria suspects suicide bomber in tour bus blast; The purported attacker had a possibly forged U.S. passport, officials say.",Los Angeles Times,"Terrorism, Suicide bombings"
855,"Landsberg, Mitchell","Nov 1, 2012",Main News; Part A; National Desk,1122," With polls showing the presidential race to be very close in the state, it isn't hard to imagine a scenario in which an electoral college majority hangs on the results in Ohio, but no winner can be determined until Nov. 17. * In the battleground states of Colorado and Florida, a recount is mandatory if the margin between the candidates is within 0.5% of the total vote.",THE NATION; Experts say a lot could go wrong; Irregularities in the 2012 vote will be scrutinized by all sides like never before.,Los Angeles Times,"Presidential elections, Voting machines, Voting, Election law, Election results"
856,,"Sep 22, 2012",Main News; Part A; Letters Desk,492," Everyone should pay some federal income taxes, no matter how little, because everyone uses tax-funded services.",MAILBAG; A landslide on the 47%,Los Angeles Times,"Political campaigns, Letters, Taxes, Tax planning"
857,"Wilkinson, Tracy; Lopez, Ricardo","Oct 3, 2012",Business; Part B; Business Desk,1210," Many in the pro-Mexican tomato camp suspect presidential election politics have had a role in the dispute, with the Floridians using their state's status as a repository of swing votes to put pressure on the Obama administration.","TRADE; A U.S.-Mexico tomato fight is about to burst; Jobs, prices are on the line in a dumping case that also pits Americans against Americans",Los Angeles Times,"Dumping, International trade, Agriculture, Trade agreements, Tomatoes, Restaurants"
858,,"Aug 16, 2012",Main News; Part A; Editorial Desk,437," Teachers unions hate the idea of including student progress on the state standards tests in performance evaluations, but as one court recently ruled, that is state law.",Test scores should count,Los Angeles Times,"Students, Editorials -- Teacher evaluations, Teacher evaluations, Teachers, Performance evaluation, Public schools, School districts"
859,"West, Paul","Jul 26, 2012",Main News; Part A; National Desk,1316," First Lady Michelle Obama, on one of two visits to a local naval jet base, toured the support center where Charlton works.",CAMPAIGN 2012: The Battlegrounds; Virginia caught in attack ad crossfire,Los Angeles Times,"Television advertising, Presidential elections, Negative campaigning, Candidates, Political advertising"
860,,"Jul 11, 2012",Main News; Part A; Editorial Desk,442," Booms and skimmers, the traditional methods of containing an oil spill on the water's surface, are much less effective in those choppy, ice-flecked seas, and the usual emergency support -- equipment, docks and Coast Guard vessels -- are far away.",Shell's Arctic gamble,Los Angeles Times,"Offshore oil exploration & development, Editorials -- Shell Oil Co, Oil spills"
861,,"Oct 26, 2012",Main News; Part A; National Desk,240," Chip White of Preserve Marriage Washington, which opposes the gay marriage law, said he was not surprised by Obama's action. [...]May of this year, the president's position was that marriage is the union of one man and one woman,"" White said.",Obama backs gay marriage measures,Los Angeles Times,"Gays & lesbians, Referendums, Same sex marriage"
862,"King, Susan; Lynch, Rene","Sep 24, 2012",Calendar; Part D; Entertainment Desk,1000," The freshman series won four major Emmys. Besides the top prize, it also won in the drama categories for lead actress for Claire Danes, lead actor for Damian Lewis and for writing. HBO's controversial ""Game Change,"" which revolves around 2008 Republican vice presidential nominee Sarah Palin, won for miniseries or movie, director, writing and lead actress for Julianne Moore, who played Palin.","THE EMMYS; For the night's big winners, politics enter into the picture",Los Angeles Times,"Television programs -- Homeland, Politics, Nominations, Actors, Emmy awards"
863,,"Aug 29, 2012",Main News; Part A; Letters Desk,1268,,LETTERS,Los Angeles Times,
864,"Reston, Maeve; Gold, Matea","Oct 17, 2012",Main News; Part A; National Desk,816," The afternoon meeting was held behind an unmarked door in one of the hotel's dining rooms, just one floor above the Grand Ballroom, where 1,000 donors and fundraisers for the Republican's presidential campaign had gathered earlier in the day to listen to officials discuss the strategy for the final three weeks of the presidential race.",THE NATION; Big donors meet with 'super PAC'; The meeting after a Romney strategy session suggests his campaign has close ties to the group.,Los Angeles Times,"Presidential elections, Political campaigns, Political action committees--PAC"
865,"Boehm, Mike","Jul 7, 2012",Calendar; Part D; Entertainment Desk,1687," According to the museum's most recent tax return, Deitch earned $648,281 in 2010.","For Broad, MOCA split is fresh start; The trustee addresses the fallout from the museum board's ouster of chief curator Paul Schimmel.",Los Angeles Times,"Resignations, Curators, Art galleries & museums"
866,,"Sep 2, 2012",Main News; Part A; Letters Desk,1297,,LETTERS,Los Angeles Times,
867,"Goldberg, Jamie","Jul 26, 2012",Main News; Part A; National Desk,640," Federal Election Commission, the Supreme Court decision that opened the door to unlimited corporate political spending, O'Connor warned that the decision could allow wealthy donors to exert influence on judicial elections.",O'Connor defends chief justice's health vote; Retired justice says members of the high court aren't beholden to the presidents who appointed them.,Los Angeles Times,"Supreme Court decisions, Retirement, Health care policy, Constitutional law, Court hearings & proceedings, Fund raising, Patient Protection & Affordable Care Act 2010-US, Judicial ethics"
868,"Banks, Sandy","Nov 6, 2012",Main News; Part A; Metro Desk,990," ""Because of the actions of a very small percentage of Americans, you used a broad brush and stereotype to classify whites as being racist and not voting for President Obama because of his race,"" wrote Vahak Petrossian of Glendale. Other readers endorsed my perspective, and said they too were disturbed by what they saw as unfair treatment of Obama -- the candidate and the president.",Debate on race and politics; A column on GOP rhetoric provokes charges of reverse racism,Los Angeles Times,"Presidential elections, Political campaigns, Race"
869,,"Oct 27, 2012",Main News; Part A; Letters Desk,520," The Times editorial board's endorsement of President Obama on Sunday drew dozens of letters to the editor and comments to the paper's readers' representative, most of them expressing either disagreement or approval of the recommendation.",POSTSCRIPT; Why endorsements?,Los Angeles Times,"Presidential elections, Reader response, Newspapers, Endorsements, Media coverage"
870,"Levey, Noam N","Jul 31, 2012",Main News; Part A; National Desk,1251," Nearly half a century after President Lyndon Johnson signed Medicaid into law, conservative critics of the massive government health insurance program for the poor are readying a new push to dramatically scale it back if Republicans control the White House and Congress next year. Former Massachusetts Gov. Mitt Romney, the presumptive GOP presidential nominee, has thrown his support behind a block grant plan that would cap federal spending, effectively slashing Medicaid funding by more than $1.5 trillion over the next decade in what would be the most sweeping change in the program's history.",Medical plan for poor is targeted for cuts; Medicaid's GOP critics hope to shrink the program if they win in the fall. Obama wants to expand it.,Los Angeles Times,"Health care policy, Court decisions, Federal budget, Health insurance, Medicaid, Political campaigns, Patient Protection & Affordable Care Act 2010-US"
871,"Holmes, Baxter","Nov 2, 2012",Sports; Part C; Sports Desk,460,,COLLEGE BASKETBALL; PAC-12 NOTES; High expectations for Fontan,Los Angeles Times,
872,"Nelson, Valerie J","Aug 19, 2012",Main News; Part A; Metro Desk,478,,"OBITUARIES; VERONIQUE PECK, 1932 - 2012; Actor's widow, L.A. arts patron",Los Angeles Times,"Deaths -- Peck, Veronique"
873,"Mascaro, Lisa","Aug 22, 2012",Main News; Part A; National Desk,851," Under Ryan's proposal, future seniors, those now 55 and younger, would have the option of taking a government stipend to buy insurance on the private market or apply it toward the costs of Medicare -- though it is not guaranteed that the funds would cover the price of joining the traditional Medicare program.",Races for House and Senate turn to Medicare; Both parties see Ryan's plan for the nation's healthcare safety net as paving the path to a majority.,Los Angeles Times,"Polls & surveys, Legislators, Presidential elections, Candidates, Congressional elections, Medicare, State budgets"
874,"Ollman, Leah","Oct 19, 2012",Calendar; Part D; Entertainment Desk,543, A traveling troupe stages a puppet show featuring two dusty figures with clashing convictions --,ART REVIEW; The Wild West with a twist,Los Angeles Times,"Performance art, Video recordings, Art exhibits -- Rosefeldt, Julian"
875,,"Jul 15, 2012",Main News; Part A; National Desk,359," In a victory for Republicans, the federal government has agreed to let Florida use a law enforcement database to challenge people's right to vote if they are suspected of not being U.S. citizens.",Florida will use federal data to check for noncitizen voters,Los Angeles Times,"Presidential elections, Bills, Data bases, National security, Voter fraud"
876,"Mascaro, Lisa","Oct 15, 2012",LATExtra; Part AA; National Desk,418," Republicans sought to compare Obama's reaction to Libya to George W. Bush's ""Mission Accomplished"" declaration, when the Republican president prematurely announced that the main aspects of the Iraq war were over.",More security funding is urged; A GOP lawmaker says the attack on a U.S. compound in Libya exposed the need for greater safeguards.,Los Angeles Times,"Diplomatic & consular services, Terrorism, National security, Federal funding"
877,"Cart, Julie","Jul 25, 2012",LATExtra; Part AA; Metro Desk,726," Critics contend that the policies are too late, coming after years of free-for-all leasing that encouraged rampant speculation. Since leasing began, the Bureau of Land Management has been working to process more than 300 solar applications.",U.S. creates solar energy zones; Incentives to locate facilities in the areas are offered. Sensitive lands are excluded.,Los Angeles Times,"Solar energy, Conservation, Incentives, Environmental protection, Biological diversity"
878,"Dugan, Judy","Sep 19, 2012",Main News; Part A; Editorial Desk,797, [...]my husband and I benefit from one more federal entitlement -- except it's not aimed at the elderly or the struggling.,How we earned Romney's scorn,Los Angeles Times,"Presidential elections, Political campaigns, Social services, Capital gains, Income taxes"
879,"Willman, David","Sep 14, 2012",LATExtra; Part AA; National Desk,580," Democrats on the House Homeland Security Committee and a senior Republican colleague voiced grave doubts Thursday about the viability of BioWatch, the nation's system for detecting biological attacks that has been plagued by false alarms.",Lawmakers voice doubts on BioWatch,Los Angeles Times,"Biological & chemical terrorism, National security"
880,,"Aug 23, 2012",Main News; Part A; Letters Desk,1219," Prison overcrowding will soon force California to release some convicts from prisons and jails, but the attorney general is fighting to keep an innocent man in prison? Because of paperwork problems? What's a 'search'?,"" Editorial, Aug. 20 Six months after Congress passed a law requiring the Federal Aviation Administration to ease restrictions on commercial drone use in U.S. airspace and two weeks after The Times published an article noting that the Department of Homeland Security is trying to accelerate the use of unmanned aircraft, an editorial points out the 4th Amendment dangers of cellphones and GPS technology.\n",Action on Syria,Los Angeles Times,"Students, Teachers, Biological & chemical weapons"
881,"Semuels, Alana","Oct 19, 2012",Main News; Part A; National Desk,1158," In Minnesota, prominent sports figures have voiced their support of same-sex couples; in Washington, wealthy business executives have donated millions to the campaign for same-sex marriage there. There's no guarantee that same-sex marriage will be approved; polls about gay marriage are often inaccurate, and voters can be fickle.",Backers help gay marriage hit home; Two years of reaching out in person to voters across Maine may pay off in next month's election.,Los Angeles Times,"Gays & lesbians, Political campaigns, Referendums, Same sex marriage, Social conditions & trends -- United States--US, African Americans"
882,"Semuels, Alana","Oct 29, 2012",Main News; Part A; National Desk,955," Moments like this, which took place Friday night on a high school football field, are in keeping with Ryan's recent lower profile, which contrasts sharply with his first days on the campaign trail.",THE NATION; Ryan steps out of the spotlight; He lowers his conservative profile as Romney takes a more moderate tack.,Los Angeles Times,"Religious right, Conservatism, Political campaigns, Candidates, Presidential elections"
883,"Sharkey, Betsy","Sep 28, 2012",Calendar; Part D; Entertainment Desk,784," [...]order, Hilda and two of her friends are occasionally sneaking into the apartment Sheppard shares with a Serbian player for tea and conversation.",MOVIES; REVIEW; A life forever changed by 'The Iran Job',Los Angeles Times,"Documentary films, Motion pictures -- Iran Job, The"
884,"Bennett, Brian","Aug 15, 2012",Main News; Part A; National Desk,1214," Advocacy groups have planned public celebrations, legal aid seminars and other events in major cities to herald a plan that has sparked rejoicing and relief in immigrant communities, and anger among Republicans who view it as a White House ploy for Latino support in an election year and a backdoor amnesty that usurps congressional authority.",Immigrant logjam expected; Reams of applications are expected in a new program for youths seeking to stay in U.S.,Los Angeles Times,"Aliens, Immigration policy, Citizenship"
885,"Merl, Jean","Oct 15, 2012",LATExtra; Part AA; Metro Desk,909," The Republican candidate, City Councilman Gary DeLong, and the Democrat, state Sen. Alan Lowenthal, may emphasize their local ties and accomplishments, but the national parties want the race to be a referendum on the economy and federal budget, Social Security, MediCare and the Affordable Health Care Act.",CALIFORNIA; ELECTION 2012; Long Beach congressional race has national import; The contest between Alan Lowenthal and Gary DeLong could be a factor in the struggle for control of the House.,Los Angeles Times,"Political parties, Congressional elections -- California, Voter behavior"
886,"Williams, Carol J","Sep 11, 2012",Main News; Part A; National Desk,452," The New York-based Center for Constitutional Rights, which has provided legal representation to hundreds of Guantanamo prisoners as well as surviving family members of other men who died at the prison, condemned the latest death and blamed it on the Obama administration's failure to close the detention center and war crimes tribunal as promised during the 2008 campaign.","Guantanamo Bay detainee dies, the 9th fatality there; The Pentagon says the foreign terrorism suspect had a history of disciplinary infractions. An autopsy is planned.",Los Angeles Times,"Suicides & suicide attempts, Prisoners, Fatalities, Terrorism, Prisons"
887,"Lee, Don; Puzzanghera, Jim","Sep 14, 2012",Main News; Part A; Business Desk,1213," The central bank said it would immediately start buying billions of dollars of mortgage-backed securities -- essentially bonds that are made up of a bunch of home loans, packaged and then sold to investors.",Fed aims stimulus to boost housing market,Los Angeles Times,"Mortgage backed securities, Labor market, Economic conditions, Federal Reserve monetary policy, Real estate"
888,"Bengali, Shashank","Sep 22, 2012",Main News; Part A; Foreign Desk,659," The Iranian exile group Mujahedin Khalq will be removed from the U.S. list of foreign terrorist organizations, a U.S. official said Friday, following a high-priced lobbying campaign that argued the controversial group had renounced violence.","THE WORLD; U.S. to adjust terror list; An Iranian exile group known as the MEK will be taken off, an official says.",Los Angeles Times,"Lobbying, Terrorism, National security"
889,"Reston, Maeve","Jul 8, 2012",Main News; Part A; National Desk,1569," Though he was criticized for a lack of diversity in his judicial appointments, half of his top advisors were women, ranking Massachusetts ahead of the other 49 states, according to a 2004 study by the Center for Women in Government & Civil Society at the University at Albany.\n","CAMPAIGN 2012; Romney low-key on civil rights; In contrast to his father's active role in the '60s, he has said little on the issue.",Los Angeles Times,"Affirmative action, Presidential elections, Civil rights, Political campaigns, School busing"
890,"King, Susan","Sep 30, 2012",Sunday Calendar; Part D; Calendar Desk,833," ""Escape Fire: The Fight to Rescue American Healthcare,"" opening Oct. 5 in theaters and on video on demand, looks at ways to help cure the ailing system, including greater use of alternative healing.",NONFICTION FILM; Good for what ails healthcare?; Three documentaries that examine the system could have an effect on how people think -- and vote. [Corrected 09/30/12],Los Angeles Times,"Motion pictures, Health care, Documentary films"
891,"Dilanian, Ken","Sep 7, 2012",Main News; Part A; Foreign Desk,780," A Libyan man says he was waterboarded while in CIA custody in Afghanistan, a new allegation that challenges the long-standing claim by U.S. officials that just three people since the terrorist attacks of Sept. 11, 2001, had been subjected to the simulated drowning technique many consider torture.",Libyan says he was waterboarded in CIA custody,Los Angeles Times,"Terrorism, Torture, Questioning"
