,author,date,section,word_count,abstract,headline,source
87,"Wellock, Bill","May 9, 2012",News,338,"""It's very exciting,"" Mr. [John Dawe] said from his Public Square office soon after the president's address. ""As the leader of the nation, the president is setting an example and direction for the marriage-equality movement. I think the president's coming to publicly support civil marriage equality comes out of the realization that the struggles, triumphs and ups and downs of LGBT couples are the same as those who currently enjoy the rights of marriage.""",Gay Rights Advocates Applaud Obama's Stance On Gay Marriage,The Times - Tribune
88,"KRAWCZENIUK, BORYS","Nov 28, 2011",News,655,"[Lance Stange Jr.] said Obama's re-election campaign is clearly ""having some difficulty and Scranton always seems to be the nexus in Pennsylvania.""","Analysis: Obama Campaign Will Need Pa., Where Support Has Slipped",Standard - Speaker
89,,"Nov 1, 2012",Opinion,190,"We have a clear choice: the socialist path which [Obama] wants or do we the American people want free market, pro-growth and pro-defense that the Romney/Ryan ticket offers?",We Can't Afford Four More Years Of Obama,Standard - Speaker
90,"Allabaugh, Denise","Jun 4, 2012",News,541,"It's not the first time Geisinger Health System has received national recognition. Three years ago, President Barack Obama cited Geisinger in a health care address, saying, ""We have to ask why places like the Geisinger Health System in rural Pennsylvania, Intermountain Health in Salt Lake City, or communities like Green Bay can offer high-quality care at costs well below average, but other places in America can't.""",Geisinger Featured In National News Story,Citizens' Voice
91,"MONITZ, KELLY","Feb 8, 2012",News,709,"""Just as the federal government should not endorse a religion, it should not punish a religion. All religions must be treated equally. They must be respected,"" he said. ""That's the American way.""","Barletta, Bishops Oppose Obama Birth Control Policy",Standard - Speaker
92,"Krawczeniuk, Borys","Mar 28, 2012",News,514,"Also, by a 48 percent to 42 percent margin, the state's voters say Romney would do a better job handling the economy than Obama, who tops Santorum on that score by 49 percent to 41 percent.",Swing-state Polls Show Bright Side For Obama,Citizens' Voice
93,"Parker, Kathleen","Oct 14, 2012",Opinion,742,"To receive a warm smile is its own reward. To be on the receiving end of an insincere smile, or one that doesn't fit the message being delivered, is psychological trickery. Think of Nurse Ratched in ""One Flew Over the Cuckoo's Nest."" She smiled even as she delivered psyche-crushing information. The disconnect between what her victims were seeing and what they were hearing and feeling was torturous. Similarly, the teacher who smiles and says ""Johnny made a bad choice"" is confusing and potentially enraging.",Smile Strategy Not So Friendly,The Times - Tribune
94,"KRAWCZENIUK, BORYS","Jan 16, 2012",News,493,"""Tim Burns is just like me,"" said Ms. Cummings, a home health care nursing company owner. ""He was a business owner. ... He's a regular American that saw what was going on and decided to get involved just like me.""","Cummings Out Of Senate Race, But Not Politics",The Times - Tribune
95,,"Feb 10, 2012",Opinion,193,"This mandate includes a so-called ""religious employer exception,"" yet the exemption is so narrowly defined that most religious schools, colleges, hospitals and charitable organizations serving the public do not qualify.",Unprecedented Attack On Religious Freedom,Standard - Speaker
96,,"Oct 15, 2011",Opinion,666,"I am calling on behalf on the article on the front page of the paper about the sisters. Maybe if those probation officers would enter people's houses with more respect and quit ragging on these kids like they do, they wouldn't have as many problems as what they have with these children. They are rude, they are obnoxious and they are not nice to the people. Not even to the families when they come into their homes. Frog's take: Yes, because the three actors in the ""fracas"" sound like they are the epitome of class and respect. I know I always urinate on chairs and floors - at the police station - when I am angry.",Sound Off 10-16-11,The News - Item
97,"Kohut, Joseph","Jul 3, 2012",News,444,"Lackawanna County Commissioner Corey O'Brien said Biden was very ""personable"" when he met him during a private meeting among labor leaders at the United Food and Commercial Workers Union Local 1776 in Pittston Twp.",Scranton Crowd Happy To See Biden 'come Home',The Daily Review
98,"Monitz, Kelly","Feb 8, 2012",News,709,"""Just as the federal government should not endorse a religion, it should not punish a religion. All religions must be treated equally. They must be respected,"" he said. ""That's the American way.""",Barletta Speaks Out Against Health Care Proposal,Citizens' Voice
99,,"Oct 27, 2012",Opinion,168,"I have seen the movie ""2016"" twice, and there is one phrase in the movie that sticks with me. To quote Jeff Lynne and ELO, I can't get it out of my head, and that phrase is ""debt as a weapon of mass destruction."" That is what President Obama is trying to do to America.",Obama's Debt Is A Weapon Of Mass Destruction,Standard - Speaker
100,,"Oct 10, 2012",Opinion,375,"The Minersville caller said Obama has had a trillion-dollar deficit each year for four years. No, I guess he can't blame Bush for that too. Let's see. Four times one equals four. How much of the $15 trillion deficit can we blame Bush for? I think Bush started with a surplus.","Thunder/Enlightning, Oct. 10, 2012",Republican & Herald
101,"Bortner, Peter E","Aug 10, 2011",News,592,"""There has definitely been a change in the debate that is constructive. At least now we are having a discussion,"" he said. ""We've created an environment ... that is having a chilling effect on business. I'm going to try to prevent some of the excessive and ridiculous regulations. I've got a to-do list that grows every day.""","U.S. In Deep Economic Hole, Toomey Tells Schuylkill Chamber",Standard - Speaker
102,"Allabaugh, Denise","Mar 02, 2011",News,364,"""They are threatening furloughs and to shut down the work force,"" said Susan Cromer, president of AFGE Local 2809. ""This would mean a lot of people who are receiving disability benefits and calling in claims would be backlogged. We want to make sure this doesn't happen to us. We don't need this. We need to stay on the job to serve the public.""",Union Workers Picket Over Possible Furloughs,Citizens' Voice
103,The News-Item staff,"Nov 6, 2012",News,124,"Nearly 80 percent of votes statewide are in as of 10:45 p.m., and most Pennsylvanians have cast theirs for President Barack Obama, who has 56 percent of the votes so far.",Obama Leading Romney In Pennsylvania,The News - Item
104,"KRAWCZENIUK, BORYS","Feb 1, 2012",News,966,"In Mr. Mitchell's and other political observers' eyes, the best hope for a competitive local congressional race might be Moosic attorney Matt Cartwright's challenge of Mr. [Tim Holden] in the Democratic primary. A successful lawyer, Mr. Cartwright has said he can provide an infusion of his cash, though ""I'm not Mitt Romney,"" the multi-millionaire Republican presidential candidate.","Redistricting, Lack Of Cash Conspire Against Congressional Hopefuls",The Times - Tribune
105,,"May 27, 2012",Opinion,788,"Barack Obama, as promised in his campaign, did end the war in Iraq, and reasserted American presence in Afghanistan, sought out and killed Osama bin Laden, and then created a way for complete U.S. withdrawal from combat.",A Lesson Not Yet Learned,The Daily Review
106,Anonymous,"Aug 12, 2011",Opinion,531,People who own pit bulls and other large dogs capable of great harm are idiots. You wouldn't keep a loaded rifle cocked and ready to fire. You may say your dog is loving and would never hurt anything and it's how you raise the dog. What about the other animals that might provoke it to cause it to become vicious? You just never know when it's going to go off.,Thunder/Enlightning,Republican & Herald
107,,"Nov 5, 2012",Opinion,626,I will vote for Mitt Romney. President [Barack Obama] constantly calling Gov. Romney something Gov. Romney is not did not work on me.,Romney's Message Will Earn Him Vote,Republican & Herald
108,,"Sep 23, 2012",Opinion,781,"Islam: In Obama's Cairo speech he said, ""Throughout history, Islam has demonstrated through words and deeds the possibilities of religious tolerance and racial equality."" Obama maintains Muslims played a major role in the founding of America. This would certainly be news to the Founding Fathers. Obama claims we are not at war with Islam even if it is at war with us through attacks on our embassies last week that coincided with the Sept. 11 anniversary. When Nidal Hasan killed soldiers at Fort Hood while yelling ""Allah Akbar,"" Obama warned everyone ""not to jump to conclusions,"" concluding Hasan's murder spree was an act of ""workplace violence.""",No 2nd Term: H Through J,The News - Item
